"Month","Division","Line","Day Type","Reporting Category","Incidents"
"2025-10-01","B DIVISION","N","2",,"0"
"2025-10-01","B DIVISION","N","2","Crew Availability","7"
"2025-10-01","B DIVISION","N","2","External Factors","0"
"2025-10-01","B DIVISION","N","2","Infrastructure & Equipment","20"
"2025-10-01","B DIVISION","N","2","Operating Conditions","16"
"2025-10-01","B DIVISION","N","2","Planned ROW Work","24"
"2025-10-01","B DIVISION","N","2","Police & Medical","32"
"2025-10-01","B DIVISION","Q","1",,"0"
"2025-10-01","B DIVISION","Q","1","Crew Availability","26"
"2025-10-01","B DIVISION","Q","1","External Factors","4"
"2025-10-01","B DIVISION","Q","1","Infrastructure & Equipment","64"
"2025-10-01","B DIVISION","Q","1","Operating Conditions","39"
"2025-10-01","B DIVISION","Q","1","Planned ROW Work","62"
"2025-10-01","B DIVISION","Q","1","Police & Medical","104"
"2025-10-01","B DIVISION","Q","2",,"0"
"2025-10-01","B DIVISION","Q","2","Crew Availability","6"
"2025-10-01","B DIVISION","Q","2","External Factors","3"
"2025-10-01","B DIVISION","Q","2","Infrastructure & Equipment","12"
"2025-10-01","B DIVISION","Q","2","Operating Conditions","11"
"2025-10-01","B DIVISION","Q","2","Planned ROW Work","22"
"2025-10-01","B DIVISION","Q","2","Police & Medical","41"
"2025-10-01","B DIVISION","R","1",,"0"
"2025-10-01","B DIVISION","R","1","Crew Availability","20"
"2025-10-01","B DIVISION","R","1","External Factors","1"
"2025-10-01","B DIVISION","R","1","Infrastructure & Equipment","54"
"2025-10-01","B DIVISION","R","1","Operating Conditions","22"
"2025-10-01","B DIVISION","R","1","Planned ROW Work","15"
"2025-10-01","B DIVISION","R","1","Police & Medical","47"
"2025-10-01","B DIVISION","R","2",,"0"
"2025-10-01","B DIVISION","R","2","Crew Availability","7"
"2025-10-01","B DIVISION","R","2","External Factors","0"
"2025-10-01","B DIVISION","R","2","Infrastructure & Equipment","8"
"2025-10-01","B DIVISION","R","2","Operating Conditions","3"
"2025-10-01","B DIVISION","R","2","Planned ROW Work","3"
"2025-10-01","B DIVISION","R","2","Police & Medical","11"
"2025-10-01","B DIVISION","S Fkln","1",,"0"
"2025-10-01","B DIVISION","S Fkln","1","Crew Availability","0"
"2025-10-01","B DIVISION","S Fkln","1","External Factors","0"
"2025-10-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","2"
"2025-10-01","B DIVISION","S Fkln","1","Operating Conditions","0"
"2025-10-01","B DIVISION","S Fkln","1","Planned ROW Work","1"
"2025-10-01","B DIVISION","S Fkln","1","Police & Medical","1"
"2025-10-01","B DIVISION","S Fkln","2",,"0"
"2025-10-01","B DIVISION","S Fkln","2","Crew Availability","0"
"2025-10-01","B DIVISION","S Fkln","2","External Factors","0"
"2025-10-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","1"
"2025-10-01","B DIVISION","S Fkln","2","Operating Conditions","0"
"2025-10-01","B DIVISION","S Fkln","2","Planned ROW Work","1"
"2025-10-01","B DIVISION","S Fkln","2","Police & Medical","3"
"2025-10-01","B DIVISION","S Rock","1",,"0"
"2025-10-01","B DIVISION","S Rock","1","Crew Availability","0"
"2025-10-01","B DIVISION","S Rock","1","External Factors","22"
"2025-10-01","B DIVISION","S Rock","1","Infrastructure & Equipment","1"
"2025-10-01","B DIVISION","S Rock","1","Operating Conditions","7"
"2025-10-01","B DIVISION","S Rock","1","Planned ROW Work","8"
"2025-10-01","B DIVISION","S Rock","1","Police & Medical","2"
"2025-10-01","B DIVISION","S Rock","2",,"0"
"2025-10-01","B DIVISION","S Rock","2","Crew Availability","0"
"2025-10-01","B DIVISION","S Rock","2","External Factors","2"
"2025-10-01","B DIVISION","S Rock","2","Infrastructure & Equipment","0"
"2025-10-01","B DIVISION","S Rock","2","Operating Conditions","0"
"2025-10-01","B DIVISION","S Rock","2","Planned ROW Work","0"
"2025-10-01","B DIVISION","S Rock","2","Police & Medical","1"
"2025-11-01","A DIVISION","1","1",,"0"
"2025-11-01","A DIVISION","1","1","Crew Availability","23"
"2025-11-01","A DIVISION","1","1","External Factors","1"
"2025-11-01","A DIVISION","1","1","Infrastructure & Equipment","46"
"2025-11-01","A DIVISION","1","1","Operating Conditions","40"
"2025-11-01","A DIVISION","1","1","Planned ROW Work","39"
"2025-11-01","A DIVISION","1","1","Police & Medical","79"
"2025-11-01","A DIVISION","1","2",,"0"
"2025-11-01","A DIVISION","1","2","Crew Availability","12"
"2025-11-01","A DIVISION","1","2","External Factors","2"
"2025-11-01","A DIVISION","1","2","Infrastructure & Equipment","22"
"2025-11-01","A DIVISION","1","2","Operating Conditions","3"
"2025-11-01","A DIVISION","1","2","Planned ROW Work","11"
"2025-11-01","A DIVISION","1","2","Police & Medical","37"
"2025-11-01","A DIVISION","2","1",,"0"
"2025-11-01","A DIVISION","2","1","Crew Availability","33"
"2025-11-01","A DIVISION","2","1","External Factors","2"
"2025-11-01","A DIVISION","2","1","Infrastructure & Equipment","45"
"2025-11-01","A DIVISION","2","1","Operating Conditions","69"
"2025-11-01","A DIVISION","2","1","Planned ROW Work","57"
"2025-11-01","A DIVISION","2","1","Police & Medical","69"
"2025-11-01","A DIVISION","2","2",,"0"
"2025-11-01","A DIVISION","2","2","Crew Availability","11"
"2025-11-01","A DIVISION","2","2","External Factors","1"
"2025-11-01","A DIVISION","2","2","Infrastructure & Equipment","27"
"2025-11-01","A DIVISION","2","2","Operating Conditions","47"
"2025-11-01","A DIVISION","2","2","Planned ROW Work","22"
"2025-11-01","A DIVISION","2","2","Police & Medical","46"
"2025-11-01","A DIVISION","3","1",,"0"
"2025-11-01","A DIVISION","3","1","Crew Availability","16"
"2025-11-01","A DIVISION","3","1","External Factors","0"
"2025-11-01","A DIVISION","3","1","Infrastructure & Equipment","39"
"2025-11-01","A DIVISION","3","1","Operating Conditions","35"
"2025-11-01","A DIVISION","3","1","Planned ROW Work","23"
"2025-11-01","A DIVISION","3","1","Police & Medical","33"
"2025-11-01","A DIVISION","3","2",,"0"
"2025-11-01","A DIVISION","3","2","Crew Availability","9"
"2025-11-01","A DIVISION","3","2","External Factors","0"
"2025-11-01","A DIVISION","3","2","Infrastructure & Equipment","10"
"2025-11-01","A DIVISION","3","2","Operating Conditions","29"
"2025-11-01","A DIVISION","3","2","Planned ROW Work","5"
"2025-11-01","A DIVISION","3","2","Police & Medical","22"
"2025-11-01","A DIVISION","4","1",,"0"
"2025-11-01","A DIVISION","4","1","Crew Availability","26"
"2025-11-01","A DIVISION","4","1","External Factors","1"
"2025-11-01","A DIVISION","4","1","Infrastructure & Equipment","46"
"2025-11-01","A DIVISION","4","1","Operating Conditions","27"
"2025-11-01","A DIVISION","4","1","Planned ROW Work","27"
"2025-11-01","A DIVISION","4","1","Police & Medical","94"
"2025-11-01","A DIVISION","4","2",,"0"
"2025-11-01","A DIVISION","4","2","Crew Availability","10"
"2025-11-01","A DIVISION","4","2","External Factors","0"
"2025-11-01","A DIVISION","4","2","Infrastructure & Equipment","22"
"2025-11-01","A DIVISION","4","2","Operating Conditions","40"
"2025-11-01","A DIVISION","4","2","Planned ROW Work","22"
"2025-11-01","A DIVISION","4","2","Police & Medical","36"
"2025-11-01","A DIVISION","5","1",,"0"
"2025-11-01","A DIVISION","5","1","Crew Availability","19"
"2025-11-01","A DIVISION","5","1","External Factors","0"
"2025-11-01","A DIVISION","5","1","Infrastructure & Equipment","38"
"2025-11-01","A DIVISION","5","1","Operating Conditions","25"
"2025-11-01","A DIVISION","5","1","Planned ROW Work","14"
"2025-11-01","A DIVISION","5","1","Police & Medical","47"
"2025-11-01","A DIVISION","5","2",,"0"
"2025-11-01","A DIVISION","5","2","Crew Availability","2"
"2025-11-01","A DIVISION","5","2","External Factors","1"
"2025-11-01","A DIVISION","5","2","Infrastructure & Equipment","7"
"2025-11-01","A DIVISION","5","2","Operating Conditions","20"
"2025-11-01","A DIVISION","5","2","Planned ROW Work","4"
"2025-11-01","A DIVISION","5","2","Police & Medical","10"
"2025-11-01","A DIVISION","6","1",,"0"
"2025-11-01","A DIVISION","6","1","Crew Availability","26"
"2025-11-01","A DIVISION","6","1","External Factors","1"
"2025-11-01","A DIVISION","6","1","Infrastructure & Equipment","56"
"2025-11-01","A DIVISION","6","1","Operating Conditions","57"
"2025-11-01","A DIVISION","6","1","Planned ROW Work","56"
"2025-11-01","A DIVISION","6","1","Police & Medical","123"
"2025-11-01","A DIVISION","6","2",,"0"
"2025-11-01","A DIVISION","6","2","Crew Availability","10"
"2025-11-01","A DIVISION","6","2","External Factors","0"
"2025-11-01","A DIVISION","6","2","Infrastructure & Equipment","21"
"2025-11-01","A DIVISION","6","2","Operating Conditions","26"
"2025-11-01","A DIVISION","6","2","Planned ROW Work","33"
"2025-11-01","A DIVISION","6","2","Police & Medical","40"
"2025-11-01","A DIVISION","7","1",,"0"
"2025-11-01","A DIVISION","7","1","Crew Availability","28"
"2025-11-01","A DIVISION","7","1","External Factors","0"
"2025-11-01","A DIVISION","7","1","Infrastructure & Equipment","42"
"2025-11-01","A DIVISION","7","1","Operating Conditions","6"
"2025-11-01","A DIVISION","7","1","Planned ROW Work","32"
"2025-11-01","A DIVISION","7","1","Police & Medical","21"
"2025-11-01","A DIVISION","7","2",,"0"
"2025-11-01","A DIVISION","7","2","Crew Availability","7"
"2025-11-01","A DIVISION","7","2","External Factors","1"
"2025-11-01","A DIVISION","7","2","Infrastructure & Equipment","17"
"2025-11-01","A DIVISION","7","2","Operating Conditions","8"
"2025-11-01","A DIVISION","7","2","Planned ROW Work","23"
"2025-11-01","A DIVISION","7","2","Police & Medical","19"
"2025-11-01","A DIVISION","S 42nd","1",,"0"
"2025-11-01","A DIVISION","S 42nd","1","Crew Availability","0"
"2025-11-01","A DIVISION","S 42nd","1","External Factors","0"
"2025-11-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","1"
"2025-11-01","A DIVISION","S 42nd","1","Operating Conditions","0"
"2025-11-01","A DIVISION","S 42nd","1","Planned ROW Work","0"
"2025-11-01","A DIVISION","S 42nd","1","Police & Medical","3"
"2025-11-01","A DIVISION","S 42nd","2",,"0"
"2025-11-01","A DIVISION","S 42nd","2","Crew Availability","0"
"2025-11-01","A DIVISION","S 42nd","2","External Factors","0"
"2025-11-01","A DIVISION","S 42nd","2","Infrastructure & Equipment","5"
"2025-11-01","A DIVISION","S 42nd","2","Operating Conditions","0"
"2025-11-01","A DIVISION","S 42nd","2","Planned ROW Work","0"
"2025-11-01","A DIVISION","S 42nd","2","Police & Medical","0"
"2025-11-01","B DIVISION","A","1",,"0"
"2025-11-01","B DIVISION","A","1","Crew Availability","29"
"2025-11-01","B DIVISION","A","1","External Factors","47"
"2025-11-01","B DIVISION","A","1","Infrastructure & Equipment","89"
"2025-11-01","B DIVISION","A","1","Operating Conditions","24"
"2025-11-01","B DIVISION","A","1","Planned ROW Work","35"
"2025-11-01","B DIVISION","A","1","Police & Medical","67"
"2025-11-01","B DIVISION","A","2",,"0"
"2025-11-01","B DIVISION","A","2","Crew Availability","12"
"2025-11-01","B DIVISION","A","2","External Factors","32"
"2025-11-01","B DIVISION","A","2","Infrastructure & Equipment","42"
"2025-11-01","B DIVISION","A","2","Operating Conditions","2"
"2025-11-01","B DIVISION","A","2","Planned ROW Work","28"
"2025-11-01","B DIVISION","A","2","Police & Medical","41"
"2025-11-01","B DIVISION","B","1",,"0"
"2025-11-01","B DIVISION","B","1","Crew Availability","9"
"2025-11-01","B DIVISION","B","1","External Factors","0"
"2025-11-01","B DIVISION","B","1","Infrastructure & Equipment","44"
"2025-11-01","B DIVISION","B","1","Operating Conditions","26"
"2025-11-01","B DIVISION","B","1","Planned ROW Work","27"
"2025-11-01","B DIVISION","B","1","Police & Medical","50"
"2025-11-01","B DIVISION","C","1",,"0"
"2025-11-01","B DIVISION","C","1","Crew Availability","9"
"2025-11-01","B DIVISION","C","1","External Factors","0"
"2025-11-01","B DIVISION","C","1","Infrastructure & Equipment","19"
"2025-11-01","B DIVISION","C","1","Operating Conditions","10"
"2025-11-01","B DIVISION","C","1","Planned ROW Work","4"
"2025-11-01","B DIVISION","C","1","Police & Medical","38"
"2025-11-01","B DIVISION","C","2",,"0"
"2025-11-01","B DIVISION","C","2","Crew Availability","6"
"2025-11-01","B DIVISION","C","2","External Factors","1"
"2025-11-01","B DIVISION","C","2","Infrastructure & Equipment","12"
"2025-11-01","B DIVISION","C","2","Operating Conditions","16"
"2025-11-01","B DIVISION","C","2","Planned ROW Work","17"
"2025-11-01","B DIVISION","C","2","Police & Medical","23"
"2025-11-01","B DIVISION","D","1",,"0"
"2025-11-01","B DIVISION","D","1","Crew Availability","23"
"2025-11-01","B DIVISION","D","1","External Factors","1"
"2025-11-01","B DIVISION","D","1","Infrastructure & Equipment","52"
"2025-11-01","B DIVISION","D","1","Operating Conditions","19"
"2025-11-01","B DIVISION","D","1","Planned ROW Work","39"
"2025-11-01","B DIVISION","D","1","Police & Medical","67"
"2025-11-01","B DIVISION","D","2",,"0"
"2025-11-01","B DIVISION","D","2","Crew Availability","9"
"2025-11-01","B DIVISION","D","2","External Factors","0"
"2025-11-01","B DIVISION","D","2","Infrastructure & Equipment","15"
"2025-11-01","B DIVISION","D","2","Operating Conditions","4"
"2025-11-01","B DIVISION","D","2","Planned ROW Work","25"
"2025-11-01","B DIVISION","D","2","Police & Medical","22"
"2025-11-01","B DIVISION","E","1",,"0"
"2025-11-01","B DIVISION","E","1","Crew Availability","9"
"2025-11-01","B DIVISION","E","1","External Factors","0"
"2025-11-01","B DIVISION","E","1","Infrastructure & Equipment","59"
"2025-11-01","B DIVISION","E","1","Operating Conditions","26"
"2025-11-01","B DIVISION","E","1","Planned ROW Work","53"
"2025-11-01","B DIVISION","E","1","Police & Medical","62"
"2025-11-01","B DIVISION","E","2",,"0"
"2025-11-01","B DIVISION","E","2","Crew Availability","2"
"2025-11-01","B DIVISION","E","2","External Factors","0"
"2025-11-01","B DIVISION","E","2","Infrastructure & Equipment","12"
"2025-11-01","B DIVISION","E","2","Operating Conditions","2"
"2025-11-01","B DIVISION","E","2","Planned ROW Work","17"
"2025-11-01","B DIVISION","E","2","Police & Medical","14"
"2025-11-01","B DIVISION","F","1",,"0"
"2025-11-01","B DIVISION","F","1","Crew Availability","16"
"2025-11-01","B DIVISION","F","1","External Factors","0"
"2025-11-01","B DIVISION","F","1","Infrastructure & Equipment","77"
"2025-11-01","B DIVISION","F","1","Operating Conditions","34"
"2025-11-01","B DIVISION","F","1","Planned ROW Work","58"
"2025-11-01","B DIVISION","F","1","Police & Medical","91"
"2025-11-01","B DIVISION","F","2",,"0"
"2025-11-01","B DIVISION","F","2","Crew Availability","7"
"2025-11-01","B DIVISION","F","2","External Factors","0"
"2025-11-01","B DIVISION","F","2","Infrastructure & Equipment","17"
"2025-11-01","B DIVISION","F","2","Operating Conditions","8"
"2025-11-01","B DIVISION","F","2","Planned ROW Work","36"
"2025-11-01","B DIVISION","F","2","Police & Medical","41"
"2025-11-01","B DIVISION","G","1",,"0"
"2025-11-01","B DIVISION","G","1","Crew Availability","5"
"2025-11-01","B DIVISION","G","1","External Factors","0"
"2025-11-01","B DIVISION","G","1","Infrastructure & Equipment","26"
"2025-11-01","B DIVISION","G","1","Operating Conditions","14"
"2025-11-01","B DIVISION","G","1","Planned ROW Work","41"
"2025-11-01","B DIVISION","G","1","Police & Medical","27"
"2025-11-01","B DIVISION","G","2",,"0"
"2025-11-01","B DIVISION","G","2","Crew Availability","5"
"2025-11-01","B DIVISION","G","2","External Factors","0"
"2025-11-01","B DIVISION","G","2","Infrastructure & Equipment","8"
"2025-11-01","B DIVISION","G","2","Operating Conditions","8"
"2025-11-01","B DIVISION","G","2","Planned ROW Work","17"
"2025-11-01","B DIVISION","G","2","Police & Medical","8"
"2025-11-01","B DIVISION","JZ","1",,"0"
"2025-11-01","B DIVISION","JZ","1","Crew Availability","4"
"2025-11-01","B DIVISION","JZ","1","External Factors","0"
"2025-11-01","B DIVISION","JZ","1","Infrastructure & Equipment","26"
"2025-11-01","B DIVISION","JZ","1","Operating Conditions","25"
"2025-11-01","B DIVISION","JZ","1","Planned ROW Work","23"
"2025-11-01","B DIVISION","JZ","1","Police & Medical","44"
"2025-11-01","B DIVISION","JZ","2",,"0"
"2025-11-01","B DIVISION","JZ","2","Crew Availability","10"
"2025-11-01","B DIVISION","JZ","2","External Factors","0"
"2025-11-01","B DIVISION","JZ","2","Infrastructure & Equipment","17"
"2025-11-01","B DIVISION","JZ","2","Operating Conditions","15"
"2025-11-01","B DIVISION","JZ","2","Planned ROW Work","14"
"2025-11-01","B DIVISION","JZ","2","Police & Medical","37"
"2025-11-01","B DIVISION","L","1",,"0"
"2025-11-01","B DIVISION","L","1","Crew Availability","19"
"2025-11-01","B DIVISION","L","1","External Factors","0"
"2025-11-01","B DIVISION","L","1","Infrastructure & Equipment","45"
"2025-11-01","B DIVISION","L","1","Operating Conditions","4"
"2025-11-01","B DIVISION","L","1","Planned ROW Work","31"
"2025-11-01","B DIVISION","L","1","Police & Medical","27"
"2025-11-01","B DIVISION","L","2",,"0"
"2025-11-01","B DIVISION","L","2","Crew Availability","4"
"2025-11-01","B DIVISION","L","2","External Factors","1"
"2025-11-01","B DIVISION","L","2","Infrastructure & Equipment","10"
"2025-11-01","B DIVISION","L","2","Operating Conditions","5"
"2025-11-01","B DIVISION","L","2","Planned ROW Work","7"
"2025-11-01","B DIVISION","L","2","Police & Medical","15"
"2025-11-01","B DIVISION","M","1",,"0"
"2025-11-01","B DIVISION","M","1","Crew Availability","13"
"2025-11-01","B DIVISION","M","1","External Factors","1"
"2025-11-01","B DIVISION","M","1","Infrastructure & Equipment","41"
"2025-11-01","B DIVISION","M","1","Operating Conditions","22"
"2025-11-01","B DIVISION","M","1","Planned ROW Work","2"
"2025-11-01","B DIVISION","M","1","Police & Medical","32"
"2025-11-01","B DIVISION","M","2",,"0"
"2025-11-01","B DIVISION","M","2","Crew Availability","3"
"2025-11-01","B DIVISION","M","2","External Factors","0"
"2025-11-01","B DIVISION","M","2","Infrastructure & Equipment","3"
"2025-11-01","B DIVISION","M","2","Operating Conditions","0"
"2025-11-01","B DIVISION","M","2","Planned ROW Work","1"
"2025-11-01","B DIVISION","M","2","Police & Medical","8"
"2025-11-01","B DIVISION","N","1",,"0"
"2025-11-01","B DIVISION","N","1","Crew Availability","14"
"2025-11-01","B DIVISION","N","1","External Factors","0"
"2025-11-01","B DIVISION","N","1","Infrastructure & Equipment","80"
"2025-11-01","B DIVISION","N","1","Operating Conditions","61"
"2025-11-01","B DIVISION","N","1","Planned ROW Work","50"
"2025-11-01","B DIVISION","N","1","Police & Medical","96"
"2025-11-01","B DIVISION","N","2",,"0"
"2025-11-01","B DIVISION","N","2","Crew Availability","9"
"2025-11-01","B DIVISION","N","2","External Factors","0"
"2025-11-01","B DIVISION","N","2","Infrastructure & Equipment","33"
"2025-11-01","B DIVISION","N","2","Operating Conditions","38"
"2025-11-01","B DIVISION","N","2","Planned ROW Work","36"
"2025-11-01","B DIVISION","N","2","Police & Medical","31"
"2025-11-01","B DIVISION","Q","1",,"0"
"2025-11-01","B DIVISION","Q","1","Crew Availability","12"
"2025-11-01","B DIVISION","Q","1","External Factors","1"
"2025-11-01","B DIVISION","Q","1","Infrastructure & Equipment","51"
"2025-11-01","B DIVISION","Q","1","Operating Conditions","38"
"2025-11-01","B DIVISION","Q","1","Planned ROW Work","51"
"2025-11-01","B DIVISION","Q","1","Police & Medical","63"
"2025-11-01","B DIVISION","Q","2",,"0"
"2025-11-01","B DIVISION","Q","2","Crew Availability","8"
"2025-11-01","B DIVISION","Q","2","External Factors","0"
"2025-11-01","B DIVISION","Q","2","Infrastructure & Equipment","14"
"2025-11-01","B DIVISION","Q","2","Operating Conditions","17"
"2025-11-01","B DIVISION","Q","2","Planned ROW Work","19"
"2025-11-01","B DIVISION","Q","2","Police & Medical","33"
"2025-11-01","B DIVISION","R","1",,"0"
"2025-11-01","B DIVISION","R","1","Crew Availability","13"
"2025-11-01","B DIVISION","R","1","External Factors","1"
"2025-11-01","B DIVISION","R","1","Infrastructure & Equipment","40"
"2025-11-01","B DIVISION","R","1","Operating Conditions","23"
"2025-11-01","B DIVISION","R","1","Planned ROW Work","12"
"2025-11-01","B DIVISION","R","1","Police & Medical","52"
"2025-11-01","B DIVISION","R","2",,"0"
"2025-11-01","B DIVISION","R","2","Crew Availability","4"
"2025-11-01","B DIVISION","R","2","External Factors","0"
"2025-11-01","B DIVISION","R","2","Infrastructure & Equipment","11"
"2025-11-01","B DIVISION","R","2","Operating Conditions","7"
"2025-11-01","B DIVISION","R","2","Planned ROW Work","5"
"2025-11-01","B DIVISION","R","2","Police & Medical","15"
"2025-11-01","B DIVISION","S Fkln","1",,"0"
"2025-11-01","B DIVISION","S Fkln","1","Crew Availability","0"
"2025-11-01","B DIVISION","S Fkln","1","External Factors","0"
"2025-11-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","1"
"2025-11-01","B DIVISION","S Fkln","1","Operating Conditions","0"
"2025-11-01","B DIVISION","S Fkln","1","Planned ROW Work","2"
"2025-11-01","B DIVISION","S Fkln","1","Police & Medical","0"
"2025-11-01","B DIVISION","S Fkln","2",,"0"
"2025-11-01","B DIVISION","S Fkln","2","Crew Availability","0"
"2025-11-01","B DIVISION","S Fkln","2","External Factors","0"
"2025-11-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","1"
"2025-11-01","B DIVISION","S Fkln","2","Operating Conditions","0"
"2025-11-01","B DIVISION","S Fkln","2","Planned ROW Work","1"
"2025-11-01","B DIVISION","S Fkln","2","Police & Medical","0"
"2025-11-01","B DIVISION","S Rock","1",,"0"
"2025-11-01","B DIVISION","S Rock","1","Crew Availability","1"
"2025-11-01","B DIVISION","S Rock","1","External Factors","21"
"2025-11-01","B DIVISION","S Rock","1","Infrastructure & Equipment","5"
"2025-11-01","B DIVISION","S Rock","1","Operating Conditions","1"
"2025-11-01","B DIVISION","S Rock","1","Planned ROW Work","9"
"2025-11-01","B DIVISION","S Rock","1","Police & Medical","4"
"2025-11-01","B DIVISION","S Rock","2",,"0"
"2025-11-01","B DIVISION","S Rock","2","Crew Availability","0"
"2025-11-01","B DIVISION","S Rock","2","External Factors","9"
"2025-11-01","B DIVISION","S Rock","2","Infrastructure & Equipment","5"
"2025-11-01","B DIVISION","S Rock","2","Operating Conditions","1"
"2025-11-01","B DIVISION","S Rock","2","Planned ROW Work","0"
"2025-11-01","B DIVISION","S Rock","2","Police & Medical","2"
"2025-12-01","A DIVISION","1","1",,"0"
"2025-12-01","A DIVISION","1","1","Crew Availability","20"
"2025-12-01","A DIVISION","1","1","External Factors","12"
"2025-12-01","A DIVISION","1","1","Infrastructure & Equipment","59"
"2025-12-01","A DIVISION","1","1","Operating Conditions","47"
"2025-12-01","A DIVISION","1","1","Planned ROW Work","29"
"2025-12-01","A DIVISION","1","1","Police & Medical","120"
"2025-12-01","A DIVISION","1","2",,"0"
"2025-12-01","A DIVISION","1","2","Crew Availability","12"
"2025-12-01","A DIVISION","1","2","External Factors","1"
"2025-12-01","A DIVISION","1","2","Infrastructure & Equipment","16"
"2025-12-01","A DIVISION","1","2","Operating Conditions","14"
"2025-12-01","A DIVISION","1","2","Planned ROW Work","12"
"2025-12-01","A DIVISION","1","2","Police & Medical","31"
"2025-12-01","A DIVISION","2","1",,"0"
"2025-12-01","A DIVISION","2","1","Crew Availability","48"
"2025-12-01","A DIVISION","2","1","External Factors","1"
"2025-12-01","A DIVISION","2","1","Infrastructure & Equipment","72"
"2025-12-01","A DIVISION","2","1","Operating Conditions","85"
"2025-12-01","A DIVISION","2","1","Planned ROW Work","51"
"2025-12-01","A DIVISION","2","1","Police & Medical","114"
"2025-12-01","A DIVISION","2","2",,"0"
"2025-12-01","A DIVISION","2","2","Crew Availability","11"
"2025-12-01","A DIVISION","2","2","External Factors","1"
"2025-12-01","A DIVISION","2","2","Infrastructure & Equipment","28"
"2025-12-01","A DIVISION","2","2","Operating Conditions","43"
"2025-12-01","A DIVISION","2","2","Planned ROW Work","24"
"2025-12-01","A DIVISION","2","2","Police & Medical","45"
"2025-12-01","A DIVISION","3","1",,"0"
"2025-12-01","A DIVISION","3","1","Crew Availability","28"
"2025-12-01","A DIVISION","3","1","External Factors","0"
"2025-12-01","A DIVISION","3","1","Infrastructure & Equipment","36"
"2025-12-01","A DIVISION","3","1","Operating Conditions","51"
"2025-12-01","A DIVISION","3","1","Planned ROW Work","14"
"2025-12-01","A DIVISION","3","1","Police & Medical","58"
"2025-12-01","A DIVISION","3","2",,"0"
"2025-12-01","A DIVISION","3","2","Crew Availability","6"
"2025-12-01","A DIVISION","3","2","External Factors","0"
"2025-12-01","A DIVISION","3","2","Infrastructure & Equipment","8"
"2025-12-01","A DIVISION","3","2","Operating Conditions","22"
"2025-12-01","A DIVISION","3","2","Planned ROW Work","5"
"2025-12-01","A DIVISION","3","2","Police & Medical","34"
"2025-12-01","A DIVISION","4","1",,"0"
"2025-12-01","A DIVISION","4","1","Crew Availability","27"
"2025-12-01","A DIVISION","4","1","External Factors","1"
"2025-12-01","A DIVISION","4","1","Infrastructure & Equipment","58"
"2025-12-01","A DIVISION","4","1","Operating Conditions","39"
"2025-12-01","A DIVISION","4","1","Planned ROW Work","44"
"2025-12-01","A DIVISION","4","1","Police & Medical","99"
"2025-12-01","A DIVISION","4","2",,"0"
"2025-12-01","A DIVISION","4","2","Crew Availability","8"
"2025-12-01","A DIVISION","4","2","External Factors","2"
"2025-12-01","A DIVISION","4","2","Infrastructure & Equipment","20"
"2025-12-01","A DIVISION","4","2","Operating Conditions","27"
"2025-12-01","A DIVISION","4","2","Planned ROW Work","21"
"2025-12-01","A DIVISION","4","2","Police & Medical","26"
"2025-12-01","A DIVISION","5","1",,"0"
"2025-12-01","A DIVISION","5","1","Crew Availability","26"
"2025-12-01","A DIVISION","5","1","External Factors","4"
"2025-12-01","A DIVISION","5","1","Infrastructure & Equipment","55"
"2025-12-01","A DIVISION","5","1","Operating Conditions","27"
"2025-12-01","A DIVISION","5","1","Planned ROW Work","11"
"2025-12-01","A DIVISION","5","1","Police & Medical","87"
"2025-12-01","A DIVISION","5","2",,"0"
"2025-12-01","A DIVISION","5","2","Crew Availability","6"
"2025-12-01","A DIVISION","5","2","External Factors","1"
"2025-12-01","A DIVISION","5","2","Infrastructure & Equipment","9"
"2025-12-01","A DIVISION","5","2","Operating Conditions","15"
"2025-12-01","A DIVISION","5","2","Planned ROW Work","6"
"2025-12-01","A DIVISION","5","2","Police & Medical","22"
"2025-12-01","A DIVISION","6","1",,"0"
"2025-12-01","A DIVISION","6","1","Crew Availability","27"
"2025-12-01","A DIVISION","6","1","External Factors","1"
"2025-12-01","A DIVISION","6","1","Infrastructure & Equipment","83"
"2025-12-01","A DIVISION","6","1","Operating Conditions","78"
"2025-12-01","A DIVISION","6","1","Planned ROW Work","33"
"2025-12-01","A DIVISION","6","1","Police & Medical","137"
"2025-12-01","A DIVISION","6","2",,"0"
"2025-12-01","A DIVISION","6","2","Crew Availability","6"
"2025-12-01","A DIVISION","6","2","External Factors","2"
"2025-12-01","A DIVISION","6","2","Infrastructure & Equipment","19"
"2025-12-01","A DIVISION","6","2","Operating Conditions","28"
"2025-12-01","A DIVISION","6","2","Planned ROW Work","14"
"2025-12-01","A DIVISION","6","2","Police & Medical","42"
"2025-12-01","A DIVISION","7","1",,"0"
"2025-12-01","A DIVISION","7","1","Crew Availability","65"
"2025-12-01","A DIVISION","7","1","External Factors","3"
"2025-12-01","A DIVISION","7","1","Infrastructure & Equipment","62"
"2025-12-01","A DIVISION","7","1","Operating Conditions","20"
"2025-12-01","A DIVISION","7","1","Planned ROW Work","20"
