"Month","Division","Line","Day Type","Reporting Category","Incidents"
"2020-09-01","B DIVISION","F","2","Police & Medical","11"
"2020-09-01","B DIVISION","G","1",,"0"
"2020-09-01","B DIVISION","G","1","Crew Availability","23"
"2020-09-01","B DIVISION","G","1","External Factors","0"
"2020-09-01","B DIVISION","G","1","Infrastructure & Equipment","32"
"2020-09-01","B DIVISION","G","1","Operating Conditions","50"
"2020-09-01","B DIVISION","G","1","Planned ROW Work","38"
"2020-09-01","B DIVISION","G","1","Police & Medical","12"
"2020-09-01","B DIVISION","G","2",,"0"
"2020-09-01","B DIVISION","G","2","Crew Availability","0"
"2020-09-01","B DIVISION","G","2","External Factors","0"
"2020-09-01","B DIVISION","G","2","Infrastructure & Equipment","10"
"2020-09-01","B DIVISION","G","2","Operating Conditions","23"
"2020-09-01","B DIVISION","G","2","Planned ROW Work","9"
"2020-09-01","B DIVISION","G","2","Police & Medical","3"
"2020-09-01","B DIVISION","JZ","1",,"0"
"2020-09-01","B DIVISION","JZ","1","Crew Availability","28"
"2020-09-01","B DIVISION","JZ","1","External Factors","1"
"2020-09-01","B DIVISION","JZ","1","Infrastructure & Equipment","26"
"2020-09-01","B DIVISION","JZ","1","Operating Conditions","29"
"2020-09-01","B DIVISION","JZ","1","Planned ROW Work","20"
"2020-09-01","B DIVISION","JZ","1","Police & Medical","26"
"2020-09-01","B DIVISION","JZ","2",,"0"
"2020-09-01","B DIVISION","JZ","2","Crew Availability","10"
"2020-09-01","B DIVISION","JZ","2","External Factors","0"
"2020-09-01","B DIVISION","JZ","2","Infrastructure & Equipment","6"
"2020-09-01","B DIVISION","JZ","2","Operating Conditions","13"
"2020-09-01","B DIVISION","JZ","2","Planned ROW Work","5"
"2020-09-01","B DIVISION","JZ","2","Police & Medical","7"
"2020-09-01","B DIVISION","L","1",,"0"
"2020-09-01","B DIVISION","L","1","Crew Availability","34"
"2020-09-01","B DIVISION","L","1","External Factors","1"
"2020-09-01","B DIVISION","L","1","Infrastructure & Equipment","35"
"2020-09-01","B DIVISION","L","1","Operating Conditions","2"
"2020-09-01","B DIVISION","L","1","Planned ROW Work","23"
"2020-09-01","B DIVISION","L","1","Police & Medical","13"
"2020-09-01","B DIVISION","L","2",,"0"
"2020-09-01","B DIVISION","L","2","Crew Availability","1"
"2020-09-01","B DIVISION","L","2","External Factors","0"
"2020-09-01","B DIVISION","L","2","Infrastructure & Equipment","10"
"2020-09-01","B DIVISION","L","2","Operating Conditions","1"
"2020-09-01","B DIVISION","L","2","Planned ROW Work","3"
"2020-09-01","B DIVISION","L","2","Police & Medical","7"
"2020-09-01","B DIVISION","M","1",,"0"
"2020-09-01","B DIVISION","M","1","Crew Availability","37"
"2020-09-01","B DIVISION","M","1","External Factors","1"
"2020-09-01","B DIVISION","M","1","Infrastructure & Equipment","24"
"2020-09-01","B DIVISION","M","1","Operating Conditions","29"
"2020-09-01","B DIVISION","M","1","Planned ROW Work","9"
"2020-09-01","B DIVISION","M","1","Police & Medical","16"
"2020-09-01","B DIVISION","M","2",,"0"
"2020-09-01","B DIVISION","M","2","Crew Availability","1"
"2020-09-01","B DIVISION","M","2","External Factors","0"
"2020-09-01","B DIVISION","M","2","Infrastructure & Equipment","2"
"2020-09-01","B DIVISION","M","2","Operating Conditions","0"
"2020-09-01","B DIVISION","M","2","Planned ROW Work","1"
"2020-09-01","B DIVISION","M","2","Police & Medical","1"
"2020-09-01","B DIVISION","N","1",,"0"
"2020-09-01","B DIVISION","N","1","Crew Availability","87"
"2020-09-01","B DIVISION","N","1","External Factors","0"
"2020-09-01","B DIVISION","N","1","Infrastructure & Equipment","66"
"2020-09-01","B DIVISION","N","1","Operating Conditions","99"
"2020-09-01","B DIVISION","N","1","Planned ROW Work","67"
"2020-09-01","B DIVISION","N","1","Police & Medical","41"
"2020-09-01","B DIVISION","N","2",,"0"
"2020-09-01","B DIVISION","N","2","Crew Availability","10"
"2020-09-01","B DIVISION","N","2","External Factors","3"
"2020-09-01","B DIVISION","N","2","Infrastructure & Equipment","22"
"2020-09-01","B DIVISION","N","2","Operating Conditions","32"
"2020-09-01","B DIVISION","N","2","Planned ROW Work","18"
"2020-09-01","B DIVISION","N","2","Police & Medical","11"
"2020-09-01","B DIVISION","Q","1",,"0"
"2020-09-01","B DIVISION","Q","1","Crew Availability","35"
"2020-09-01","B DIVISION","Q","1","External Factors","0"
"2020-09-01","B DIVISION","Q","1","Infrastructure & Equipment","28"
"2020-09-01","B DIVISION","Q","1","Operating Conditions","58"
"2020-09-01","B DIVISION","Q","1","Planned ROW Work","25"
"2020-09-01","B DIVISION","Q","1","Police & Medical","32"
"2020-09-01","B DIVISION","Q","2",,"0"
"2020-09-01","B DIVISION","Q","2","Crew Availability","13"
"2020-09-01","B DIVISION","Q","2","External Factors","2"
"2020-09-01","B DIVISION","Q","2","Infrastructure & Equipment","11"
"2020-09-01","B DIVISION","Q","2","Operating Conditions","24"
"2020-09-01","B DIVISION","Q","2","Planned ROW Work","12"
"2020-09-01","B DIVISION","Q","2","Police & Medical","17"
"2020-09-01","B DIVISION","R","1",,"0"
"2020-09-01","B DIVISION","R","1","Crew Availability","58"
"2020-09-01","B DIVISION","R","1","External Factors","0"
"2020-09-01","B DIVISION","R","1","Infrastructure & Equipment","25"
"2020-09-01","B DIVISION","R","1","Operating Conditions","44"
"2020-09-01","B DIVISION","R","1","Planned ROW Work","18"
"2020-09-01","B DIVISION","R","1","Police & Medical","17"
"2020-09-01","B DIVISION","R","2",,"0"
"2020-09-01","B DIVISION","R","2","Crew Availability","10"
"2020-09-01","B DIVISION","R","2","External Factors","0"
"2020-09-01","B DIVISION","R","2","Infrastructure & Equipment","10"
"2020-09-01","B DIVISION","R","2","Operating Conditions","11"
"2020-09-01","B DIVISION","R","2","Planned ROW Work","10"
"2020-09-01","B DIVISION","R","2","Police & Medical","10"
"2020-09-01","B DIVISION","S Fkln","1",,"0"
"2020-09-01","B DIVISION","S Fkln","1","Crew Availability","0"
"2020-09-01","B DIVISION","S Fkln","1","External Factors","0"
"2020-09-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","1"
"2020-09-01","B DIVISION","S Fkln","1","Operating Conditions","0"
"2020-09-01","B DIVISION","S Fkln","1","Planned ROW Work","0"
"2020-09-01","B DIVISION","S Fkln","1","Police & Medical","0"
"2020-09-01","B DIVISION","S Fkln","2",,"0"
"2020-09-01","B DIVISION","S Fkln","2","Crew Availability","0"
"2020-09-01","B DIVISION","S Fkln","2","External Factors","0"
"2020-09-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","3"
"2020-09-01","B DIVISION","S Fkln","2","Operating Conditions","0"
"2020-09-01","B DIVISION","S Fkln","2","Planned ROW Work","0"
"2020-09-01","B DIVISION","S Fkln","2","Police & Medical","0"
"2020-09-01","B DIVISION","S Rock","1",,"0"
"2020-09-01","B DIVISION","S Rock","1","Crew Availability","0"
"2020-09-01","B DIVISION","S Rock","1","External Factors","12"
"2020-09-01","B DIVISION","S Rock","1","Infrastructure & Equipment","2"
"2020-09-01","B DIVISION","S Rock","1","Operating Conditions","3"
"2020-09-01","B DIVISION","S Rock","1","Planned ROW Work","1"
"2020-09-01","B DIVISION","S Rock","1","Police & Medical","0"
"2020-09-01","B DIVISION","S Rock","2",,"0"
"2020-09-01","B DIVISION","S Rock","2","Crew Availability","0"
"2020-09-01","B DIVISION","S Rock","2","External Factors","8"
"2020-09-01","B DIVISION","S Rock","2","Infrastructure & Equipment","0"
"2020-09-01","B DIVISION","S Rock","2","Operating Conditions","1"
"2020-09-01","B DIVISION","S Rock","2","Planned ROW Work","0"
"2020-09-01","B DIVISION","S Rock","2","Police & Medical","1"
"2020-10-01","A DIVISION","1","1",,"0"
"2020-10-01","A DIVISION","1","1","Crew Availability","55"
"2020-10-01","A DIVISION","1","1","External Factors","2"
"2020-10-01","A DIVISION","1","1","Infrastructure & Equipment","42"
"2020-10-01","A DIVISION","1","1","Operating Conditions","18"
"2020-10-01","A DIVISION","1","1","Planned ROW Work","24"
"2020-10-01","A DIVISION","1","1","Police & Medical","50"
"2020-10-01","A DIVISION","1","2",,"0"
"2020-10-01","A DIVISION","1","2","Crew Availability","17"
"2020-10-01","A DIVISION","1","2","External Factors","1"
"2020-10-01","A DIVISION","1","2","Infrastructure & Equipment","13"
"2020-10-01","A DIVISION","1","2","Operating Conditions","1"
"2020-10-01","A DIVISION","1","2","Planned ROW Work","3"
"2020-10-01","A DIVISION","1","2","Police & Medical","12"
"2020-10-01","A DIVISION","2","1",,"0"
"2020-10-01","A DIVISION","2","1","Crew Availability","75"
"2020-10-01","A DIVISION","2","1","External Factors","5"
"2020-10-01","A DIVISION","2","1","Infrastructure & Equipment","41"
"2020-10-01","A DIVISION","2","1","Operating Conditions","69"
"2020-10-01","A DIVISION","2","1","Planned ROW Work","43"
"2020-10-01","A DIVISION","2","1","Police & Medical","38"
"2020-10-01","A DIVISION","2","2",,"0"
"2020-10-01","A DIVISION","2","2","Crew Availability","13"
"2020-10-01","A DIVISION","2","2","External Factors","0"
"2020-10-01","A DIVISION","2","2","Infrastructure & Equipment","5"
"2020-10-01","A DIVISION","2","2","Operating Conditions","36"
"2020-10-01","A DIVISION","2","2","Planned ROW Work","12"
"2020-10-01","A DIVISION","2","2","Police & Medical","21"
"2020-10-01","A DIVISION","3","1",,"0"
"2020-10-01","A DIVISION","3","1","Crew Availability","46"
"2020-10-01","A DIVISION","3","1","External Factors","0"
"2020-10-01","A DIVISION","3","1","Infrastructure & Equipment","13"
"2020-10-01","A DIVISION","3","1","Operating Conditions","16"
"2020-10-01","A DIVISION","3","1","Planned ROW Work","23"
"2020-10-01","A DIVISION","3","1","Police & Medical","32"
"2020-10-01","A DIVISION","3","2",,"0"
"2020-10-01","A DIVISION","3","2","Crew Availability","18"
"2020-10-01","A DIVISION","3","2","External Factors","0"
"2020-10-01","A DIVISION","3","2","Infrastructure & Equipment","11"
"2020-10-01","A DIVISION","3","2","Operating Conditions","24"
"2020-10-01","A DIVISION","3","2","Planned ROW Work","22"
"2020-10-01","A DIVISION","3","2","Police & Medical","16"
"2020-10-01","A DIVISION","4","1",,"0"
"2020-10-01","A DIVISION","4","1","Crew Availability","80"
"2020-10-01","A DIVISION","4","1","External Factors","0"
"2020-10-01","A DIVISION","4","1","Infrastructure & Equipment","34"
"2020-10-01","A DIVISION","4","1","Operating Conditions","23"
"2020-10-01","A DIVISION","4","1","Planned ROW Work","33"
"2020-10-01","A DIVISION","4","1","Police & Medical","42"
"2020-10-01","A DIVISION","4","2",,"0"
"2020-10-01","A DIVISION","4","2","Crew Availability","32"
"2020-10-01","A DIVISION","4","2","External Factors","0"
"2020-10-01","A DIVISION","4","2","Infrastructure & Equipment","14"
"2020-10-01","A DIVISION","4","2","Operating Conditions","24"
"2020-10-01","A DIVISION","4","2","Planned ROW Work","32"
"2020-10-01","A DIVISION","4","2","Police & Medical","17"
"2020-10-01","A DIVISION","5","1",,"0"
"2020-10-01","A DIVISION","5","1","Crew Availability","54"
"2020-10-01","A DIVISION","5","1","External Factors","3"
"2020-10-01","A DIVISION","5","1","Infrastructure & Equipment","24"
"2020-10-01","A DIVISION","5","1","Operating Conditions","10"
"2020-10-01","A DIVISION","5","1","Planned ROW Work","21"
"2020-10-01","A DIVISION","5","1","Police & Medical","36"
"2020-10-01","A DIVISION","5","2",,"0"
"2020-10-01","A DIVISION","5","2","Crew Availability","1"
"2020-10-01","A DIVISION","5","2","External Factors","0"
"2020-10-01","A DIVISION","5","2","Infrastructure & Equipment","2"
"2020-10-01","A DIVISION","5","2","Operating Conditions","5"
"2020-10-01","A DIVISION","5","2","Planned ROW Work","0"
"2020-10-01","A DIVISION","5","2","Police & Medical","3"
"2020-10-01","A DIVISION","6","1",,"0"
"2020-10-01","A DIVISION","6","1","Crew Availability","75"
"2020-10-01","A DIVISION","6","1","External Factors","2"
"2020-10-01","A DIVISION","6","1","Infrastructure & Equipment","33"
"2020-10-01","A DIVISION","6","1","Operating Conditions","41"
"2020-10-01","A DIVISION","6","1","Planned ROW Work","33"
"2020-10-01","A DIVISION","6","1","Police & Medical","44"
"2020-10-01","A DIVISION","6","2",,"0"
"2020-10-01","A DIVISION","6","2","Crew Availability","36"
"2020-10-01","A DIVISION","6","2","External Factors","1"
"2020-10-01","A DIVISION","6","2","Infrastructure & Equipment","8"
"2020-10-01","A DIVISION","6","2","Operating Conditions","16"
"2020-10-01","A DIVISION","6","2","Planned ROW Work","10"
"2020-10-01","A DIVISION","6","2","Police & Medical","23"
"2020-10-01","A DIVISION","7","1",,"0"
"2020-10-01","A DIVISION","7","1","Crew Availability","60"
"2020-10-01","A DIVISION","7","1","External Factors","1"
"2020-10-01","A DIVISION","7","1","Infrastructure & Equipment","33"
"2020-10-01","A DIVISION","7","1","Operating Conditions","15"
"2020-10-01","A DIVISION","7","1","Planned ROW Work","7"
"2020-10-01","A DIVISION","7","1","Police & Medical","18"
"2020-10-01","A DIVISION","7","2",,"0"
"2020-10-01","A DIVISION","7","2","Crew Availability","11"
"2020-10-01","A DIVISION","7","2","External Factors","0"
"2020-10-01","A DIVISION","7","2","Infrastructure & Equipment","8"
"2020-10-01","A DIVISION","7","2","Operating Conditions","5"
"2020-10-01","A DIVISION","7","2","Planned ROW Work","12"
"2020-10-01","A DIVISION","7","2","Police & Medical","5"
"2020-10-01","A DIVISION","S 42nd","1",,"0"
"2020-10-01","A DIVISION","S 42nd","1","Crew Availability","0"
"2020-10-01","A DIVISION","S 42nd","1","External Factors","0"
"2020-10-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","0"
"2020-10-01","A DIVISION","S 42nd","1","Operating Conditions","0"
"2020-10-01","A DIVISION","S 42nd","1","Planned ROW Work","12"
"2020-10-01","A DIVISION","S 42nd","1","Police & Medical","1"
"2020-10-01","A DIVISION","S 42nd","2",,"0"
"2020-10-01","A DIVISION","S 42nd","2","Crew Availability","0"
"2020-10-01","A DIVISION","S 42nd","2","External Factors","0"
"2020-10-01","A DIVISION","S 42nd","2","Infrastructure & Equipment","1"
"2020-10-01","A DIVISION","S 42nd","2","Operating Conditions","0"
"2020-10-01","A DIVISION","S 42nd","2","Planned ROW Work","0"
"2020-10-01","A DIVISION","S 42nd","2","Police & Medical","0"
"2020-10-01","B DIVISION","A","1",,"0"
"2020-10-01","B DIVISION","A","1","Crew Availability","125"
"2020-10-01","B DIVISION","A","1","External Factors","44"
"2020-10-01","B DIVISION","A","1","Infrastructure & Equipment","57"
"2020-10-01","B DIVISION","A","1","Operating Conditions","103"
"2020-10-01","B DIVISION","A","1","Planned ROW Work","42"
"2020-10-01","B DIVISION","A","1","Police & Medical","45"
"2020-10-01","B DIVISION","A","2",,"0"
"2020-10-01","B DIVISION","A","2","Crew Availability","19"
"2020-10-01","B DIVISION","A","2","External Factors","13"
"2020-10-01","B DIVISION","A","2","Infrastructure & Equipment","11"
"2020-10-01","B DIVISION","A","2","Operating Conditions","19"
"2020-10-01","B DIVISION","A","2","Planned ROW Work","19"
"2020-10-01","B DIVISION","A","2","Police & Medical","16"
"2020-10-01","B DIVISION","B","1",,"0"
"2020-10-01","B DIVISION","B","1","Crew Availability","56"
"2020-10-01","B DIVISION","B","1","External Factors","0"
"2020-10-01","B DIVISION","B","1","Infrastructure & Equipment","29"
"2020-10-01","B DIVISION","B","1","Operating Conditions","38"
"2020-10-01","B DIVISION","B","1","Planned ROW Work","4"
"2020-10-01","B DIVISION","B","1","Police & Medical","13"
"2020-10-01","B DIVISION","C","1",,"0"
"2020-10-01","B DIVISION","C","1","Crew Availability","23"
"2020-10-01","B DIVISION","C","1","External Factors","1"
"2020-10-01","B DIVISION","C","1","Infrastructure & Equipment","19"
"2020-10-01","B DIVISION","C","1","Operating Conditions","36"
"2020-10-01","B DIVISION","C","1","Planned ROW Work","2"
"2020-10-01","B DIVISION","C","1","Police & Medical","18"
"2020-10-01","B DIVISION","C","2",,"0"
"2020-10-01","B DIVISION","C","2","Crew Availability","8"
"2020-10-01","B DIVISION","C","2","External Factors","0"
"2020-10-01","B DIVISION","C","2","Infrastructure & Equipment","10"
"2020-10-01","B DIVISION","C","2","Operating Conditions","14"
"2020-10-01","B DIVISION","C","2","Planned ROW Work","6"
"2020-10-01","B DIVISION","C","2","Police & Medical","12"
"2020-10-01","B DIVISION","D","1",,"0"
"2020-10-01","B DIVISION","D","1","Crew Availability","83"
"2020-10-01","B DIVISION","D","1","External Factors","2"
"2020-10-01","B DIVISION","D","1","Infrastructure & Equipment","44"
"2020-10-01","B DIVISION","D","1","Operating Conditions","60"
"2020-10-01","B DIVISION","D","1","Planned ROW Work","52"
"2020-10-01","B DIVISION","D","1","Police & Medical","31"
"2020-10-01","B DIVISION","D","2",,"0"
"2020-10-01","B DIVISION","D","2","Crew Availability","15"
"2020-10-01","B DIVISION","D","2","External Factors","0"
"2020-10-01","B DIVISION","D","2","Infrastructure & Equipment","13"
"2020-10-01","B DIVISION","D","2","Operating Conditions","22"
"2020-10-01","B DIVISION","D","2","Planned ROW Work","6"
"2020-10-01","B DIVISION","D","2","Police & Medical","10"
"2020-10-01","B DIVISION","E","1",,"0"
"2020-10-01","B DIVISION","E","1","Crew Availability","44"
"2020-10-01","B DIVISION","E","1","External Factors","0"
"2020-10-01","B DIVISION","E","1","Infrastructure & Equipment","41"
"2020-10-01","B DIVISION","E","1","Operating Conditions","73"
"2020-10-01","B DIVISION","E","1","Planned ROW Work","73"
"2020-10-01","B DIVISION","E","1","Police & Medical","21"
"2020-10-01","B DIVISION","E","2",,"0"
"2020-10-01","B DIVISION","E","2","Crew Availability","7"
"2020-10-01","B DIVISION","E","2","External Factors","0"
"2020-10-01","B DIVISION","E","2","Infrastructure & Equipment","5"
"2020-10-01","B DIVISION","E","2","Operating Conditions","16"
"2020-10-01","B DIVISION","E","2","Planned ROW Work","21"
"2020-10-01","B DIVISION","E","2","Police & Medical","8"
"2020-10-01","B DIVISION","F","1",,"0"
"2020-10-01","B DIVISION","F","1","Crew Availability","57"
"2020-10-01","B DIVISION","F","1","External Factors","1"
"2020-10-01","B DIVISION","F","1","Infrastructure & Equipment","48"
"2020-10-01","B DIVISION","F","1","Operating Conditions","38"
"2020-10-01","B DIVISION","F","1","Planned ROW Work","58"
"2020-10-01","B DIVISION","F","1","Police & Medical","32"
"2020-10-01","B DIVISION","F","2",,"0"
"2020-10-01","B DIVISION","F","2","Crew Availability","9"
"2020-10-01","B DIVISION","F","2","External Factors","0"
"2020-10-01","B DIVISION","F","2","Infrastructure & Equipment","15"
"2020-10-01","B DIVISION","F","2","Operating Conditions","13"
"2020-10-01","B DIVISION","F","2","Planned ROW Work","14"
"2020-10-01","B DIVISION","F","2","Police & Medical","12"
"2020-10-01","B DIVISION","G","1",,"0"
"2020-10-01","B DIVISION","G","1","Crew Availability","24"
"2020-10-01","B DIVISION","G","1","External Factors","0"
"2020-10-01","B DIVISION","G","1","Infrastructure & Equipment","21"
"2020-10-01","B DIVISION","G","1","Operating Conditions","32"
"2020-10-01","B DIVISION","G","1","Planned ROW Work","35"
"2020-10-01","B DIVISION","G","1","Police & Medical","10"
"2020-10-01","B DIVISION","G","2",,"0"
"2020-10-01","B DIVISION","G","2","Crew Availability","1"
"2020-10-01","B DIVISION","G","2","External Factors","0"
"2020-10-01","B DIVISION","G","2","Infrastructure & Equipment","6"
"2020-10-01","B DIVISION","G","2","Operating Conditions","18"
"2020-10-01","B DIVISION","G","2","Planned ROW Work","11"
"2020-10-01","B DIVISION","G","2","Police & Medical","7"
"2020-10-01","B DIVISION","JZ","1",,"0"
"2020-10-01","B DIVISION","JZ","1","Crew Availability","43"
"2020-10-01","B DIVISION","JZ","1","External Factors","5"
"2020-10-01","B DIVISION","JZ","1","Infrastructure & Equipment","25"
"2020-10-01","B DIVISION","JZ","1","Operating Conditions","46"
"2020-10-01","B DIVISION","JZ","1","Planned ROW Work","26"
"2020-10-01","B DIVISION","JZ","1","Police & Medical","18"
"2020-10-01","B DIVISION","JZ","2",,"0"
"2020-10-01","B DIVISION","JZ","2","Crew Availability","8"
"2020-10-01","B DIVISION","JZ","2","External Factors","0"
"2020-10-01","B DIVISION","JZ","2","Infrastructure & Equipment","10"
"2020-10-01","B DIVISION","JZ","2","Operating Conditions","15"
"2020-10-01","B DIVISION","JZ","2","Planned ROW Work","4"
"2020-10-01","B DIVISION","JZ","2","Police & Medical","12"
"2020-10-01","B DIVISION","L","1",,"0"
"2020-10-01","B DIVISION","L","1","Crew Availability","45"
"2020-10-01","B DIVISION","L","1","External Factors","0"
"2020-10-01","B DIVISION","L","1","Infrastructure & Equipment","19"
"2020-10-01","B DIVISION","L","1","Operating Conditions","2"
"2020-10-01","B DIVISION","L","1","Planned ROW Work","9"
"2020-10-01","B DIVISION","L","1","Police & Medical","11"
"2020-10-01","B DIVISION","L","2",,"0"
"2020-10-01","B DIVISION","L","2","Crew Availability","5"
"2020-10-01","B DIVISION","L","2","External Factors","1"
"2020-10-01","B DIVISION","L","2","Infrastructure & Equipment","8"
"2020-10-01","B DIVISION","L","2","Operating Conditions","0"
"2020-10-01","B DIVISION","L","2","Planned ROW Work","2"
"2020-10-01","B DIVISION","L","2","Police & Medical","2"
"2020-10-01","B DIVISION","M","1",,"0"
"2020-10-01","B DIVISION","M","1","Crew Availability","43"
"2020-10-01","B DIVISION","M","1","External Factors","1"
"2020-10-01","B DIVISION","M","1","Infrastructure & Equipment","7"
"2020-10-01","B DIVISION","M","1","Operating Conditions","16"
"2020-10-01","B DIVISION","M","1","Planned ROW Work","2"
"2020-10-01","B DIVISION","M","1","Police & Medical","13"
"2020-10-01","B DIVISION","M","2",,"0"
"2020-10-01","B DIVISION","M","2","Crew Availability","1"
"2020-10-01","B DIVISION","M","2","External Factors","0"
"2020-10-01","B DIVISION","M","2","Infrastructure & Equipment","0"
"2020-10-01","B DIVISION","M","2","Operating Conditions","2"
"2020-10-01","B DIVISION","M","2","Planned ROW Work","1"
"2020-10-01","B DIVISION","M","2","Police & Medical","2"
"2020-10-01","B DIVISION","N","1",,"0"
"2020-10-01","B DIVISION","N","1","Crew Availability","110"
"2020-10-01","B DIVISION","N","1","External Factors","3"
"2020-10-01","B DIVISION","N","1","Infrastructure & Equipment","72"
"2020-10-01","B DIVISION","N","1","Operating Conditions","98"
"2020-10-01","B DIVISION","N","1","Planned ROW Work","72"
"2020-10-01","B DIVISION","N","1","Police & Medical","46"
"2020-10-01","B DIVISION","N","2",,"0"
"2020-10-01","B DIVISION","N","2","Crew Availability","13"
"2020-10-01","B DIVISION","N","2","External Factors","1"
"2020-10-01","B DIVISION","N","2","Infrastructure & Equipment","32"
"2020-10-01","B DIVISION","N","2","Operating Conditions","34"
"2020-10-01","B DIVISION","N","2","Planned ROW Work","17"
"2020-10-01","B DIVISION","N","2","Police & Medical","15"
"2020-10-01","B DIVISION","Q","1",,"0"
"2020-10-01","B DIVISION","Q","1","Crew Availability","54"
"2020-10-01","B DIVISION","Q","1","External Factors","2"
"2020-10-01","B DIVISION","Q","1","Infrastructure & Equipment","33"
"2020-10-01","B DIVISION","Q","1","Operating Conditions","24"
"2020-10-01","B DIVISION","Q","1","Planned ROW Work","9"
"2020-10-01","B DIVISION","Q","1","Police & Medical","23"
"2020-10-01","B DIVISION","Q","2",,"0"
"2020-10-01","B DIVISION","Q","2","Crew Availability","8"
"2020-10-01","B DIVISION","Q","2","External Factors","0"
"2020-10-01","B DIVISION","Q","2","Infrastructure & Equipment","8"
"2020-10-01","B DIVISION","Q","2","Operating Conditions","22"
"2020-10-01","B DIVISION","Q","2","Planned ROW Work","7"
"2020-10-01","B DIVISION","Q","2","Police & Medical","15"
"2020-10-01","B DIVISION","R","1",,"0"
"2020-10-01","B DIVISION","R","1","Crew Availability","80"
"2020-10-01","B DIVISION","R","1","External Factors","0"
"2020-10-01","B DIVISION","R","1","Infrastructure & Equipment","19"
"2020-10-01","B DIVISION","R","1","Operating Conditions","41"
"2020-10-01","B DIVISION","R","1","Planned ROW Work","3"
"2020-10-01","B DIVISION","R","1","Police & Medical","31"
"2020-10-01","B DIVISION","R","2",,"0"
"2020-10-01","B DIVISION","R","2","Crew Availability","8"
"2020-10-01","B DIVISION","R","2","External Factors","0"
"2020-10-01","B DIVISION","R","2","Infrastructure & Equipment","7"
"2020-10-01","B DIVISION","R","2","Operating Conditions","12"
"2020-10-01","B DIVISION","R","2","Planned ROW Work","7"
"2020-10-01","B DIVISION","R","2","Police & Medical","7"
"2020-10-01","B DIVISION","S Fkln","1",,"0"
"2020-10-01","B DIVISION","S Fkln","1","Crew Availability","0"
"2020-10-01","B DIVISION","S Fkln","1","External Factors","0"
"2020-10-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","1"
"2020-10-01","B DIVISION","S Fkln","1","Operating Conditions","0"
"2020-10-01","B DIVISION","S Fkln","1","Planned ROW Work","1"
"2020-10-01","B DIVISION","S Fkln","1","Police & Medical","0"
"2020-10-01","B DIVISION","S Rock","1",,"0"
"2020-10-01","B DIVISION","S Rock","1","Crew Availability","0"
"2020-10-01","B DIVISION","S Rock","1","External Factors","14"
"2020-10-01","B DIVISION","S Rock","1","Infrastructure & Equipment","3"
"2020-10-01","B DIVISION","S Rock","1","Operating Conditions","3"
"2020-10-01","B DIVISION","S Rock","1","Planned ROW Work","2"
"2020-10-01","B DIVISION","S Rock","1","Police & Medical","1"
"2020-10-01","B DIVISION","S Rock","2",,"0"
"2020-10-01","B DIVISION","S Rock","2","Crew Availability","0"
"2020-10-01","B DIVISION","S Rock","2","External Factors","4"
"2020-10-01","B DIVISION","S Rock","2","Infrastructure & Equipment","0"
"2020-10-01","B DIVISION","S Rock","2","Operating Conditions","0"
"2020-10-01","B DIVISION","S Rock","2","Planned ROW Work","0"
"2020-10-01","B DIVISION","S Rock","2","Police & Medical","0"
"2020-11-01","A DIVISION","1","1",,"0"
"2020-11-01","A DIVISION","1","1","Crew Availability","53"
"2020-11-01","A DIVISION","1","1","External Factors","2"
"2020-11-01","A DIVISION","1","1","Infrastructure & Equipment","25"
"2020-11-01","A DIVISION","1","1","Operating Conditions","8"
"2020-11-01","A DIVISION","1","1","Planned ROW Work","13"
"2020-11-01","A DIVISION","1","1","Police & Medical","39"
"2020-11-01","A DIVISION","1","2",,"0"
"2020-11-01","A DIVISION","1","2","Crew Availability","46"
"2020-11-01","A DIVISION","1","2","External Factors","0"
"2020-11-01","A DIVISION","1","2","Infrastructure & Equipment","9"
"2020-11-01","A DIVISION","1","2","Operating Conditions","3"
"2020-11-01","A DIVISION","1","2","Planned ROW Work","2"
"2020-11-01","A DIVISION","1","2","Police & Medical","10"
"2020-11-01","A DIVISION","2","1",,"0"
"2020-11-01","A DIVISION","2","1","Crew Availability","69"
"2020-11-01","A DIVISION","2","1","External Factors","1"
"2020-11-01","A DIVISION","2","1","Infrastructure & Equipment","40"
"2020-11-01","A DIVISION","2","1","Operating Conditions","57"
"2020-11-01","A DIVISION","2","1","Planned ROW Work","26"
"2020-11-01","A DIVISION","2","1","Police & Medical","51"
"2020-11-01","A DIVISION","2","2",,"0"
"2020-11-01","A DIVISION","2","2","Crew Availability","29"
"2020-11-01","A DIVISION","2","2","External Factors","3"
"2020-11-01","A DIVISION","2","2","Infrastructure & Equipment","18"
"2020-11-01","A DIVISION","2","2","Operating Conditions","50"
"2020-11-01","A DIVISION","2","2","Planned ROW Work","17"
"2020-11-01","A DIVISION","2","2","Police & Medical","27"
"2020-11-01","A DIVISION","3","1",,"0"
"2020-11-01","A DIVISION","3","1","Crew Availability","39"
"2020-11-01","A DIVISION","3","1","External Factors","2"
"2020-11-01","A DIVISION","3","1","Infrastructure & Equipment","18"
"2020-11-01","A DIVISION","3","1","Operating Conditions","16"
