"month","division","line","day_type","reporting_category","delays"
"2020-02-01","B DIVISION","Q","2","Police & Medical","56"
"2020-02-01","B DIVISION","Q","2","Operating Conditions","54"
"2020-02-01","B DIVISION","Q","2","Planned ROW Work","73"
"2020-02-01","B DIVISION","R","1","Police & Medical","254"
"2020-02-01","B DIVISION","R","1","Operating Conditions","336"
"2020-02-01","B DIVISION","R","1","Planned ROW Work","231"
"2020-02-01","B DIVISION","R","1","Infrastructure & Equipment","220"
"2020-02-01","B DIVISION","R","1","Crew Availability","92"
"2020-02-01","B DIVISION","R","1","External Factors","1"
"2020-02-01","B DIVISION","R","2","Police & Medical","39"
"2020-02-01","B DIVISION","R","2","Infrastructure & Equipment","66"
"2020-02-01","B DIVISION","R","2","Operating Conditions","33"
"2020-02-01","B DIVISION","R","2","Crew Availability","35"
"2020-02-01","B DIVISION","R","2","Planned ROW Work","74"
"2020-02-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","3"
"2020-02-01","B DIVISION","S Fkln","1","Police & Medical","7"
"2020-02-01","B DIVISION","S Fkln","1","Planned ROW Work","4"
"2020-02-01","B DIVISION","S Fkln","2","Police & Medical","15"
"2020-02-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","12"
"2020-02-01","B DIVISION","S Rock","1","Police & Medical","3"
"2020-02-01","B DIVISION","S Rock","1","External Factors","32"
"2020-02-01","B DIVISION","S Rock","1","Infrastructure & Equipment","4"
"2020-02-01","B DIVISION","S Rock","1","Operating Conditions","3"
"2020-02-01","B DIVISION","S Rock","1","Planned ROW Work","7"
"2020-02-01","B DIVISION","S Rock","2","External Factors","17"
"2020-02-01","B DIVISION","S Rock","2","Police & Medical","2"
"2020-02-01","B DIVISION","S Rock","2","Infrastructure & Equipment","3"
"2020-02-01","B DIVISION","S Rock","2","Operating Conditions","2"
"2020-03-01","A DIVISION","1","1","External Factors","11"
"2020-03-01","A DIVISION","1","1","Operating Conditions","80"
"2020-03-01","A DIVISION","1","1","Infrastructure & Equipment","143"
"2020-03-01","A DIVISION","1","1","Crew Availability","53"
"2020-03-01","A DIVISION","1","1","Police & Medical","179"
"2020-03-01","A DIVISION","1","1","Planned ROW Work","83"
"2020-03-01","A DIVISION","1","2","Planned ROW Work","14"
"2020-03-01","A DIVISION","1","2","Infrastructure & Equipment","12"
"2020-03-01","A DIVISION","1","2","Crew Availability","36"
"2020-03-01","A DIVISION","1","2","Operating Conditions","9"
"2020-03-01","A DIVISION","1","2","Police & Medical","45"
"2020-03-01","A DIVISION","2","1","Crew Availability","38"
"2020-03-01","A DIVISION","2","1","Operating Conditions","120"
"2020-03-01","A DIVISION","2","1","Infrastructure & Equipment","126"
"2020-03-01","A DIVISION","2","1","Planned ROW Work","199"
"2020-03-01","A DIVISION","2","1","External Factors","45"
"2020-03-01","A DIVISION","2","1","Police & Medical","215"
"2020-03-01","A DIVISION","2","2","Police & Medical","91"
"2020-03-01","A DIVISION","2","2","Operating Conditions","151"
"2020-03-01","A DIVISION","2","2","Planned ROW Work","85"
"2020-03-01","A DIVISION","2","2","Crew Availability","42"
"2020-03-01","A DIVISION","2","2","Infrastructure & Equipment","16"
"2020-03-01","A DIVISION","3","1","Planned ROW Work","40"
"2020-03-01","A DIVISION","3","1","Police & Medical","125"
"2020-03-01","A DIVISION","3","1","Crew Availability","31"
"2020-03-01","A DIVISION","3","1","Infrastructure & Equipment","75"
"2020-03-01","A DIVISION","3","1","Operating Conditions","46"
"2020-03-01","A DIVISION","3","1","External Factors","40"
"2020-03-01","A DIVISION","3","2","Planned ROW Work","42"
"2020-03-01","A DIVISION","3","2","Operating Conditions","51"
"2020-03-01","A DIVISION","3","2","Crew Availability","20"
"2020-03-01","A DIVISION","3","2","Police & Medical","83"
"2020-03-01","A DIVISION","3","2","Infrastructure & Equipment","23"
"2020-03-01","A DIVISION","4","1","Infrastructure & Equipment","213"
"2020-03-01","A DIVISION","4","1","Police & Medical","168"
"2020-03-01","A DIVISION","4","1","Operating Conditions","151"
"2020-03-01","A DIVISION","4","1","Crew Availability","14"
"2020-03-01","A DIVISION","4","1","External Factors","36"
"2020-03-01","A DIVISION","4","1","Planned ROW Work","179"
"2020-03-01","A DIVISION","4","2","Planned ROW Work","157"
"2020-03-01","A DIVISION","4","2","Crew Availability","32"
"2020-03-01","A DIVISION","4","2","Operating Conditions","91"
"2020-03-01","A DIVISION","4","2","Police & Medical","85"
"2020-03-01","A DIVISION","4","2","External Factors","1"
"2020-03-01","A DIVISION","4","2","Infrastructure & Equipment","45"
"2020-03-01","A DIVISION","5","1","Planned ROW Work","91"
"2020-03-01","A DIVISION","5","1","Police & Medical","180"
"2020-03-01","A DIVISION","5","1","Infrastructure & Equipment","205"
"2020-03-01","A DIVISION","5","1","External Factors","20"
"2020-03-01","A DIVISION","5","1","Crew Availability","14"
"2020-03-01","A DIVISION","5","1","Operating Conditions","119"
"2020-03-01","A DIVISION","5","2","Operating Conditions","12"
"2020-03-01","A DIVISION","5","2","Planned ROW Work","34"
"2020-03-01","A DIVISION","5","2","Crew Availability","22"
"2020-03-01","A DIVISION","5","2","Infrastructure & Equipment","9"
"2020-03-01","A DIVISION","5","2","Police & Medical","33"
"2020-03-01","A DIVISION","6","1","Police & Medical","498"
"2020-03-01","A DIVISION","6","1","Infrastructure & Equipment","223"
"2020-03-01","A DIVISION","6","1","External Factors","1"
"2020-03-01","A DIVISION","6","1","Operating Conditions","137"
"2020-03-01","A DIVISION","6","1","Crew Availability","83"
"2020-03-01","A DIVISION","6","1","Planned ROW Work","152"
"2020-03-01","A DIVISION","6","2","Police & Medical","94"
"2020-03-01","A DIVISION","6","2","Planned ROW Work","51"
"2020-03-01","A DIVISION","6","2","Crew Availability","53"
"2020-03-01","A DIVISION","6","2","Operating Conditions","32"
"2020-03-01","A DIVISION","6","2","Infrastructure & Equipment","17"
"2020-03-01","A DIVISION","7","1","Operating Conditions","34"
"2020-03-01","A DIVISION","7","1","External Factors","29"
"2020-03-01","A DIVISION","7","1","Infrastructure & Equipment","318"
"2020-03-01","A DIVISION","7","1","Planned ROW Work","88"
"2020-03-01","A DIVISION","7","1","Crew Availability","85"
"2020-03-01","A DIVISION","7","1","Police & Medical","126"
"2020-03-01","A DIVISION","7","2","Infrastructure & Equipment","42"
"2020-03-01","A DIVISION","7","2","Police & Medical","31"
"2020-03-01","A DIVISION","7","2","Operating Conditions","3"
"2020-03-01","A DIVISION","7","2","Crew Availability","3"
"2020-03-01","A DIVISION","7","2","Planned ROW Work","217"
"2020-03-01","A DIVISION","S 42nd","1","Operating Conditions","9"
"2020-03-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","39"
"2020-03-01","A DIVISION","S 42nd","1","Crew Availability","2"
"2020-03-01","A DIVISION","S 42nd","2","Crew Availability","8"
"2020-03-01","A DIVISION","S 42nd","2","Police & Medical","8"
"2020-03-01","B DIVISION","A","1","Police & Medical","178"
"2020-03-01","B DIVISION","A","1","External Factors","95"
"2020-03-01","B DIVISION","A","1","Planned ROW Work","388"
"2020-03-01","B DIVISION","A","1","Operating Conditions","313"
"2020-03-01","B DIVISION","A","1","Infrastructure & Equipment","272"
"2020-03-01","B DIVISION","A","1","Crew Availability","128"
"2020-03-01","B DIVISION","A","2","Planned ROW Work","376"
"2020-03-01","B DIVISION","A","2","Police & Medical","43"
"2020-03-01","B DIVISION","A","2","Operating Conditions","88"
"2020-03-01","B DIVISION","A","2","Crew Availability","54"
"2020-03-01","B DIVISION","A","2","Infrastructure & Equipment","45"
"2020-03-01","B DIVISION","A","2","External Factors","55"
"2020-03-01","B DIVISION","B","1","External Factors","6"
"2020-03-01","B DIVISION","B","1","Police & Medical","108"
"2020-03-01","B DIVISION","B","1","Planned ROW Work","41"
"2020-03-01","B DIVISION","B","1","Infrastructure & Equipment","139"
"2020-03-01","B DIVISION","B","1","Operating Conditions","238"
"2020-03-01","B DIVISION","B","1","Crew Availability","48"
"2020-03-01","B DIVISION","C","1","Planned ROW Work","46"
"2020-03-01","B DIVISION","C","1","Operating Conditions","187"
"2020-03-01","B DIVISION","C","1","Crew Availability","128"
"2020-03-01","B DIVISION","C","1","Infrastructure & Equipment","92"
"2020-03-01","B DIVISION","C","1","External Factors","8"
"2020-03-01","B DIVISION","C","1","Police & Medical","108"
"2020-03-01","B DIVISION","C","2","Operating Conditions","7"
"2020-03-01","B DIVISION","C","2","Police & Medical","14"
"2020-03-01","B DIVISION","C","2","Planned ROW Work","162"
"2020-03-01","B DIVISION","C","2","Infrastructure & Equipment","21"
"2020-03-01","B DIVISION","C","2","Crew Availability","22"
"2020-03-01","B DIVISION","D","1","Operating Conditions","242"
"2020-03-01","B DIVISION","D","1","Planned ROW Work","233"
"2020-03-01","B DIVISION","D","1","Police & Medical","166"
"2020-03-01","B DIVISION","D","1","External Factors","15"
"2020-03-01","B DIVISION","D","1","Crew Availability","80"
"2020-03-01","B DIVISION","D","1","Infrastructure & Equipment","203"
"2020-03-01","B DIVISION","D","2","Police & Medical","38"
"2020-03-01","B DIVISION","D","2","Operating Conditions","14"
"2020-03-01","B DIVISION","D","2","Planned ROW Work","136"
"2020-03-01","B DIVISION","D","2","Crew Availability","7"
"2020-03-01","B DIVISION","D","2","Infrastructure & Equipment","29"
"2020-03-01","B DIVISION","E","1","External Factors","9"
"2020-03-01","B DIVISION","E","1","Planned ROW Work","199"
"2020-03-01","B DIVISION","E","1","Infrastructure & Equipment","359"
"2020-03-01","B DIVISION","E","1","Police & Medical","158"
"2020-03-01","B DIVISION","E","1","Operating Conditions","121"
"2020-03-01","B DIVISION","E","1","Crew Availability","69"
"2020-03-01","B DIVISION","E","2","Police & Medical","32"
"2020-03-01","B DIVISION","E","2","Operating Conditions","14"
"2020-03-01","B DIVISION","E","2","Planned ROW Work","54"
"2020-03-01","B DIVISION","E","2","Infrastructure & Equipment","10"
"2020-03-01","B DIVISION","E","2","Crew Availability","4"
"2020-03-01","B DIVISION","F","1","Planned ROW Work","383"
"2020-03-01","B DIVISION","F","1","Police & Medical","207"
"2020-03-01","B DIVISION","F","1","Operating Conditions","198"
"2020-03-01","B DIVISION","F","1","Infrastructure & Equipment","367"
"2020-03-01","B DIVISION","F","1","Crew Availability","63"
"2020-03-01","B DIVISION","F","1","External Factors","1"
"2020-03-01","B DIVISION","F","2","Planned ROW Work","139"
"2020-03-01","B DIVISION","F","2","Crew Availability","18"
"2020-03-01","B DIVISION","F","2","Police & Medical","22"
"2020-03-01","B DIVISION","F","2","External Factors","2"
"2020-03-01","B DIVISION","F","2","Operating Conditions","45"
"2020-03-01","B DIVISION","F","2","Infrastructure & Equipment","20"
"2020-03-01","B DIVISION","G","1","Operating Conditions","209"
"2020-03-01","B DIVISION","G","1","Infrastructure & Equipment","111"
"2020-03-01","B DIVISION","G","1","Planned ROW Work","451"
"2020-03-01","B DIVISION","G","1","Crew Availability","40"
"2020-03-01","B DIVISION","G","1","Police & Medical","57"
"2020-03-01","B DIVISION","G","1","External Factors","6"
"2020-03-01","B DIVISION","G","2","Infrastructure & Equipment","10"
"2020-03-01","B DIVISION","G","2","Crew Availability","18"
"2020-03-01","B DIVISION","G","2","Planned ROW Work","129"
"2020-03-01","B DIVISION","G","2","External Factors","2"
"2020-03-01","B DIVISION","G","2","Police & Medical","15"
"2020-03-01","B DIVISION","G","2","Operating Conditions","40"
"2020-03-01","B DIVISION","JZ","1","Planned ROW Work","73"
"2020-03-01","B DIVISION","JZ","1","Infrastructure & Equipment","60"
"2020-03-01","B DIVISION","JZ","1","Crew Availability","85"
"2020-03-01","B DIVISION","JZ","1","Police & Medical","72"
"2020-03-01","B DIVISION","JZ","1","Operating Conditions","153"
"2020-03-01","B DIVISION","JZ","1","External Factors","102"
"2020-03-01","B DIVISION","JZ","2","Police & Medical","34"
"2020-03-01","B DIVISION","JZ","2","Operating Conditions","103"
"2020-03-01","B DIVISION","JZ","2","Infrastructure & Equipment","26"
"2020-03-01","B DIVISION","JZ","2","Planned ROW Work","53"
"2020-03-01","B DIVISION","JZ","2","Crew Availability","14"
"2020-03-01","B DIVISION","L","1","Operating Conditions","6"
"2020-03-01","B DIVISION","L","1","External Factors","70"
"2020-03-01","B DIVISION","L","1","Planned ROW Work","181"
"2020-03-01","B DIVISION","L","1","Infrastructure & Equipment","257"
"2020-03-01","B DIVISION","L","1","Police & Medical","119"
"2020-03-01","B DIVISION","L","1","Crew Availability","26"
"2020-03-01","B DIVISION","L","2","Police & Medical","7"
"2020-03-01","B DIVISION","L","2","Planned ROW Work","3"
"2020-03-01","B DIVISION","L","2","Crew Availability","1"
"2020-03-01","B DIVISION","M","1","Planned ROW Work","45"
"2020-03-01","B DIVISION","M","1","Crew Availability","50"
"2020-03-01","B DIVISION","M","1","Police & Medical","125"
"2020-03-01","B DIVISION","M","1","Operating Conditions","127"
"2020-03-01","B DIVISION","M","1","External Factors","24"
"2020-03-01","B DIVISION","M","1","Infrastructure & Equipment","150"
"2020-03-01","B DIVISION","M","2","Planned ROW Work","131"
"2020-03-01","B DIVISION","M","2","Infrastructure & Equipment","35"
"2020-03-01","B DIVISION","M","2","Police & Medical","53"
"2020-03-01","B DIVISION","M","2","Operating Conditions","54"
"2020-03-01","B DIVISION","M","2","Crew Availability","23"
"2020-03-01","B DIVISION","N","1","Police & Medical","284"
"2020-03-01","B DIVISION","N","1","Crew Availability","132"
"2020-03-01","B DIVISION","N","1","Operating Conditions","484"
"2020-03-01","B DIVISION","N","1","Infrastructure & Equipment","453"
"2020-03-01","B DIVISION","N","1","Planned ROW Work","544"
"2020-03-01","B DIVISION","N","1","External Factors","136"
"2020-03-01","B DIVISION","N","2","Infrastructure & Equipment","47"
"2020-03-01","B DIVISION","N","2","Operating Conditions","80"
"2020-03-01","B DIVISION","N","2","Planned ROW Work","183"
"2020-03-01","B DIVISION","N","2","External Factors","12"
"2020-03-01","B DIVISION","N","2","Crew Availability","70"
"2020-03-01","B DIVISION","N","2","Police & Medical","39"
"2020-03-01","B DIVISION","Q","1","Crew Availability","32"
"2020-03-01","B DIVISION","Q","1","Infrastructure & Equipment","177"
"2020-03-01","B DIVISION","Q","1","Police & Medical","188"
"2020-03-01","B DIVISION","Q","1","External Factors","36"
"2020-03-01","B DIVISION","Q","1","Operating Conditions","143"
"2020-03-01","B DIVISION","Q","1","Planned ROW Work","210"
"2020-03-01","B DIVISION","Q","2","Infrastructure & Equipment","55"
"2020-03-01","B DIVISION","Q","2","Police & Medical","60"
"2020-03-01","B DIVISION","Q","2","Planned ROW Work","92"
"2020-03-01","B DIVISION","Q","2","Operating Conditions","66"
"2020-03-01","B DIVISION","Q","2","Crew Availability","9"
"2020-03-01","B DIVISION","R","1","Operating Conditions","123"
"2020-03-01","B DIVISION","R","1","Crew Availability","36"
"2020-03-01","B DIVISION","R","1","Police & Medical","164"
"2020-03-01","B DIVISION","R","1","Planned ROW Work","127"
"2020-03-01","B DIVISION","R","1","Infrastructure & Equipment","241"
"2020-03-01","B DIVISION","R","1","External Factors","16"
"2020-03-01","B DIVISION","R","2","Planned ROW Work","24"
"2020-03-01","B DIVISION","R","2","Infrastructure & Equipment","11"
"2020-03-01","B DIVISION","R","2","Operating Conditions","21"
"2020-03-01","B DIVISION","R","2","Crew Availability","5"
"2020-03-01","B DIVISION","R","2","Police & Medical","27"
"2020-03-01","B DIVISION","S Fkln","1","Planned ROW Work","4"
"2020-03-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","18"
"2020-03-01","B DIVISION","S Fkln","2","Crew Availability","2"
"2020-03-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","3"
"2020-03-01","B DIVISION","S Fkln","2","Police & Medical","3"
"2020-03-01","B DIVISION","S Rock","1","Police & Medical","2"
"2020-03-01","B DIVISION","S Rock","1","Operating Conditions","2"
"2020-03-01","B DIVISION","S Rock","1","Planned ROW Work","4"
"2020-03-01","B DIVISION","S Rock","1","External Factors","32"
"2020-03-01","B DIVISION","S Rock","1","Infrastructure & Equipment","19"
"2020-03-01","B DIVISION","S Rock","2","External Factors","10"
"2020-03-01","B DIVISION","S Rock","2","Police & Medical","2"
"2020-03-01","B DIVISION","S Rock","2","Infrastructure & Equipment","3"
"2020-03-01","B DIVISION","S Rock","2","Planned ROW Work","1"
"2020-04-01","A DIVISION","1","1","Police & Medical","28"
"2020-04-01","A DIVISION","1","1","Infrastructure & Equipment","14"
"2020-04-01","A DIVISION","1","1","Planned ROW Work","19"
"2020-04-01","A DIVISION","1","1","Operating Conditions","4"
"2020-04-01","A DIVISION","1","1","External Factors","16"
"2020-04-01","A DIVISION","1","1","Crew Availability","98"
"2020-04-01","A DIVISION","1","2","Infrastructure & Equipment","6"
"2020-04-01","A DIVISION","1","2","Police & Medical","8"
"2020-04-01","A DIVISION","1","2","Crew Availability","123"
