"month","division","line","day_type","period","num_timepoints_passing_wait _assessment","num_sched_timepoints","wait assessment"
"2024-05-01","B DIVISION","B","1","peak","5,560","8,594","64.69629974401%"
"2024-05-01","B DIVISION","C","2","offpeak","2,715","3,664","74.09934497817%"
"2024-05-01","B DIVISION","C","1","offpeak","9,982","15,030","66.41383898869%"
"2024-05-01","B DIVISION","C","1","peak","5,359","8,128","65.93257874016%"
"2024-05-01","B DIVISION","C","2","peak","1,590","2,083","76.3322131541%"
"2024-05-01","B DIVISION","D","2","offpeak","2,973","4,312","68.94712430427%"
"2024-05-01","B DIVISION","D","1","offpeak","10,591","15,094","70.16695375646%"
"2024-05-01","B DIVISION","D","2","peak","1,553","2,213","70.17623136014%"
"2024-05-01","B DIVISION","D","1","peak","6,526","9,818","66.4697494398%"
"2024-05-01","B DIVISION","E","2","offpeak","2,411","3,038","79.36142198815%"
"2024-05-01","B DIVISION","E","1","offpeak","13,619","18,438","73.86375962686%"
"2024-05-01","B DIVISION","E","2","peak","1,217","1,515","80.3300330033%"
"2024-05-01","B DIVISION","E","1","peak","9,070","13,088","69.30012224939%"
"2024-05-01","B DIVISION","F","1","offpeak","20,745","30,409","68.2199348877%"
"2024-05-01","B DIVISION","F","2","offpeak","4,173","5,755","72.51086012163%"
"2024-05-01","B DIVISION","F","2","peak","2,068","2,885","71.68110918544%"
"2024-05-01","B DIVISION","F","1","peak","13,640","20,907","65.24130673937%"
"2024-05-01","B DIVISION","G","2","offpeak","3,643","4,058","89.77328733366%"
"2024-05-01","B DIVISION","G","1","offpeak","10,820","13,471","80.32068888724%"
"2024-05-01","B DIVISION","G","2","peak","1,922","2,130","90.23474178404%"
"2024-05-01","B DIVISION","G","1","peak","6,296","8,032","78.38645418327%"
"2024-05-01","B DIVISION","JZ","1","offpeak","9,591","12,010","79.85845129059%"
"2024-05-01","B DIVISION","JZ","2","offpeak","2,361","2,957","79.84443692932%"
"2024-05-01","B DIVISION","JZ","1","peak","6,450","8,619","74.83466759485%"
"2024-05-01","B DIVISION","JZ","2","peak","1,252","1,571","79.69446212603%"
"2024-05-01","B DIVISION","L","1","offpeak","20,065","26,228","76.50221137715%"
"2024-05-01","B DIVISION","L","2","offpeak","3,583","3,957","90.54839524893%"
"2024-05-01","B DIVISION","L","1","peak","11,852","15,994","74.1027885457%"
"2024-05-01","B DIVISION","L","2","peak","1,778","2,018","88.10703666997%"
"2024-05-01","B DIVISION","M","1","offpeak","10,893","15,168","71.81566455696%"
"2024-05-01","B DIVISION","M","2","offpeak","1,930","2,313","83.44141807177%"
"2024-05-01","B DIVISION","M","1","peak","7,793","11,516","67.67106634248%"
"2024-05-01","B DIVISION","M","2","peak","990","1,222","81.0147299509%"
"2024-05-01","B DIVISION","N","1","offpeak","13,680","19,725","69.3536121673%"
"2024-05-01","B DIVISION","N","2","offpeak","4,017","5,543","72.46978170666%"
"2024-05-01","B DIVISION","N","2","peak","2,062","2,785","74.039497307%"
"2024-05-01","B DIVISION","N","1","peak","7,730","11,669","66.24389407833%"
"2024-05-01","B DIVISION","Q","1","offpeak","11,163","14,861","75.11607563421%"
"2024-05-01","B DIVISION","Q","2","offpeak","3,595","4,600","78.15217391304%"
"2024-05-01","B DIVISION","Q","2","peak","1,901","2,374","80.07582139848%"
"2024-05-01","B DIVISION","Q","1","peak","6,211","8,798","70.5955899068%"
"2024-05-01","B DIVISION","R","2","offpeak","4,390","5,829","75.31308972379%"
"2024-05-01","B DIVISION","R","1","offpeak","16,066","23,551","68.21791006751%"
"2024-05-01","B DIVISION","R","2","peak","2,336","3,083","75.77035355174%"
"2024-05-01","B DIVISION","R","1","peak","9,667","15,163","63.75387456308%"
"2024-05-01","B DIVISION","S Fkln","2","offpeak","815","821","99.26918392205%"
"2024-05-01","B DIVISION","S Fkln","1","offpeak","2,447","2,544","96.18710691824%"
"2024-05-01","B DIVISION","S Fkln","2","peak","429","435","98.62068965517%"
"2024-05-01","B DIVISION","S Fkln","1","peak","1,512","1,532","98.69451697128%"
"2024-05-01","B DIVISION","S Rock","1","offpeak","1,693","1,909","88.68517548455%"
"2024-05-01","B DIVISION","S Rock","2","offpeak","280","295","94.91525423729%"
"2024-05-01","B DIVISION","S Rock","2","peak","137","161","85.09316770186%"
"2024-05-01","B DIVISION","S Rock","1","peak","854","941","90.75451647184%"
"2024-05-01","B DIVISION","W","1","offpeak","7,199","9,589","75.07560746689%"
"2024-05-01","B DIVISION","W","1","peak","4,515","6,379","70.77911898417%"
"2024-06-01","A DIVISION","1","2","offpeak","7,177","8,769","81.84513627552%"
"2024-06-01","A DIVISION","1","1","offpeak","19,336","24,903","77.64526362286%"
"2024-06-01","A DIVISION","1","1","peak","11,741","16,259","72.21231318039%"
"2024-06-01","A DIVISION","1","2","peak","3,575","4,115","86.8772782503%"
"2024-06-01","A DIVISION","2","2","offpeak","7,698","10,687","72.03144006737%"
"2024-06-01","A DIVISION","2","1","offpeak","18,862","27,328","69.02078454333%"
"2024-06-01","A DIVISION","2","2","peak","3,970","5,478","72.47170500183%"
"2024-06-01","A DIVISION","2","1","peak","11,226","17,556","63.94395078606%"
"2024-06-01","A DIVISION","3","1","offpeak","16,362","21,755","75.21029648357%"
"2024-06-01","A DIVISION","3","2","offpeak","5,841","7,279","80.24453908504%"
"2024-06-01","A DIVISION","3","1","peak","10,517","14,280","73.64845938375%"
"2024-06-01","A DIVISION","3","2","peak","2,972","3,626","81.96359624931%"
"2024-06-01","A DIVISION","4","1","offpeak","22,439","29,904","75.03678437667%"
"2024-06-01","A DIVISION","4","2","offpeak","8,012","10,401","77.03105470628%"
"2024-06-01","A DIVISION","4","2","peak","4,324","5,588","77.38010021475%"
"2024-06-01","A DIVISION","4","1","peak","14,372","21,554","66.67903869351%"
"2024-06-01","A DIVISION","5","1","offpeak","15,848","22,625","70.04640883978%"
"2024-06-01","A DIVISION","5","2","offpeak","2,648","3,236","81.82941903585%"
"2024-06-01","A DIVISION","5","2","peak","1,482","1,746","84.87972508591%"
"2024-06-01","A DIVISION","5","1","peak","12,113","18,684","64.83087133376%"
"2024-06-01","A DIVISION","6","2","offpeak","5,505","7,668","71.79186228482%"
"2024-06-01","A DIVISION","6","1","offpeak","21,001","27,644","75.96946896252%"
"2024-06-01","A DIVISION","6","2","peak","2,815","3,792","74.23523206751%"
"2024-06-01","A DIVISION","6","1","peak","13,351","18,981","70.33875981244%"
"2024-06-01","A DIVISION","7","1","offpeak","11,910","15,231","78.19578491235%"
"2024-06-01","A DIVISION","7","2","offpeak","4,774","5,811","82.15453450353%"
"2024-06-01","A DIVISION","7","2","peak","2,971","3,754","79.14224826851%"
"2024-06-01","A DIVISION","7","1","peak","9,135","12,708","71.88385269122%"
"2024-06-01","A DIVISION","S 42nd","1","offpeak","2,934","5,975","49.10460251046%"
"2024-06-01","A DIVISION","S 42nd","2","offpeak","1,076","1,790","60.11173184358%"
"2024-06-01","A DIVISION","S 42nd","1","peak","1,955","4,040","48.39108910891%"
"2024-06-01","A DIVISION","S 42nd","2","peak","640","1,184","54.05405405405%"
"2024-06-01","B DIVISION","A","2","offpeak","4,838","7,628","63.42422653382%"
"2024-06-01","B DIVISION","A","1","offpeak","13,238","20,022","66.1172710019%"
"2024-06-01","B DIVISION","A","2","peak","2,593","4,006","64.72790813779%"
"2024-06-01","B DIVISION","A","1","peak","9,382","14,662","63.98854180876%"
"2024-06-01","B DIVISION","B","1","offpeak","5,810","8,460","68.67612293144%"
"2024-06-01","B DIVISION","B","1","peak","4,986","7,757","64.27742684027%"
"2024-06-01","B DIVISION","C","1","offpeak","8,501","13,111","64.8386850736%"
"2024-06-01","B DIVISION","C","2","offpeak","3,060","4,686","65.30089628681%"
"2024-06-01","B DIVISION","C","2","peak","1,817","2,672","68.00149700599%"
"2024-06-01","B DIVISION","C","1","peak","4,919","7,364","66.7979359044%"
"2024-06-01","B DIVISION","D","2","offpeak","3,695","5,684","65.00703729768%"
"2024-06-01","B DIVISION","D","1","offpeak","9,758","13,788","70.77168552364%"
"2024-06-01","B DIVISION","D","1","peak","6,046","8,972","67.38742755239%"
"2024-06-01","B DIVISION","D","2","peak","1,969","2,908","67.70976616231%"
"2024-06-01","B DIVISION","E","2","offpeak","3,548","4,501","78.82692734948%"
"2024-06-01","B DIVISION","E","1","offpeak","12,201","16,743","72.87224511736%"
"2024-06-01","B DIVISION","E","2","peak","1,755","2,214","79.26829268293%"
"2024-06-01","B DIVISION","E","1","peak","8,275","11,906","69.50277171174%"
"2024-06-01","B DIVISION","F","2","offpeak","4,904","7,574","64.74782149459%"
"2024-06-01","B DIVISION","F","1","offpeak","18,325","27,164","67.46060963039%"
"2024-06-01","B DIVISION","F","2","peak","2,476","3,812","64.95278069255%"
"2024-06-01","B DIVISION","F","1","peak","12,916","19,127","67.52757881529%"
"2024-06-01","B DIVISION","G","2","offpeak","4,015","4,773","84.11900272365%"
"2024-06-01","B DIVISION","G","1","offpeak","10,004","12,367","80.89269831002%"
"2024-06-01","B DIVISION","G","1","peak","5,891","7,353","80.11695906433%"
"2024-06-01","B DIVISION","G","2","peak","2,139","2,474","86.45917542441%"
"2024-06-01","B DIVISION","JZ","1","offpeak","8,625","10,919","78.99075006869%"
"2024-06-01","B DIVISION","JZ","2","offpeak","3,833","4,712","81.3455008489%"
"2024-06-01","B DIVISION","JZ","2","peak","2,092","2,514","83.21400159109%"
"2024-06-01","B DIVISION","JZ","1","peak","5,917","7,853","75.34700114606%"
"2024-06-01","B DIVISION","L","1","offpeak","18,552","23,869","77.7242448364%"
"2024-06-01","B DIVISION","L","2","offpeak","4,717","6,160","76.57467532468%"
"2024-06-01","B DIVISION","L","1","peak","10,795","14,561","74.13639173134%"
"2024-06-01","B DIVISION","L","2","peak","2,484","3,230","76.9040247678%"
"2024-06-01","B DIVISION","M","1","offpeak","9,437","13,599","69.3948084418%"
"2024-06-01","B DIVISION","M","2","offpeak","2,132","2,743","77.72511848341%"
"2024-06-01","B DIVISION","M","1","peak","6,913","10,447","66.17210682493%"
"2024-06-01","B DIVISION","M","2","peak","1,152","1,477","77.99593771158%"
"2024-06-01","B DIVISION","N","1","offpeak","12,429","17,898","69.4435132417%"
"2024-06-01","B DIVISION","N","2","offpeak","4,594","6,684","68.73129862358%"
"2024-06-01","B DIVISION","N","2","peak","2,420","3,388","71.42857142857%"
"2024-06-01","B DIVISION","N","1","peak","7,455","10,658","69.94745730906%"
"2024-06-01","B DIVISION","Q","2","offpeak","3,896","5,588","69.72083035075%"
"2024-06-01","B DIVISION","Q","1","offpeak","9,290","13,206","70.34681205513%"
"2024-06-01","B DIVISION","Q","1","peak","5,455","7,883","69.19954332107%"
"2024-06-01","B DIVISION","Q","2","peak","2,095","2,896","72.34116022099%"
"2024-06-01","B DIVISION","R","1","offpeak","14,202","21,350","66.51990632319%"
"2024-06-01","B DIVISION","R","2","offpeak","4,922","7,139","68.94523042443%"
"2024-06-01","B DIVISION","R","2","peak","2,643","3,854","68.57810067462%"
"2024-06-01","B DIVISION","R","1","peak","8,984","13,830","64.96023138106%"
"2024-06-01","B DIVISION","S Fkln","2","offpeak","645","653","98.77488514548%"
"2024-06-01","B DIVISION","S Fkln","1","offpeak","2,408","2,460","97.88617886179%"
"2024-06-01","B DIVISION","S Fkln","2","peak","360","363","99.17355371901%"
"2024-06-01","B DIVISION","S Fkln","1","peak","1,391","1,408","98.79261363636%"
"2024-06-01","B DIVISION","S Rock","1","offpeak","1,581","1,721","91.86519465427%"
"2024-06-01","B DIVISION","S Rock","2","offpeak","670","729","91.90672153635%"
"2024-06-01","B DIVISION","S Rock","1","peak","778","843","92.28944246738%"
"2024-06-01","B DIVISION","S Rock","2","peak","362","403","89.82630272953%"
"2024-06-01","B DIVISION","W","1","offpeak","6,238","8,506","73.33646837526%"
"2024-06-01","B DIVISION","W","1","peak","4,295","5,805","73.9879414298%"
"2024-07-01","A DIVISION","1","1","offpeak","20,275","27,498","73.73263510073%"
"2024-07-01","A DIVISION","1","2","offpeak","5,013","5,715","87.71653543307%"
"2024-07-01","A DIVISION","1","1","peak","12,423","17,885","69.46044171093%"
"2024-07-01","A DIVISION","1","2","peak","2,459","2,759","89.12649510692%"
"2024-07-01","A DIVISION","2","1","offpeak","20,792","30,020","69.26049300466%"
"2024-07-01","A DIVISION","2","2","offpeak","5,156","7,344","70.20697167756%"
"2024-07-01","A DIVISION","2","2","peak","2,603","3,628","71.74751929438%"
"2024-07-01","A DIVISION","2","1","peak","12,648","19,308","65.50652579242%"
"2024-07-01","A DIVISION","3","2","offpeak","5,009","6,247","80.18248759405%"
"2024-07-01","A DIVISION","3","1","offpeak","17,521","23,536","74.44340584636%"
"2024-07-01","A DIVISION","3","2","peak","2,577","3,113","82.78188242853%"
"2024-07-01","A DIVISION","3","1","peak","10,856","15,708","69.11128087599%"
"2024-07-01","A DIVISION","4","2","offpeak","5,931","7,999","74.14676834604%"
"2024-07-01","A DIVISION","4","1","offpeak","24,364","32,907","74.03895827635%"
"2024-07-01","A DIVISION","4","2","peak","3,142","4,309","72.91715015085%"
"2024-07-01","A DIVISION","4","1","peak","15,947","23,712","67.25286774629%"
"2024-07-01","A DIVISION","5","1","offpeak","17,731","24,709","71.75927799587%"
"2024-07-01","A DIVISION","5","2","offpeak","1,954","2,256","86.6134751773%"
"2024-07-01","A DIVISION","5","1","peak","13,739","20,552","66.84994161152%"
"2024-07-01","A DIVISION","5","2","peak","1,047","1,208","86.67218543046%"
"2024-07-01","A DIVISION","6","2","offpeak","5,388","6,550","82.25954198473%"
"2024-07-01","A DIVISION","6","1","offpeak","23,509","31,261","75.20232878027%"
"2024-07-01","A DIVISION","6","1","peak","14,876","20,942","71.03428516856%"
"2024-07-01","A DIVISION","6","2","peak","2,860","3,302","86.61417322835%"
"2024-07-01","A DIVISION","7","2","offpeak","4,197","4,818","87.11083437111%"
"2024-07-01","A DIVISION","7","1","offpeak","15,268","19,345","78.92478676661%"
"2024-07-01","A DIVISION","7","1","peak","11,939","15,992","74.65607803902%"
"2024-07-01","A DIVISION","7","2","peak","2,554","3,007","84.9351513136%"
"2024-07-01","A DIVISION","S 42nd","1","offpeak","3,274","5,087","64.36013367407%"
"2024-07-01","A DIVISION","S 42nd","2","offpeak","826","1,110","74.41441441441%"
"2024-07-01","A DIVISION","S 42nd","1","peak","2,183","3,434","63.57018054747%"
"2024-07-01","A DIVISION","S 42nd","2","peak","486","690","70.4347826087%"
"2024-07-01","B DIVISION","A","2","offpeak","3,828","6,227","61.47422514855%"
"2024-07-01","B DIVISION","A","1","offpeak","14,382","21,917","65.62029474837%"
"2024-07-01","B DIVISION","A","1","peak","10,069","15,836","63.58297549886%"
"2024-07-01","B DIVISION","A","2","peak","2,078","3,242","64.09623689081%"
"2024-07-01","B DIVISION","B","1","offpeak","6,790","11,529","58.8949605343%"
"2024-07-01","B DIVISION","B","1","peak","5,025","8,349","60.1868487244%"
"2024-07-01","B DIVISION","C","1","offpeak","8,901","14,318","62.16650370163%"
"2024-07-01","B DIVISION","C","2","offpeak","2,160","3,811","56.67803726056%"
"2024-07-01","B DIVISION","C","1","peak","5,058","7,765","65.13844172569%"
"2024-07-01","B DIVISION","C","2","peak","1,348","2,170","62.1198156682%"
"2024-07-01","B DIVISION","D","2","offpeak","3,169","4,581","69.17703558175%"
"2024-07-01","B DIVISION","D","1","offpeak","10,279","16,222","63.3645666379%"
"2024-07-01","B DIVISION","D","2","peak","1,537","2,302","66.76802780191%"
"2024-07-01","B DIVISION","D","1","peak","6,160","9,746","63.20541760722%"
"2024-07-01","B DIVISION","E","2","offpeak","2,349","2,819","83.3274210713%"
"2024-07-01","B DIVISION","E","1","offpeak","12,748","18,107","70.40371127188%"
"2024-07-01","B DIVISION","E","2","peak","1,188","1,402","84.73609129815%"
"2024-07-01","B DIVISION","E","1","peak","8,671","12,825","67.61013645224%"
"2024-07-01","B DIVISION","F","1","offpeak","18,738","29,173","64.23062420731%"
"2024-07-01","B DIVISION","F","2","offpeak","4,229","5,517","76.65397861156%"
"2024-07-01","B DIVISION","F","2","peak","2,154","2,825","76.24778761062%"
"2024-07-01","B DIVISION","F","1","peak","12,595","20,004","62.9624075185%"
"2024-07-01","B DIVISION","G","1","offpeak","6,479","7,503","86.35212581634%"
"2024-07-01","B DIVISION","G","2","offpeak","2,178","2,404","90.59900166389%"
"2024-07-01","B DIVISION","G","2","peak","1,194","1,295","92.20077220077%"
"2024-07-01","B DIVISION","G","1","peak","3,930","4,794","81.9774718398%"
"2024-07-01","B DIVISION","JZ","1","offpeak","9,642","12,707","75.87943653105%"
"2024-07-01","B DIVISION","JZ","2","offpeak","3,209","3,768","85.16454352442%"
"2024-07-01","B DIVISION","JZ","2","peak","1,717","2,007","85.55057299452%"
"2024-07-01","B DIVISION","JZ","1","peak","6,320","8,567","73.77144858177%"
"2024-07-01","B DIVISION","L","2","offpeak","5,976","7,750","77.10967741935%"
"2024-07-01","B DIVISION","L","1","offpeak","18,455","25,961","71.08740033127%"
"2024-07-01","B DIVISION","L","1","peak","11,122","15,993","69.5429250297%"
"2024-07-01","B DIVISION","L","2","peak","3,057","3,972","76.96374622356%"
"2024-07-01","B DIVISION","M","2","offpeak","1,620","1,840","88.04347826087%"
"2024-07-01","B DIVISION","M","1","offpeak","10,737","16,652","64.47874129234%"
"2024-07-01","B DIVISION","M","2","peak","885","989","89.48432760364%"
"2024-07-01","B DIVISION","M","1","peak","7,298","11,217","65.06195952572%"
"2024-07-01","B DIVISION","N","1","offpeak","12,965","18,858","68.75066284866%"
"2024-07-01","B DIVISION","N","2","offpeak","3,906","5,641","69.24304201383%"
"2024-07-01","B DIVISION","N","1","peak","7,439","11,164","66.63382300251%"
"2024-07-01","B DIVISION","N","2","peak","2,156","2,824","76.34560906516%"
"2024-07-01","B DIVISION","Q","1","offpeak","9,978","14,082","70.85641244141%"
"2024-07-01","B DIVISION","Q","2","offpeak","3,681","4,753","77.4458236903%"
"2024-07-01","B DIVISION","Q","2","peak","1,942","2,458","79.00732302685%"
"2024-07-01","B DIVISION","Q","1","peak","5,734","8,375","68.46567164179%"
"2024-07-01","B DIVISION","R","2","offpeak","4,388","5,884","74.57511896669%"
"2024-07-01","B DIVISION","R","1","offpeak","14,526","22,366","64.94679424126%"
"2024-07-01","B DIVISION","R","2","peak","2,440","3,187","76.56102918105%"
"2024-07-01","B DIVISION","R","1","peak","9,319","14,537","64.10538625576%"
"2024-07-01","B DIVISION","S Fkln","1","offpeak","1,478","1,545","95.66343042071%"
"2024-07-01","B DIVISION","S Fkln","2","offpeak","333","337","98.81305637982%"
"2024-07-01","B DIVISION","S Fkln","1","peak","875","900","97.22222222222%"
"2024-07-01","B DIVISION","S Fkln","2","peak","182","183","99.45355191257%"
"2024-07-01","B DIVISION","S Rock","1","offpeak","1,713","1,912","89.59205020921%"
"2024-07-01","B DIVISION","S Rock","2","offpeak","505","590","85.59322033898%"
"2024-07-01","B DIVISION","S Rock","1","peak","852","933","91.31832797428%"
"2024-07-01","B DIVISION","S Rock","2","peak","279","318","87.7358490566%"
"2024-07-01","B DIVISION","W","1","offpeak","6,633","9,093","72.94622236886%"
"2024-07-01","B DIVISION","W","1","peak","4,240","6,121","69.26972716876%"
"2024-08-01","A DIVISION","1","1","offpeak","20,853","27,548","75.69696529694%"
"2024-08-01","A DIVISION","1","2","offpeak","6,910","8,510","81.19858989424%"
"2024-08-01","A DIVISION","1","2","peak","3,294","3,985","82.6599749059%"
"2024-08-01","A DIVISION","1","1","peak","12,868","17,886","71.94453762719%"
"2024-08-01","A DIVISION","2","2","offpeak","6,539","9,178","71.24645892351%"
"2024-08-01","A DIVISION","2","1","offpeak","20,361","29,757","68.42423631414%"
"2024-08-01","A DIVISION","2","1","peak","12,291","19,312","63.64436619718%"
"2024-08-01","A DIVISION","2","2","peak","3,461","4,747","72.9092058142%"
"2024-08-01","A DIVISION","3","2","offpeak","5,629","6,906","81.50883289893%"
"2024-08-01","A DIVISION","3","1","offpeak","16,852","22,721","74.16927071872%"
"2024-08-01","A DIVISION","3","1","peak","10,902","15,708","69.40412528648%"
"2024-08-01","A DIVISION","3","2","peak","2,817","3,390","83.09734513274%"
"2024-08-01","A DIVISION","4","2","offpeak","6,547","8,499","77.03259206966%"
"2024-08-01","A DIVISION","4","1","offpeak","24,344","32,866","74.07046796081%"
"2024-08-01","A DIVISION","4","2","peak","3,648","4,632","78.75647668394%"
"2024-08-01","A DIVISION","4","1","peak","15,701","23,708","66.22659018053%"
"2024-08-01","A DIVISION","5","2","offpeak","2,324","2,472","94.01294498382%"
"2024-08-01","A DIVISION","5","1","offpeak","17,079","24,568","69.51725822208%"
"2024-08-01","A DIVISION","5","2","peak","1,254","1,344","93.30357142857%"
"2024-08-01","A DIVISION","5","1","peak","13,120","20,557","63.82254219974%"
"2024-08-01","A DIVISION","6","1","offpeak","22,036","30,129","73.13883633708%"
"2024-08-01","A DIVISION","6","2","offpeak","6,050","7,641","79.17811804738%"
"2024-08-01","A DIVISION","6","2","peak","3,036","3,795","80%"
"2024-08-01","A DIVISION","6","1","peak","14,341","20,846","68.79497265662%"
"2024-08-01","A DIVISION","7","2","offpeak","3,813","4,627","82.40760752107%"
"2024-08-01","A DIVISION","7","1","offpeak","14,616","19,062","76.6761095373%"
"2024-08-01","A DIVISION","7","1","peak","10,967","15,762","69.57873366324%"
"2024-08-01","A DIVISION","7","2","peak","2,251","2,796","80.5078683834%"
"2024-08-01","A DIVISION","S 42nd","2","offpeak","904","963","93.8733125649%"
"2024-08-01","A DIVISION","S 42nd","1","offpeak","2,768","3,029","91.38329481677%"
"2024-08-01","A DIVISION","S 42nd","1","peak","1,820","2,020","90.09900990099%"
"2024-08-01","A DIVISION","S 42nd","2","peak","539","566","95.2296819788%"
"2024-08-01","B DIVISION","A","2","offpeak","4,654","6,935","67.10886806056%"
"2024-08-01","B DIVISION","A","1","offpeak","14,748","21,964","67.14623930067%"
"2024-08-01","B DIVISION","A","1","peak","10,518","16,137","65.17940137572%"
"2024-08-01","B DIVISION","A","2","peak","2,396","3,560","67.30337078652%"
"2024-08-01","B DIVISION","B","1","offpeak","7,173","11,709","61.26056879324%"
"2024-08-01","B DIVISION","B","1","peak","5,585","8,866","62.99345815475%"
"2024-08-01","B DIVISION","C","1","offpeak","9,404","14,710","63.92929979606%"
"2024-08-01","B DIVISION","C","2","offpeak","3,045","4,187","72.72510150466%"
"2024-08-01","B DIVISION","C","2","peak","1,747","2,377","73.49600336559%"
"2024-08-01","B DIVISION","C","1","peak","5,564","8,198","67.87021224689%"
"2024-08-01","B DIVISION","D","1","offpeak","11,417","17,108","66.7348608838%"
"2024-08-01","B DIVISION","D","2","offpeak","3,513","4,989","70.41491280818%"
"2024-08-01","B DIVISION","D","2","peak","1,854","2,551","72.67738141905%"
"2024-08-01","B DIVISION","D","1","peak","6,762","10,270","65.84225900682%"
"2024-08-01","B DIVISION","E","2","offpeak","2,946","3,587","82.12991357681%"
"2024-08-01","B DIVISION","E","1","offpeak","13,151","18,293","71.89088722462%"
"2024-08-01","B DIVISION","E","1","peak","9,146","13,113","69.74757873866%"
"2024-08-01","B DIVISION","E","2","peak","1,480","1,772","83.52144469526%"
"2024-08-01","B DIVISION","F","2","offpeak","4,668","5,846","79.84946972289%"
"2024-08-01","B DIVISION","F","1","offpeak","20,614","31,084","66.31707630936%"
"2024-08-01","B DIVISION","F","1","peak","13,814","21,088","65.5064491654%"
"2024-08-01","B DIVISION","F","2","peak","2,258","2,920","77.32876712329%"
"2024-08-01","B DIVISION","G","1","offpeak","4,749","5,260","90.28517110266%"
"2024-08-01","B DIVISION","G","2","offpeak","1,878","2,053","91.47588894301%"
"2024-08-01","B DIVISION","G","1","peak","3,005","3,427","87.68602276043%"
"2024-08-01","B DIVISION","G","2","peak","1,037","1,135","91.36563876652%"
"2024-08-01","B DIVISION","JZ","2","offpeak","3,411","3,898","87.50641354541%"
"2024-08-01","B DIVISION","JZ","1","offpeak","10,147","13,451","75.43677050033%"
"2024-08-01","B DIVISION","JZ","2","peak","1,807","2,073","87.168355041%"
"2024-08-01","B DIVISION","JZ","1","peak","6,777","8,999","75.3083675964%"
"2024-08-01","B DIVISION","L","2","offpeak","6,823","8,911","76.56828638761%"
"2024-08-01","B DIVISION","L","1","offpeak","19,729","26,307","74.99524841297%"
"2024-08-01","B DIVISION","L","2","peak","3,531","4,593","76.87785760941%"
"2024-08-01","B DIVISION","L","1","peak","11,692","15,999","73.07956747297%"
"2024-08-01","B DIVISION","M","2","offpeak","1,950","2,142","91.03641456583%"
"2024-08-01","B DIVISION","M","1","offpeak","11,790","17,574","67.08774325708%"
"2024-08-01","B DIVISION","M","1","peak","7,946","11,868","66.95315133131%"
"2024-08-01","B DIVISION","M","2","peak","1,045","1,146","91.18673647469%"
"2024-08-01","B DIVISION","N","2","offpeak","4,467","6,242","71.5636014098%"
"2024-08-01","B DIVISION","N","1","offpeak","13,266","19,610","67.64915859255%"
"2024-08-01","B DIVISION","N","2","peak","2,306","3,107","74.21950434503%"
"2024-08-01","B DIVISION","N","1","peak","7,897","11,703","67.47842433564%"
"2024-08-01","B DIVISION","Q","1","offpeak","10,129","14,300","70.83216783217%"
"2024-08-01","B DIVISION","Q","2","offpeak","4,098","5,182","79.0814357391%"
"2024-08-01","B DIVISION","Q","1","peak","6,262","8,771","71.39436780299%"
"2024-08-01","B DIVISION","Q","2","peak","2,039","2,659","76.68296352012%"
"2024-08-01","B DIVISION","R","1","offpeak","15,509","23,450","66.13646055437%"
"2024-08-01","B DIVISION","R","2","offpeak","5,085","6,538","77.77607831141%"
"2024-08-01","B DIVISION","R","1","peak","9,990","15,221","65.63300702976%"
"2024-08-01","B DIVISION","R","2","peak","2,835","3,486","81.32530120482%"
"2024-08-01","B DIVISION","S Fkln","2","offpeak","456","459","99.34640522876%"
"2024-08-01","B DIVISION","S Fkln","1","offpeak","2,246","2,300","97.65217391304%"
"2024-08-01","B DIVISION","S Fkln","1","peak","1,290","1,306","98.77488514548%"
"2024-08-01","B DIVISION","S Fkln","2","peak","251","251","100%"
"2024-08-01","B DIVISION","S Rock","2","offpeak","586","659","88.92261001517%"
"2024-08-01","B DIVISION","S Rock","1","offpeak","1,629","1,828","89.11378555799%"
"2024-08-01","B DIVISION","S Rock","1","peak","836","902","92.68292682927%"
"2024-08-01","B DIVISION","S Rock","2","peak","317","352","90.05681818182%"
"2024-08-01","B DIVISION","W","1","offpeak","6,859","9,477","72.37522422708%"
"2024-08-01","B DIVISION","W","2","offpeak","181","266","68.04511278195%"
"2024-08-01","B DIVISION","W","2","peak","108","168","64.28571428571%"
"2024-08-01","B DIVISION","W","1","peak","4,611","6,395","72.1032056294%"
"2024-09-01","A DIVISION","1","1","offpeak","18,980","24,872","76.3107108395%"
"2024-09-01","A DIVISION","1","2","offpeak","7,769","9,301","83.52865283303%"
"2024-09-01","A DIVISION","1","1","peak","11,858","16,261","72.92294446836%"
"2024-09-01","A DIVISION","1","2","peak","3,703","4,337","85.38160018446%"
"2024-09-01","A DIVISION","2","2","offpeak","7,425","9,658","76.87927107062%"
"2024-09-01","A DIVISION","2","1","offpeak","19,090","26,915","70.92699238343%"
"2024-09-01","A DIVISION","2","2","peak","3,829","4,882","78.43097091356%"
"2024-09-01","A DIVISION","2","1","peak","11,612","17,005","68.28579829462%"
"2024-09-01","A DIVISION","3","2","offpeak","3,433","4,053","84.7026893659%"
"2024-09-01","A DIVISION","3","1","offpeak","15,527","20,209","76.83210450789%"
"2024-09-01","A DIVISION","3","2","peak","1,649","1,973","83.57830714648%"
"2024-09-01","A DIVISION","3","1","peak","10,621","14,282","74.36633524716%"
"2024-09-01","A DIVISION","4","1","offpeak","22,566","29,794","75.74008189568%"
