"month","division","line","day_type","period","num_timepoints_passing_wait _assessment","num_sched_timepoints","wait assessment"
"2018-03-01","B DIVISION","W","1","offpeak","7,089","9,679","73.2410373%"
"2018-03-01","B DIVISION","W","1","peak","4,370","6,268","69.7192087%"
"2018-04-01","A DIVISION","1","1","offpeak","20,965","26,454","79.2507749%"
"2018-04-01","A DIVISION","1","2","offpeak","6,076","7,166","84.7892827%"
"2018-04-01","A DIVISION","1","1","peak","12,588","16,989","74.0950026%"
"2018-04-01","A DIVISION","1","2","peak","2,991","3,440","86.9476744%"
"2018-04-01","A DIVISION","2","1","offpeak","19,622","28,190","69.6062433%"
"2018-04-01","A DIVISION","2","2","offpeak","4,493","6,299","71.3287823%"
"2018-04-01","A DIVISION","2","1","peak","11,627","18,186","63.9337952%"
"2018-04-01","A DIVISION","2","2","peak","2,320","3,290","70.5167173%"
"2018-04-01","A DIVISION","3","1","offpeak","16,680","22,720","73.415493%"
"2018-04-01","A DIVISION","3","2","offpeak","2,903","3,098","93.7056165%"
"2018-04-01","A DIVISION","3","1","peak","10,382","14,952","69.435527%"
"2018-04-01","A DIVISION","3","2","peak","1,548","1,628","95.0859951%"
"2018-04-01","A DIVISION","4","1","offpeak","22,884","31,690","72.2120543%"
"2018-04-01","A DIVISION","4","2","offpeak","6,979","10,370","67.2999036%"
"2018-04-01","A DIVISION","4","1","peak","14,357","22,890","62.7217125%"
"2018-04-01","A DIVISION","4","2","peak","3,734","5,492","67.9898034%"
"2018-04-01","A DIVISION","5","1","offpeak","16,087","23,755","67.7204799%"
"2018-04-01","A DIVISION","5","2","offpeak","5,650","7,706","73.3194913%"
"2018-04-01","A DIVISION","5","1","peak","11,682","19,688","59.3356359%"
"2018-04-01","A DIVISION","5","2","peak","2,870","3,788","75.7655755%"
"2018-04-01","A DIVISION","6","1","offpeak","21,114","29,671","71.1603923%"
"2018-04-01","A DIVISION","6","2","offpeak","4,526","5,650","80.1061947%"
"2018-04-01","A DIVISION","6","1","peak","12,325","19,439","63.4034673%"
"2018-04-01","A DIVISION","6","2","peak","2,356","2,846","82.7828531%"
"2018-04-01","A DIVISION","7","1","offpeak","13,276","19,642","67.5898585%"
"2018-04-01","A DIVISION","7","2","offpeak","3,272","3,901","83.8759292%"
"2018-04-01","A DIVISION","7","1","peak","9,175","15,726","58.3428717%"
"2018-04-01","A DIVISION","7","2","peak","1,798","2,237","80.3755029%"
"2018-04-01","A DIVISION","S 42nd","1","offpeak","6,419","6,568","97.7314251%"
"2018-04-01","A DIVISION","S 42nd","2","offpeak","1,892","1,906","99.2654774%"
"2018-04-01","A DIVISION","S 42nd","1","peak","5,503","6,060","90.8085809%"
"2018-04-01","A DIVISION","S 42nd","2","peak","1,079","1,100","98.0909091%"
"2018-04-01","B DIVISION","A","1","offpeak","14,327","20,530","69.7856795%"
"2018-04-01","B DIVISION","A","2","offpeak","5,027","7,020","71.6096866%"
"2018-04-01","B DIVISION","A","1","peak","9,685","14,981","64.6485548%"
"2018-04-01","B DIVISION","A","2","peak","2,681","3,652","73.4118291%"
"2018-04-01","B DIVISION","B","1","offpeak","6,786","8,738","77.6607919%"
"2018-04-01","B DIVISION","B","1","peak","5,981","8,278","72.2517516%"
"2018-04-01","B DIVISION","C","1","offpeak","9,184","12,387","74.1422459%"
"2018-04-01","B DIVISION","C","2","offpeak","2,694","3,967","67.9102596%"
"2018-04-01","B DIVISION","C","1","peak","5,360","7,784","68.8591984%"
"2018-04-01","B DIVISION","C","2","peak","1,560","2,166","72.0221607%"
"2018-04-01","B DIVISION","D","1","offpeak","10,035","13,937","72.0025831%"
"2018-04-01","B DIVISION","D","2","offpeak","2,996","4,027","74.3978148%"
"2018-04-01","B DIVISION","D","1","peak","6,673","9,163","72.8254938%"
"2018-04-01","B DIVISION","D","2","peak","1,599","2,060","77.6213592%"
"2018-04-01","B DIVISION","E","1","offpeak","11,586","17,284","67.0330942%"
"2018-04-01","B DIVISION","E","2","offpeak","3,877","4,831","80.2525357%"
"2018-04-01","B DIVISION","E","1","peak","7,773","12,510","62.1342926%"
"2018-04-01","B DIVISION","E","2","peak","2,008","2,470","81.2955466%"
"2018-04-01","B DIVISION","F","1","offpeak","19,747","27,903","70.7701681%"
"2018-04-01","B DIVISION","F","2","offpeak","4,644","5,878","79.0064648%"
"2018-04-01","B DIVISION","F","1","peak","13,253","19,722","67.199067%"
"2018-04-01","B DIVISION","F","2","peak","2,433","2,992","81.3168449%"
"2018-04-01","B DIVISION","G","1","offpeak","10,029","12,227","82.0233909%"
"2018-04-01","B DIVISION","G","2","offpeak","3,740","4,302","86.9363087%"
"2018-04-01","B DIVISION","G","1","peak","5,898","7,534","78.2851075%"
"2018-04-01","B DIVISION","G","2","peak","1,942","2,210","87.8733032%"
"2018-04-01","B DIVISION","JZ","1","offpeak","8,765","11,357","77.1770714%"
"2018-04-01","B DIVISION","JZ","2","offpeak","2,921","3,493","83.6243916%"
"2018-04-01","B DIVISION","JZ","1","peak","5,899","8,191","72.0180686%"
"2018-04-01","B DIVISION","JZ","2","peak","1,572","1,868","84.1541756%"
"2018-04-01","B DIVISION","L","1","offpeak","18,631","23,390","79.6536982%"
"2018-04-01","B DIVISION","L","2","offpeak","7,884","10,018","78.698343%"
"2018-04-01","B DIVISION","L","1","peak","11,508","15,230","75.561392%"
"2018-04-01","B DIVISION","L","2","peak","4,121","5,119","80.5040047%"
"2018-04-01","B DIVISION","M","1","offpeak","11,794","16,593","71.0781655%"
"2018-04-01","B DIVISION","M","2","offpeak","1,405","1,520","92.4342105%"
"2018-04-01","B DIVISION","M","1","peak","7,609","10,959","69.4315175%"
"2018-04-01","B DIVISION","M","2","peak","700","779","89.8587933%"
"2018-04-01","B DIVISION","N","1","offpeak","12,662","17,593","71.971807%"
"2018-04-01","B DIVISION","N","2","offpeak","4,265","5,853","72.8686144%"
"2018-04-01","B DIVISION","N","1","peak","7,747","11,152","69.4673601%"
"2018-04-01","B DIVISION","N","2","peak","2,099","2,867","73.2124172%"
"2018-04-01","B DIVISION","Q","1","offpeak","10,150","12,915","78.5907859%"
"2018-04-01","B DIVISION","Q","2","offpeak","4,166","5,157","80.7834012%"
"2018-04-01","B DIVISION","Q","1","peak","5,908","7,929","74.5112877%"
"2018-04-01","B DIVISION","Q","2","peak","2,213","2,684","82.4515648%"
"2018-04-01","B DIVISION","R","1","offpeak","14,801","19,934","74.2500251%"
"2018-04-01","B DIVISION","R","2","offpeak","5,232","6,969","75.0753336%"
"2018-04-01","B DIVISION","R","1","peak","9,433","13,741","68.64857%"
"2018-04-01","B DIVISION","R","2","peak","2,705","3,520","76.8465909%"
"2018-04-01","B DIVISION","S Fkln","1","offpeak","2,020","2,047","98.6809966%"
"2018-04-01","B DIVISION","S Fkln","2","offpeak","861","878","98.0637813%"
"2018-04-01","B DIVISION","S Fkln","1","peak","1,133","1,149","98.6074848%"
"2018-04-01","B DIVISION","S Fkln","2","peak","426","435","97.9310345%"
"2018-04-01","B DIVISION","S Rock","1","offpeak","914","948","96.4135021%"
"2018-04-01","B DIVISION","S Rock","2","offpeak","369","382","96.5968586%"
"2018-04-01","B DIVISION","S Rock","1","peak","477","491","97.1486762%"
"2018-04-01","B DIVISION","S Rock","2","peak","185","191","96.8586387%"
"2018-04-01","B DIVISION","W","1","offpeak","6,741","9,247","72.8993187%"
"2018-04-01","B DIVISION","W","1","peak","4,199","5,936","70.7378706%"
"2018-05-01","A DIVISION","1","1","offpeak","21,654","27,670","78.2580412%"
"2018-05-01","A DIVISION","1","2","offpeak","5,205","6,052","86.0046266%"
"2018-05-01","A DIVISION","1","1","peak","13,156","17,798","73.9184178%"
"2018-05-01","A DIVISION","1","2","peak","2,517","2,913","86.4057673%"
"2018-05-01","A DIVISION","2","1","offpeak","20,457","29,005","70.5292191%"
"2018-05-01","A DIVISION","2","2","offpeak","4,377","5,837","74.9871509%"
"2018-05-01","A DIVISION","2","1","peak","12,319","19,032","64.7278268%"
"2018-05-01","A DIVISION","2","2","peak","2,271","3,077","73.8056549%"
"2018-05-01","A DIVISION","3","1","offpeak","16,712","22,939","72.8540913%"
"2018-05-01","A DIVISION","3","2","offpeak","2,855","3,100","92.0967742%"
"2018-05-01","A DIVISION","3","1","peak","10,713","15,664","68.3924923%"
"2018-05-01","A DIVISION","3","2","peak","1,492","1,628","91.6461916%"
"2018-05-01","A DIVISION","4","1","offpeak","23,709","33,119","71.5873064%"
"2018-05-01","A DIVISION","4","2","offpeak","6,568","9,501","69.1295653%"
"2018-05-01","A DIVISION","4","1","peak","14,930","23,933","62.3824844%"
"2018-05-01","A DIVISION","4","2","peak","3,603","5,085","70.8554572%"
"2018-05-01","A DIVISION","5","1","offpeak","17,263","24,606","70.1576851%"
"2018-05-01","A DIVISION","5","2","offpeak","5,335","7,253","73.55577%"
"2018-05-01","A DIVISION","5","1","peak","12,280","20,633","59.5163088%"
"2018-05-01","A DIVISION","5","2","peak","2,831","3,594","78.7701725%"
"2018-05-01","A DIVISION","6","1","offpeak","22,095","30,874","71.5650709%"
"2018-05-01","A DIVISION","6","2","offpeak","3,916","4,378","89.4472362%"
"2018-05-01","A DIVISION","6","1","peak","12,989","20,452","63.5096812%"
"2018-05-01","A DIVISION","6","2","peak","1,996","2,222","89.8289829%"
"2018-05-01","A DIVISION","7","1","offpeak","14,679","20,593","71.2815034%"
"2018-05-01","A DIVISION","7","2","offpeak","3,537","4,282","82.601588%"
"2018-05-01","A DIVISION","7","1","peak","10,165","16,609","61.2017581%"
"2018-05-01","A DIVISION","7","2","peak","1,993","2,526","78.8994458%"
"2018-05-01","A DIVISION","S 42nd","1","offpeak","6,734","6,884","97.8210343%"
"2018-05-01","A DIVISION","S 42nd","2","offpeak","1,692","1,704","99.2957746%"
"2018-05-01","A DIVISION","S 42nd","1","peak","5,890","6,402","92.0024992%"
"2018-05-01","A DIVISION","S 42nd","2","peak","985","992","99.2943548%"
"2018-05-01","B DIVISION","A","1","offpeak","14,549","21,213","68.5853015%"
"2018-05-01","B DIVISION","A","2","offpeak","4,217","5,716","73.7753674%"
"2018-05-01","B DIVISION","A","1","peak","10,348","15,845","65.307668%"
"2018-05-01","B DIVISION","A","2","peak","2,211","3,005","73.577371%"
"2018-05-01","B DIVISION","B","1","offpeak","6,846","9,203","74.3887863%"
"2018-05-01","B DIVISION","B","1","peak","6,195","8,659","71.5440582%"
"2018-05-01","B DIVISION","C","1","offpeak","9,115","12,335","73.8954195%"
"2018-05-01","B DIVISION","C","2","offpeak","2,532","3,361","75.3347218%"
"2018-05-01","B DIVISION","C","1","peak","5,940","8,227","72.2012884%"
"2018-05-01","B DIVISION","C","2","peak","1,350","1,828","73.8512035%"
"2018-05-01","B DIVISION","D","1","offpeak","10,237","14,646","69.8962174%"
"2018-05-01","B DIVISION","D","2","offpeak","2,187","2,986","73.241795%"
"2018-05-01","B DIVISION","D","1","peak","6,609","9,609","68.7792694%"
"2018-05-01","B DIVISION","D","2","peak","1,145","1,525","75.0819672%"
"2018-05-01","B DIVISION","E","1","offpeak","12,592","18,226","69.0881159%"
"2018-05-01","B DIVISION","E","2","offpeak","3,059","3,670","83.3514986%"
"2018-05-01","B DIVISION","E","1","peak","8,232","13,124","62.724779%"
"2018-05-01","B DIVISION","E","2","peak","1,559","1,841","84.6822379%"
"2018-05-01","B DIVISION","F","1","offpeak","20,256","29,192","69.3888737%"
"2018-05-01","B DIVISION","F","2","offpeak","3,083","3,714","83.0102316%"
"2018-05-01","B DIVISION","F","1","peak","14,039","21,009","66.8237422%"
"2018-05-01","B DIVISION","F","2","peak","1,546","1,875","82.4533333%"
"2018-05-01","B DIVISION","G","1","offpeak","10,567","12,929","81.7309923%"
"2018-05-01","B DIVISION","G","2","offpeak","3,394","4,048","83.8438735%"
"2018-05-01","B DIVISION","G","1","peak","6,273","7,902","79.3849658%"
"2018-05-01","B DIVISION","G","2","peak","1,784","2,091","85.3180297%"
"2018-05-01","B DIVISION","JZ","1","offpeak","9,731","11,959","81.3696797%"
"2018-05-01","B DIVISION","JZ","2","offpeak","3,044","3,659","83.192129%"
"2018-05-01","B DIVISION","JZ","1","peak","6,287","8,605","73.0621732%"
"2018-05-01","B DIVISION","JZ","2","peak","1,692","1,972","85.801217%"
"2018-05-01","B DIVISION","L","1","offpeak","19,354","25,006","77.3974246%"
"2018-05-01","B DIVISION","L","2","offpeak","6,997","8,999","77.7530837%"
"2018-05-01","B DIVISION","L","1","peak","11,911","15,831","75.2384562%"
"2018-05-01","B DIVISION","L","2","peak","3,607","4,604","78.3449175%"
"2018-05-01","B DIVISION","M","1","offpeak","12,264","16,064","76.3446215%"
"2018-05-01","B DIVISION","M","2","offpeak","1,682","1,866","90.1393355%"
"2018-05-01","B DIVISION","M","1","peak","8,025","11,547","69.4985711%"
"2018-05-01","B DIVISION","M","2","peak","843","989","85.2376138%"
"2018-05-01","B DIVISION","N","1","offpeak","13,170","18,222","72.2752716%"
"2018-05-01","B DIVISION","N","2","offpeak","3,801","5,215","72.885906%"
"2018-05-01","B DIVISION","N","1","peak","7,843","11,630","67.4376612%"
"2018-05-01","B DIVISION","N","2","peak","1,808","2,571","70.3228316%"
"2018-05-01","B DIVISION","Q","1","offpeak","10,516","13,843","75.9661923%"
"2018-05-01","B DIVISION","Q","2","offpeak","3,508","4,397","79.7816693%"
"2018-05-01","B DIVISION","Q","1","peak","6,158","8,408","73.2397716%"
"2018-05-01","B DIVISION","Q","2","peak","1,854","2,338","79.2985458%"
"2018-05-01","B DIVISION","R","1","offpeak","14,842","21,081","70.4046298%"
"2018-05-01","B DIVISION","R","2","offpeak","4,074","5,720","71.2237762%"
"2018-05-01","B DIVISION","R","1","peak","9,820","14,471","67.8598576%"
"2018-05-01","B DIVISION","R","2","peak","2,095","2,903","72.1667241%"
"2018-05-01","B DIVISION","S Fkln","1","offpeak","2,153","2,207","97.5532397%"
"2018-05-01","B DIVISION","S Fkln","2","offpeak","740","747","99.0629183%"
"2018-05-01","B DIVISION","S Fkln","1","peak","1,252","1,282","97.6599064%"
"2018-05-01","B DIVISION","S Fkln","2","peak","403","408","98.7745098%"
"2018-05-01","B DIVISION","S Rock","1","offpeak","1,088","1,149","94.6910357%"
"2018-05-01","B DIVISION","S Rock","2","offpeak","337","351","96.011396%"
"2018-05-01","B DIVISION","S Rock","1","peak","561","590","95.0847458%"
"2018-05-01","B DIVISION","S Rock","2","peak","177","187","94.6524064%"
"2018-05-01","B DIVISION","W","1","offpeak","6,700","9,436","71.004663%"
"2018-05-01","B DIVISION","W","1","peak","4,392","6,206","70.7702224%"
"2018-06-01","A DIVISION","1","1","offpeak","20,035","26,452","75.7409648%"
"2018-06-01","A DIVISION","1","2","offpeak","5,950","6,930","85.8585859%"
"2018-06-01","A DIVISION","1","1","peak","12,468","16,989","73.3886633%"
"2018-06-01","A DIVISION","1","2","peak","2,934","3,347","87.6605916%"
"2018-06-01","A DIVISION","2","1","offpeak","19,222","27,683","69.436116%"
"2018-06-01","A DIVISION","2","2","offpeak","5,010","7,236","69.2371476%"
"2018-06-01","A DIVISION","2","1","peak","12,026","18,226","65.9826621%"
"2018-06-01","A DIVISION","2","2","peak","2,780","3,784","73.4672304%"
"2018-06-01","A DIVISION","3","1","offpeak","15,855","21,746","72.9099605%"
"2018-06-01","A DIVISION","3","2","offpeak","3,723","4,283","86.9250525%"
"2018-06-01","A DIVISION","3","1","peak","10,603","14,953","70.9088477%"
"2018-06-01","A DIVISION","3","2","peak","2,013","2,197","91.6249431%"
"2018-06-01","A DIVISION","4","1","offpeak","22,491","31,530","71.3320647%"
"2018-06-01","A DIVISION","4","2","offpeak","7,046","10,281","68.5341893%"
"2018-06-01","A DIVISION","4","1","peak","14,482","22,857","63.359146%"
"2018-06-01","A DIVISION","4","2","peak","3,743","5,529","67.6975945%"
"2018-06-01","A DIVISION","5","1","offpeak","16,719","23,874","70.0301583%"
"2018-06-01","A DIVISION","5","2","offpeak","5,179","7,385","70.1286391%"
"2018-06-01","A DIVISION","5","1","peak","12,254","19,698","62.2093614%"
"2018-06-01","A DIVISION","5","2","peak","2,747","3,746","73.3315537%"
"2018-06-01","A DIVISION","6","1","offpeak","21,175","30,079","70.3979521%"
"2018-06-01","A DIVISION","6","2","offpeak","4,842","6,084","79.5857988%"
"2018-06-01","A DIVISION","6","1","peak","12,691","19,554","64.9023218%"
"2018-06-01","A DIVISION","6","2","peak","2,576","3,173","81.1849984%"
"2018-06-01","A DIVISION","7","1","offpeak","13,433","19,492","68.9154525%"
"2018-06-01","A DIVISION","7","2","offpeak","4,169","5,611","74.3004812%"
"2018-06-01","A DIVISION","7","1","peak","9,316","15,508","60.0722208%"
"2018-06-01","A DIVISION","7","2","peak","2,293","3,486","65.7773953%"
"2018-06-01","A DIVISION","S 42nd","1","offpeak","6,384","6,568","97.1985384%"
"2018-06-01","A DIVISION","S 42nd","2","offpeak","1,940","1,952","99.3852459%"
"2018-06-01","A DIVISION","S 42nd","1","peak","5,631","6,095","92.3872026%"
"2018-06-01","A DIVISION","S 42nd","2","peak","1,163","1,168","99.5719178%"
"2018-06-01","B DIVISION","A","1","offpeak","14,347","20,517","69.9273773%"
"2018-06-01","B DIVISION","A","2","offpeak","5,208","7,130","73.0434783%"
"2018-06-01","B DIVISION","A","1","peak","10,133","15,433","65.6580056%"
"2018-06-01","B DIVISION","A","2","peak","2,760","3,755","73.5019973%"
"2018-06-01","B DIVISION","B","1","offpeak","6,661","8,758","76.0561772%"
"2018-06-01","B DIVISION","B","1","peak","5,907","8,272","71.4095745%"
"2018-06-01","B DIVISION","C","1","offpeak","9,357","12,440","75.2170418%"
"2018-06-01","B DIVISION","C","2","offpeak","3,259","4,303","75.7378573%"
"2018-06-01","B DIVISION","C","1","peak","5,937","7,872","75.4192073%"
"2018-06-01","B DIVISION","C","2","peak","1,833","2,390","76.6945607%"
"2018-06-01","B DIVISION","D","1","offpeak","10,337","14,263","72.474234%"
"2018-06-01","B DIVISION","D","2","offpeak","3,264","4,322","75.5205923%"
"2018-06-01","B DIVISION","D","1","peak","6,654","9,186","72.4363161%"
"2018-06-01","B DIVISION","D","2","peak","1,701","2,193","77.5649795%"
"2018-06-01","B DIVISION","E","1","offpeak","11,975","17,262","69.3720311%"
"2018-06-01","B DIVISION","E","2","offpeak","2,528","3,213","78.680361%"
"2018-06-01","B DIVISION","E","1","peak","8,505","12,600","67.5%"
"2018-06-01","B DIVISION","E","2","peak","1,231","1,599","76.985616%"
"2018-06-01","B DIVISION","F","1","offpeak","20,246","28,196","71.8045113%"
"2018-06-01","B DIVISION","F","2","offpeak","4,760","6,078","78.3152353%"
"2018-06-01","B DIVISION","F","1","peak","14,169","20,104","70.4785117%"
"2018-06-01","B DIVISION","F","2","peak","2,384","3,067","77.7306814%"
"2018-06-01","B DIVISION","G","1","offpeak","9,834","11,989","82.0251898%"
"2018-06-01","B DIVISION","G","2","offpeak","3,369","3,810","88.4251969%"
"2018-06-01","B DIVISION","G","1","peak","6,115","7,564","80.8434691%"
"2018-06-01","B DIVISION","G","2","peak","1,779","1,984","89.6673387%"
"2018-06-01","B DIVISION","JZ","1","offpeak","9,037","11,300","79.9734513%"
"2018-06-01","B DIVISION","JZ","2","offpeak","3,327","4,002","83.1334333%"
"2018-06-01","B DIVISION","JZ","1","peak","5,926","8,180","72.4449878%"
"2018-06-01","B DIVISION","JZ","2","peak","1,814","2,157","84.0982847%"
"2018-06-01","B DIVISION","L","1","offpeak","17,776","22,465","79.1275317%"
"2018-06-01","B DIVISION","L","2","offpeak","7,116","8,981","79.2339383%"
"2018-06-01","B DIVISION","L","1","peak","11,533","15,181","75.9699625%"
"2018-06-01","B DIVISION","L","2","peak","3,613","4,349","83.0765693%"
"2018-06-01","B DIVISION","M","1","offpeak","11,484","14,559","78.8790439%"
"2018-06-01","B DIVISION","M","2","offpeak","1,720","1,895","90.7651715%"
"2018-06-01","B DIVISION","M","1","peak","7,789","11,064","70.3994939%"
"2018-06-01","B DIVISION","M","2","peak","922","1,016","90.7480315%"
"2018-06-01","B DIVISION","N","1","offpeak","12,263","17,607","69.6484353%"
"2018-06-01","B DIVISION","N","2","offpeak","3,676","5,218","70.4484477%"
"2018-06-01","B DIVISION","N","1","peak","7,678","11,145","68.8918798%"
"2018-06-01","B DIVISION","N","2","peak","1,867","2,589","72.1127849%"
"2018-06-01","B DIVISION","Q","1","offpeak","10,478","13,631","76.8689018%"
"2018-06-01","B DIVISION","Q","2","offpeak","4,534","5,357","84.6369237%"
"2018-06-01","B DIVISION","Q","1","peak","5,988","8,059","74.3020226%"
"2018-06-01","B DIVISION","Q","2","peak","2,365","2,769","85.4098953%"
"2018-06-01","B DIVISION","R","1","offpeak","14,722","20,280","72.5936884%"
"2018-06-01","B DIVISION","R","2","offpeak","5,161","6,974","74.0034414%"
"2018-06-01","B DIVISION","R","1","peak","9,460","13,877","68.1703538%"
"2018-06-01","B DIVISION","R","2","peak","2,699","3,551","76.0067587%"
"2018-06-01","B DIVISION","S Fkln","1","offpeak","1,854","1,916","96.7640919%"
"2018-06-01","B DIVISION","S Fkln","2","offpeak","857","863","99.3047509%"
"2018-06-01","B DIVISION","S Fkln","1","peak","1,088","1,109","98.1064022%"
"2018-06-01","B DIVISION","S Fkln","2","peak","463","465","99.5698925%"
"2018-06-01","B DIVISION","S Rock","1","offpeak","1,718","1,819","94.4474986%"
"2018-06-01","B DIVISION","S Rock","2","offpeak","591","674","87.6854599%"
"2018-06-01","B DIVISION","S Rock","1","peak","877","922","95.1193059%"
"2018-06-01","B DIVISION","S Rock","2","peak","347","374","92.7807487%"
"2018-06-01","B DIVISION","W","1","offpeak","6,118","9,173","66.6957375%"
"2018-06-01","B DIVISION","W","1","peak","4,068","5,983","67.9926458%"
"2018-07-01","A DIVISION","1","1","offpeak","19,494","25,834","75.4586978%"
"2018-07-01","A DIVISION","1","2","offpeak","5,542","6,760","81.9822485%"
"2018-07-01","A DIVISION","1","1","peak","12,057","16,989","70.9694508%"
"2018-07-01","A DIVISION","1","2","peak","2,684","3,277","81.9041807%"
"2018-07-01","A DIVISION","2","1","offpeak","18,590","28,191","65.9430315%"
"2018-07-01","A DIVISION","2","2","offpeak","6,611","9,896","66.8047696%"
"2018-07-01","A DIVISION","2","1","peak","11,785","18,347","64.2339347%"
"2018-07-01","A DIVISION","2","2","peak","3,518","5,155","68.2444229%"
"2018-07-01","A DIVISION","3","1","offpeak","14,329","21,165","67.7013938%"
"2018-07-01","A DIVISION","3","2","offpeak","4,809","6,094","78.9136856%"
"2018-07-01","A DIVISION","3","1","peak","10,022","14,973","66.9338142%"
"2018-07-01","A DIVISION","3","2","peak","2,427","2,994","81.0621242%"
"2018-07-01","A DIVISION","4","1","offpeak","22,100","31,625","69.8814229%"
"2018-07-01","A DIVISION","4","2","offpeak","6,938","9,918","69.9536197%"
"2018-07-01","A DIVISION","4","1","peak","14,354","22,874","62.7524701%"
"2018-07-01","A DIVISION","4","2","peak","3,729","5,267","70.7993165%"
"2018-07-01","A DIVISION","5","1","offpeak","15,689","23,137","67.8091369%"
"2018-07-01","A DIVISION","5","2","offpeak","2,459","2,932","83.8676671%"
"2018-07-01","A DIVISION","5","1","peak","11,814","19,688","60.0060951%"
"2018-07-01","A DIVISION","5","2","peak","1,231","1,534","80.2477184%"
"2018-07-01","A DIVISION","6","1","offpeak","20,662","29,570","69.8748732%"
"2018-07-01","A DIVISION","6","2","offpeak","5,103","6,799","75.0551552%"
"2018-07-01","A DIVISION","6","1","peak","12,963","19,533","66.3646137%"
"2018-07-01","A DIVISION","6","2","peak","2,646","3,527","75.0212645%"
"2018-07-01","A DIVISION","7","1","offpeak","14,041","19,908","70.5294354%"
"2018-07-01","A DIVISION","7","2","offpeak","3,819","5,436","70.2538631%"
"2018-07-01","A DIVISION","7","1","peak","9,560","15,455","61.8570042%"
"2018-07-01","A DIVISION","7","2","peak","2,063","3,429","60.1633129%"
"2018-07-01","A DIVISION","S 42nd","1","offpeak","6,283","6,570","95.6316591%"
"2018-07-01","A DIVISION","S 42nd","2","offpeak","1,875","1,906","98.3735572%"
"2018-07-01","A DIVISION","S 42nd","1","peak","5,412","6,051","89.439762%"
"2018-07-01","A DIVISION","S 42nd","2","peak","1,069","1,100","97.1818182%"
"2018-07-01","B DIVISION","A","1","offpeak","14,426","20,884","69.0768052%"
"2018-07-01","B DIVISION","A","2","offpeak","5,046","7,005","72.0342612%"
"2018-07-01","B DIVISION","A","1","peak","9,668","14,675","65.8807496%"
"2018-07-01","B DIVISION","A","2","peak","2,649","3,640","72.7747253%"
"2018-07-01","B DIVISION","B","1","offpeak","6,783","8,944","75.838551%"
"2018-07-01","B DIVISION","B","1","peak","5,976","8,302","71.9826548%"
"2018-07-01","B DIVISION","C","1","offpeak","9,455","12,506","75.6037102%"
"2018-07-01","B DIVISION","C","2","offpeak","3,164","4,333","73.0210016%"
"2018-07-01","B DIVISION","C","1","peak","5,620","7,849","71.6014779%"
"2018-07-01","B DIVISION","C","2","peak","1,740","2,394","72.6817043%"
"2018-07-01","B DIVISION","D","1","offpeak","10,065","14,250","70.6315789%"
"2018-07-01","B DIVISION","D","2","offpeak","3,224","4,252","75.8231421%"
"2018-07-01","B DIVISION","D","1","peak","6,426","9,133","70.3602321%"
"2018-07-01","B DIVISION","D","2","peak","1,606","2,157","74.4552619%"
"2018-07-01","B DIVISION","E","1","offpeak","12,179","17,343","70.224298%"
"2018-07-01","B DIVISION","E","2","offpeak","2,653","3,510","75.5840456%"
"2018-07-01","B DIVISION","E","1","peak","7,895","12,552","62.8983429%"
"2018-07-01","B DIVISION","E","2","peak","1,300","1,739","74.7556067%"
"2018-07-01","B DIVISION","F","1","offpeak","19,700","28,091","70.1292229%"
"2018-07-01","B DIVISION","F","2","offpeak","4,307","5,687","75.7341305%"
"2018-07-01","B DIVISION","F","1","peak","13,613","20,078","67.8005777%"
"2018-07-01","B DIVISION","F","2","peak","2,282","2,860","79.7902098%"
"2018-07-01","B DIVISION","G","1","offpeak","10,065","12,343","81.5441951%"
"2018-07-01","B DIVISION","G","2","offpeak","3,056","3,571","85.5782694%"
"2018-07-01","B DIVISION","G","1","peak","6,131","7,750","79.1096774%"
"2018-07-01","B DIVISION","G","2","peak","1,610","1,873","85.9583556%"
"2018-07-01","B DIVISION","JZ","1","offpeak","8,976","11,346","79.1115812%"
"2018-07-01","B DIVISION","JZ","2","offpeak","2,931","3,617","81.0340061%"
"2018-07-01","B DIVISION","JZ","1","peak","5,931","8,196","72.3645681%"
"2018-07-01","B DIVISION","JZ","2","peak","1,536","1,893","81.141046%"
"2018-07-01","B DIVISION","L","1","offpeak","17,875","22,812","78.3578818%"
"2018-07-01","B DIVISION","L","2","offpeak","6,454","8,496","75.9651601%"
"2018-07-01","B DIVISION","L","1","peak","11,173","15,206","73.4775746%"
"2018-07-01","B DIVISION","L","2","peak","3,353","4,054","82.7084361%"
"2018-07-01","B DIVISION","M","1","offpeak","10,933","15,037","72.7073219%"
"2018-07-01","B DIVISION","M","2","offpeak","1,096","1,161","94.4013781%"
"2018-07-01","B DIVISION","M","1","peak","7,337","11,008","66.6515262%"
"2018-07-01","B DIVISION","M","2","peak","540","579","93.2642487%"
"2018-07-01","B DIVISION","N","1","offpeak","11,789","17,617","66.9183175%"
"2018-07-01","B DIVISION","N","2","offpeak","3,459","4,875","70.9538462%"
"2018-07-01","B DIVISION","N","1","peak","7,579","11,072","68.4519509%"
"2018-07-01","B DIVISION","N","2","peak","1,786","2,421","73.7711689%"
"2018-07-01","B DIVISION","Q","1","offpeak","10,132","13,662","74.1619089%"
"2018-07-01","B DIVISION","Q","2","offpeak","3,850","4,934","78.0299959%"
"2018-07-01","B DIVISION","Q","1","peak","6,055","8,142","74.3674773%"
