"month","division","line","day_type","num_on_time_trips","num_sched_trips","terminal_on_time_performance"
"2023-11-01","B DIVISION","N","1","7,530","9,891","76.12981498332%"
"2023-11-01","B DIVISION","N","2","1,583","2,293","69.03619712167%"
"2023-11-01","B DIVISION","Q","1","5,314","6,613","80.35687282625%"
"2023-11-01","B DIVISION","Q","2","1,711","2,326","73.55975924334%"
"2023-11-01","B DIVISION","R","1","5,067","6,354","79.74504249292%"
"2023-11-01","B DIVISION","R","2","1,726","2,078","83.06063522618%"
"2023-12-01","A DIVISION","1","1","7,201","9,261","77.75618183781%"
"2023-12-01","A DIVISION","1","2","3,408","3,897","87.4518860662%"
"2023-12-01","A DIVISION","2","1","4,521","6,496","69.59667487685%"
"2023-12-01","A DIVISION","2","2","1,809","2,571","70.36172695449%"
"2023-12-01","A DIVISION","3","1","5,061","6,004","84.29380413058%"
"2023-12-01","A DIVISION","3","2","1,863","2,300","81%"
"2023-12-01","A DIVISION","4","1","5,845","7,385","79.14691943128%"
"2023-12-01","A DIVISION","4","2","2,298","2,926","78.53725222146%"
"2023-12-01","A DIVISION","5","1","5,274","6,580","80.15197568389%"
"2023-12-01","A DIVISION","5","2","1,912","2,305","82.95010845987%"
"2023-12-01","A DIVISION","6","1","8,139","11,166","72.89091886083%"
"2023-12-01","A DIVISION","6","2","3,130","3,865","80.98318240621%"
"2023-12-01","A DIVISION","7","1","11,084","12,840","86.32398753894%"
"2023-12-01","A DIVISION","7","2","3,569","4,146","86.08297153883%"
"2023-12-01","A DIVISION","GS","1","8,243","8,260","99.79418886199%"
"2023-12-01","A DIVISION","GS","2","3,776","3,776","100%"
"2023-12-01","B DIVISION","A","1","5,536","7,625","72.60327868852%"
"2023-12-01","B DIVISION","A","2","2,820","3,806","74.09353652128%"
"2023-12-01","B DIVISION","B","1","2,778","3,921","70.84927314461%"
"2023-12-01","B DIVISION","C","1","2,995","4,338","69.04103273398%"
"2023-12-01","B DIVISION","C","2","1,007","1,416","71.11581920904%"
"2023-12-01","B DIVISION","D","1","3,802","5,514","68.95175915851%"
"2023-12-01","B DIVISION","D","2","1,745","2,381","73.28853422932%"
"2023-12-01","B DIVISION","E","1","5,722","8,022","71.3288456744%"
"2023-12-01","B DIVISION","E","2","1,782","2,304","77.34375%"
"2023-12-01","B DIVISION","F","1","5,019","7,803","64.32141484045%"
"2023-12-01","B DIVISION","F","2","1,627","2,292","70.98603839442%"
"2023-12-01","B DIVISION","FS","1","4,676","4,708","99.32030586236%"
"2023-12-01","B DIVISION","FS","2","2,312","2,318","99.74115616911%"
"2023-12-01","B DIVISION","G","1","4,878","5,755","84.76107732407%"
"2023-12-01","B DIVISION","G","2","2,527","2,779","90.93198992443%"
"2023-12-01","B DIVISION","H","1","3,248","3,360","96.66666666667%"
"2023-12-01","B DIVISION","H","2","1,381","1,443","95.7033957034%"
"2023-12-01","B DIVISION","J","1","4,712","5,578","84.47472212262%"
"2023-12-01","B DIVISION","J","2","2,426","2,692","90.11887072808%"
"2023-12-01","B DIVISION","L","1","9,929","10,912","90.99156891496%"
"2023-12-01","B DIVISION","L","2","4,758","5,166","92.10220673635%"
"2023-12-01","B DIVISION","M","1","4,471","5,140","86.98443579767%"
"2023-12-01","B DIVISION","M","2","2,629","2,762","95.18464880521%"
"2023-12-01","B DIVISION","N","1","6,350","9,317","68.15498551036%"
"2023-12-01","B DIVISION","N","2","1,551","2,384","65.05872483221%"
"2023-12-01","B DIVISION","Q","1","4,910","6,361","77.18912120736%"
"2023-12-01","B DIVISION","Q","2","2,468","2,892","85.33886583679%"
"2023-12-01","B DIVISION","R","1","4,571","6,055","75.49132947977%"
"2023-12-01","B DIVISION","R","2","1,903","2,371","80.26149304091%"
"2024-01-01","A DIVISION","1","1","7,029","9,664","72.73385761589%"
"2024-01-01","A DIVISION","1","2","2,042","2,396","85.22537562604%"
"2024-01-01","A DIVISION","2","1","4,864","6,958","69.90514515665%"
"2024-01-01","A DIVISION","2","2","1,047","1,760","59.48863636364%"
"2024-01-01","A DIVISION","3","1","5,084","6,269","81.09746371032%"
"2024-01-01","A DIVISION","3","2","1,146","1,660","69.03614457831%"
"2024-01-01","A DIVISION","4","1","6,387","8,171","78.16668706401%"
"2024-01-01","A DIVISION","4","2","2,245","2,817","79.69471068513%"
"2024-01-01","A DIVISION","5","1","5,537","7,222","76.66851287732%"
"2024-01-01","A DIVISION","5","2","1,215","1,375","88.36363636364%"
"2024-01-01","A DIVISION","6","1","9,375","12,267","76.42455368061%"
"2024-01-01","A DIVISION","6","2","2,652","3,300","80.36363636364%"
"2024-01-01","A DIVISION","7","1","12,168","14,132","86.10246249646%"
"2024-01-01","A DIVISION","7","2","2,714","2,814","96.44633972992%"
"2024-01-01","A DIVISION","GS","1","11,696","11,770","99.37128292268%"
"2024-01-01","A DIVISION","GS","2","3,515","3,524","99.74460839955%"
"2024-01-01","B DIVISION","A","1","6,188","8,396","73.70176274416%"
"2024-01-01","B DIVISION","A","2","1,765","2,519","70.06748709805%"
"2024-01-01","B DIVISION","B","1","2,928","4,312","67.90352504638%"
"2024-01-01","B DIVISION","C","1","3,482","4,884","71.29402129402%"
"2024-01-01","B DIVISION","C","2","952","1,416","67.23163841808%"
"2024-01-01","B DIVISION","D","1","4,178","6,044","69.12640635341%"
"2024-01-01","B DIVISION","D","2","1,501","1,947","77.09296353364%"
"2024-01-01","B DIVISION","E","1","6,279","8,804","71.31985461154%"
"2024-01-01","B DIVISION","E","2","2,051","2,428","84.47281713344%"
"2024-01-01","B DIVISION","F","1","5,162","8,580","60.16317016317%"
"2024-01-01","B DIVISION","F","2","1,526","1,874","81.43009605123%"
"2024-01-01","B DIVISION","FS","1","5,106","5,130","99.53216374269%"
"2024-01-01","B DIVISION","FS","2","1,878","1,894","99.15522703273%"
"2024-01-01","B DIVISION","G","1","5,729","6,538","87.62618537779%"
"2024-01-01","B DIVISION","G","2","2,132","2,289","93.14110965487%"
"2024-01-01","B DIVISION","H","1","3,581","3,696","96.88852813853%"
"2024-01-01","B DIVISION","H","2","1,376","1,398","98.42632331903%"
"2024-01-01","B DIVISION","J","1","5,195","6,140","84.60912052117%"
"2024-01-01","B DIVISION","J","2","1,945","2,200","88.40909090909%"
"2024-01-01","B DIVISION","L","1","11,035","12,261","90.00081559416%"
"2024-01-01","B DIVISION","L","2","3,631","3,882","93.53426069037%"
"2024-01-01","B DIVISION","M","1","5,160","5,654","91.26282278033%"
"2024-01-01","B DIVISION","M","2","2,166","2,256","96.01063829787%"
"2024-01-01","B DIVISION","N","1","6,955","10,441","66.6123934489%"
"2024-01-01","B DIVISION","N","2","2,644","3,622","72.99834345665%"
"2024-01-01","B DIVISION","Q","1","5,234","7,339","71.31761820412%"
"2024-01-01","B DIVISION","Q","2","1,833","2,257","81.21400088613%"
"2024-01-01","B DIVISION","R","1","5,183","6,706","77.28899492991%"
"2024-01-01","B DIVISION","R","2","2,104","2,500","84.16%"
"2024-02-01","A DIVISION","1","1","7,353","9,176","80.13295553618%"
"2024-02-01","A DIVISION","1","2","2,645","3,492","75.74455899198%"
"2024-02-01","A DIVISION","2","1","4,675","6,534","71.54882154882%"
"2024-02-01","A DIVISION","2","2","653","2,106","31.00664767331%"
"2024-02-01","A DIVISION","3","1","5,044","5,952","84.74462365591%"
"2024-02-01","A DIVISION","3","2","648","1,050","61.71428571429%"
"2024-02-01","A DIVISION","4","1","6,032","7,451","80.95557643269%"
"2024-02-01","A DIVISION","4","2","1,800","2,844","63.29113924051%"
"2024-02-01","A DIVISION","5","1","5,190","6,540","79.35779816514%"
"2024-02-01","A DIVISION","5","2","1,437","1,764","81.46258503401%"
"2024-02-01","A DIVISION","6","1","8,448","11,420","73.97548161121%"
"2024-02-01","A DIVISION","6","2","2,175","2,900","75%"
"2024-02-01","A DIVISION","7","1","11,934","12,840","92.94392523364%"
"2024-02-01","A DIVISION","7","2","2,870","3,154","90.99556119214%"
"2024-02-01","A DIVISION","GS","1","10,406","10,424","99.82732156562%"
"2024-02-01","A DIVISION","GS","2","3,091","3,096","99.83850129199%"
"2024-02-01","B DIVISION","A","1","5,670","7,478","75.82241240974%"
"2024-02-01","B DIVISION","A","2","1,575","2,530","62.25296442688%"
"2024-02-01","B DIVISION","B","1","2,584","3,744","69.01709401709%"
"2024-02-01","B DIVISION","C","1","3,228","4,440","72.7027027027%"
"2024-02-01","B DIVISION","C","2","691","1,410","49.00709219858%"
"2024-02-01","B DIVISION","D","1","3,811","5,494","69.36658172552%"
"2024-02-01","B DIVISION","D","2","1,312","1,944","67.48971193416%"
"2024-02-01","B DIVISION","E","1","5,330","7,998","66.6416604151%"
"2024-02-01","B DIVISION","E","2","1,225","1,896","64.60970464135%"
"2024-02-01","B DIVISION","F","1","4,281","7,806","54.84242890085%"
"2024-02-01","B DIVISION","F","2","1,186","1,896","62.55274261603%"
"2024-02-01","B DIVISION","FS","1","4,676","4,680","99.91452991453%"
"2024-02-01","B DIVISION","FS","2","1,902","1,922","98.95941727367%"
"2024-02-01","B DIVISION","G","1","5,153","6,084","84.69756738988%"
"2024-02-01","B DIVISION","G","2","2,785","2,908","95.77028885832%"
"2024-02-01","B DIVISION","H","1","3,281","3,361","97.61975602499%"
"2024-02-01","B DIVISION","H","2","1,368","1,421","96.27023223082%"
"2024-02-01","B DIVISION","J","1","4,718","5,583","84.50653770374%"
"2024-02-01","B DIVISION","J","2","2,033","2,228","91.24775583483%"
"2024-02-01","B DIVISION","L","1","10,085","10,911","92.42965814316%"
"2024-02-01","B DIVISION","L","2","3,570","3,928","90.88594704684%"
"2024-02-01","B DIVISION","M","1","4,745","5,130","92.49512670565%"
"2024-02-01","B DIVISION","M","2","2,227","2,286","97.41907261592%"
"2024-02-01","B DIVISION","N","1","6,705","9,424","71.14813242784%"
"2024-02-01","B DIVISION","N","2","1,217","1,944","62.60288065844%"
"2024-02-01","B DIVISION","Q","1","5,019","6,491","77.32244646434%"
"2024-02-01","B DIVISION","Q","2","1,736","2,259","76.84816290394%"
"2024-02-01","B DIVISION","R","1","4,635","6,099","75.99606492868%"
"2024-02-01","B DIVISION","R","2","1,476","1,940","76.0824742268%"
"2024-03-01","A DIVISION","1","1","7,600","9,602","79.15017704645%"
"2024-03-01","A DIVISION","1","2","2,627","2,914","90.15099519561%"
"2024-03-01","A DIVISION","2","1","5,035","7,071","71.20633573752%"
"2024-03-01","A DIVISION","2","2","1,182","2,110","56.01895734597%"
"2024-03-01","A DIVISION","3","1","5,339","6,254","85.36936360729%"
"2024-03-01","A DIVISION","3","2","1,407","2,084","67.51439539347%"
"2024-03-01","A DIVISION","4","1","6,206","7,766","79.91243883595%"
"2024-03-01","A DIVISION","4","2","2,076","2,662","77.98647633358%"
"2024-03-01","A DIVISION","5","1","5,386","6,893","78.13724067895%"
"2024-03-01","A DIVISION","5","2","1,765","1,959","90.09698825932%"
"2024-03-01","A DIVISION","6","1","7,914","11,668","67.82653411039%"
"2024-03-01","A DIVISION","6","2","2,446","3,202","76.38975640225%"
"2024-03-01","A DIVISION","7","1","12,745","13,486","94.50541302091%"
"2024-03-01","A DIVISION","7","2","3,305","3,448","95.85266821346%"
"2024-03-01","A DIVISION","GS","1","11,517","11,526","99.92191566892%"
"2024-03-01","A DIVISION","GS","2","3,657","3,674","99.53728905825%"
"2024-03-01","B DIVISION","A","1","5,634","7,896","71.35258358663%"
"2024-03-01","B DIVISION","A","2","2,089","2,787","74.95514890563%"
"2024-03-01","B DIVISION","B","1","2,715","4,026","67.43666169896%"
"2024-03-01","B DIVISION","C","1","3,094","4,662","66.36636636637%"
"2024-03-01","B DIVISION","C","2","953","1,560","61.08974358974%"
"2024-03-01","B DIVISION","D","1","4,073","5,767","70.62597537715%"
"2024-03-01","B DIVISION","D","2","1,593","2,142","74.36974789916%"
"2024-03-01","B DIVISION","E","1","5,870","8,402","69.86431801952%"
"2024-03-01","B DIVISION","E","2","1,995","2,370","84.17721518987%"
"2024-03-01","B DIVISION","F","1","7,480","10,470","71.44221585482%"
"2024-03-01","B DIVISION","F","2","2,494","2,996","83.24432576769%"
"2024-03-01","B DIVISION","FS","1","4,892","4,904","99.75530179445%"
"2024-03-01","B DIVISION","FS","2","2,102","2,114","99.43235572375%"
"2024-03-01","B DIVISION","G","1","5,462","6,571","83.12281235733%"
"2024-03-01","B DIVISION","G","2","2,337","2,524","92.5911251981%"
"2024-03-01","B DIVISION","H","1","3,402","3,528","96.42857142857%"
"2024-03-01","B DIVISION","H","2","1,528","1,555","98.26366559486%"
"2024-03-01","B DIVISION","J","1","4,983","5,864","84.9761255116%"
"2024-03-01","B DIVISION","J","2","2,159","2,454","87.97881010595%"
"2024-03-01","B DIVISION","L","1","10,614","11,444","92.74729115694%"
"2024-03-01","B DIVISION","L","2","3,547","3,682","96.33351439435%"
"2024-03-01","B DIVISION","M","1","5,103","5,398","94.53501296777%"
"2024-03-01","B DIVISION","M","2","2,323","2,450","94.81632653061%"
"2024-03-01","B DIVISION","N","1","7,446","9,947","74.85674072585%"
"2024-03-01","B DIVISION","N","2","2,289","2,984","76.7091152815%"
"2024-03-01","B DIVISION","Q","1","5,091","6,957","73.17809400604%"
"2024-03-01","B DIVISION","Q","2","3,046","3,370","90.38575667656%"
"2024-03-01","B DIVISION","R","1","5,213","6,401","81.44039993751%"
"2024-03-01","B DIVISION","R","2","2,065","2,434","84.83976992605%"
"2024-04-01","A DIVISION","1","1","7,768","10,122","76.74372653626%"
"2024-04-01","A DIVISION","1","2","2,104","2,432","86.51315789474%"
"2024-04-01","A DIVISION","2","1","5,249","7,305","71.85489390828%"
"2024-04-01","A DIVISION","2","2","1,534","2,220","69.0990990991%"
"2024-04-01","A DIVISION","3","1","5,255","6,444","81.54872749845%"
"2024-04-01","A DIVISION","3","2","961","1,254","76.63476874003%"
"2024-04-01","A DIVISION","4","1","6,630","8,165","81.20024494795%"
"2024-04-01","A DIVISION","4","2","1,687","2,136","78.97940074906%"
"2024-04-01","A DIVISION","5","1","5,244","6,721","78.02410355602%"
"2024-04-01","A DIVISION","5","2","1,298","1,540","84.28571428571%"
"2024-04-01","A DIVISION","6","1","9,566","12,267","77.98157658759%"
"2024-04-01","A DIVISION","6","2","1,966","2,550","77.09803921569%"
"2024-04-01","A DIVISION","7","1","12,660","14,143","89.51424733084%"
"2024-04-01","A DIVISION","7","2","3,074","3,334","92.20155968806%"
"2024-04-01","A DIVISION","GS","1","11,626","11,638","99.89688949991%"
"2024-04-01","A DIVISION","GS","2","2,979","3,004","99.16777629827%"
"2024-04-01","B DIVISION","A","1","6,286","8,288","75.84459459459%"
"2024-04-01","B DIVISION","A","2","1,900","2,388","79.56448911223%"
"2024-04-01","B DIVISION","B","1","3,065","4,312","71.08070500928%"
"2024-04-01","B DIVISION","C","1","3,511","4,884","71.8877968878%"
"2024-04-01","B DIVISION","C","2","734","1,248","58.8141025641%"
"2024-04-01","B DIVISION","D","1","4,419","6,026","73.33222701626%"
"2024-04-01","B DIVISION","D","2","1,299","1,726","75.2607184241%"
"2024-04-01","B DIVISION","E","1","6,743","8,989","75.01390588497%"
"2024-04-01","B DIVISION","E","2","1,540","1,818","84.70847084708%"
"2024-04-01","B DIVISION","F","1","5,955","8,631","68.99548140424%"
"2024-04-01","B DIVISION","F","2","1,305","1,672","78.05023923445%"
"2024-04-01","B DIVISION","FS","1","5,094","5,192","98.1124807396%"
"2024-04-01","B DIVISION","FS","2","1,688","1,696","99.52830188679%"
"2024-04-01","B DIVISION","G","1","6,170","6,992","88.24370709382%"
"2024-04-01","B DIVISION","G","2","1,891","2,068","91.44100580271%"
"2024-04-01","B DIVISION","H","1","3,590","3,696","97.13203463203%"
"2024-04-01","B DIVISION","H","2","1,235","1,252","98.64217252396%"
"2024-04-01","B DIVISION","J","1","5,121","6,139","83.41749470598%"
"2024-04-01","B DIVISION","J","2","1,626","1,948","83.47022587269%"
"2024-04-01","B DIVISION","L","1","10,632","12,027","88.40109753056%"
"2024-04-01","B DIVISION","L","2","2,373","2,502","94.84412470024%"
"2024-04-01","B DIVISION","M","1","4,614","5,941","77.66369298098%"
"2024-04-01","B DIVISION","M","2","1,739","1,954","88.99692937564%"
"2024-04-01","B DIVISION","N","1","8,202","10,397","78.88814080985%"
"2024-04-01","B DIVISION","N","2","1,459","2,014","72.44289970209%"
"2024-04-01","B DIVISION","Q","1","5,581","6,918","80.67360508818%"
"2024-04-01","B DIVISION","Q","2","1,612","2,012","80.11928429423%"
"2024-04-01","B DIVISION","R","1","4,853","6,660","72.86786786787%"
"2024-04-01","B DIVISION","R","2","1,396","1,864","74.89270386266%"
"2024-05-01","A DIVISION","1","1","8,358","10,341","80.82390484479%"
"2024-05-01","A DIVISION","1","2","2,423","2,740","88.43065693431%"
"2024-05-01","A DIVISION","2","1","5,574","7,181","77.62150118368%"
"2024-05-01","A DIVISION","2","2","1,432","2,048","69.921875%"
"2024-05-01","A DIVISION","3","1","5,599","6,384","87.70363408521%"
"2024-05-01","A DIVISION","3","2","1,616","1,876","86.1407249467%"
"2024-05-01","A DIVISION","4","1","6,713","8,140","82.46928746929%"
"2024-05-01","A DIVISION","4","2","1,743","2,388","72.98994974874%"
"2024-05-01","A DIVISION","5","1","5,934","7,138","83.13253012048%"
"2024-05-01","A DIVISION","5","2","1,379","1,626","84.80934809348%"
"2024-05-01","A DIVISION","6","1","9,272","12,221","75.86940512233%"
"2024-05-01","A DIVISION","6","2","2,112","2,776","76.08069164265%"
"2024-05-01","A DIVISION","7","1","12,774","14,100","90.59574468085%"
"2024-05-01","A DIVISION","7","2","3,074","3,206","95.88271990019%"
"2024-05-01","A DIVISION","GS","1","11,493","11,508","99.86965589155%"
"2024-05-01","A DIVISION","GS","2","3,040","3,042","99.93425378041%"
"2024-05-01","B DIVISION","A","1","6,196","8,271","74.91234433563%"
"2024-05-01","B DIVISION","A","2","2,648","3,283","80.65793481572%"
"2024-05-01","B DIVISION","B","1","3,085","4,312","71.54452690167%"
"2024-05-01","B DIVISION","C","1","3,577","4,886","73.20916905444%"
"2024-05-01","B DIVISION","C","2","940","1,398","67.23891273247%"
"2024-05-01","B DIVISION","D","1","4,234","6,032","70.19230769231%"
"2024-05-01","B DIVISION","D","2","1,427","1,944","73.40534979424%"
"2024-05-01","B DIVISION","E","1","7,298","9,015","80.95396561287%"
"2024-05-01","B DIVISION","E","2","1,634","1,884","86.73036093418%"
"2024-05-01","B DIVISION","F","1","6,533","8,632","75.68350324374%"
"2024-05-01","B DIVISION","F","2","1,424","1,878","75.82534611289%"
"2024-05-01","B DIVISION","FS","1","5,173","5,192","99.63405238829%"
"2024-05-01","B DIVISION","FS","2","1,888","1,894","99.68321013728%"
"2024-05-01","B DIVISION","G","1","6,277","7,206","87.10796558424%"
"2024-05-01","B DIVISION","G","2","2,165","2,256","95.96631205674%"
"2024-05-01","B DIVISION","H","1","3,509","3,662","95.82195521573%"
"2024-05-01","B DIVISION","H","2","748","772","96.89119170984%"
"2024-05-01","B DIVISION","J","1","4,897","6,140","79.75570032573%"
"2024-05-01","B DIVISION","J","2","1,884","2,122","88.78416588124%"
"2024-05-01","B DIVISION","L","1","11,291","12,400","91.0564516129%"
"2024-05-01","B DIVISION","L","2","2,716","2,834","95.83627381793%"
"2024-05-01","B DIVISION","M","1","4,775","5,940","80.38720538721%"
"2024-05-01","B DIVISION","M","2","2,164","2,310","93.67965367965%"
"2024-05-01","B DIVISION","N","1","7,576","10,379","72.99354465748%"
"2024-05-01","B DIVISION","N","2","1,202","1,944","61.83127572016%"
"2024-05-01","B DIVISION","Q","1","5,787","6,928","83.53060046189%"
"2024-05-01","B DIVISION","Q","2","1,994","2,328","85.6529209622%"
"2024-05-01","B DIVISION","R","1","5,014","6,642","75.48931044866%"
"2024-05-01","B DIVISION","R","2","1,665","1,940","85.82474226804%"
"2024-06-01","A DIVISION","1","1","7,536","9,237","81.58493017213%"
"2024-06-01","A DIVISION","1","2","3,346","3,610","92.68698060942%"
"2024-06-01","A DIVISION","2","1","4,777","6,552","72.90903540904%"
"2024-06-01","A DIVISION","2","2","1,547","2,457","62.96296296296%"
"2024-06-01","A DIVISION","3","1","5,203","6,028","86.31386861314%"
"2024-06-01","A DIVISION","3","2","1,671","2,114","79.04446546831%"
"2024-06-01","A DIVISION","4","1","5,972","7,404","80.65910318747%"
"2024-06-01","A DIVISION","4","2","2,128","2,670","79.70037453184%"
"2024-06-01","A DIVISION","5","1","5,101","6,468","78.86518243661%"
"2024-06-01","A DIVISION","5","2","1,241","1,510","82.18543046358%"
"2024-06-01","A DIVISION","6","1","9,023","11,383","79.26732847228%"
"2024-06-01","A DIVISION","6","2","2,453","3,370","72.78931750742%"
"2024-06-01","A DIVISION","7","1","11,627","12,820","90.69422776911%"
"2024-06-01","A DIVISION","7","2","3,771","4,060","92.88177339901%"
"2024-06-01","A DIVISION","GS","1","10,525","10,624","99.06814759036%"
"2024-06-01","A DIVISION","GS","2","3,470","3,470","100%"
"2024-06-01","B DIVISION","A","1","5,618","7,485","75.05678022712%"
"2024-06-01","B DIVISION","A","2","1,694","2,805","60.39215686275%"
"2024-06-01","B DIVISION","B","1","2,858","3,922","72.87098419174%"
"2024-06-01","B DIVISION","C","1","3,203","4,328","74.00646950092%"
"2024-06-01","B DIVISION","C","2","869","1,560","55.70512820513%"
"2024-06-01","B DIVISION","D","1","4,168","5,482","76.03064574973%"
"2024-06-01","B DIVISION","D","2","1,388","2,160","64.25925925926%"
"2024-06-01","B DIVISION","E","1","6,652","8,200","81.12195121951%"
"2024-06-01","B DIVISION","E","2","1,710","2,100","81.42857142857%"
"2024-06-01","B DIVISION","F","1","6,470","8,276","78.17786370227%"
"2024-06-01","B DIVISION","F","2","1,419","2,098","67.63584366063%"
"2024-06-01","B DIVISION","FS","1","4,679","4,687","99.82931512695%"
"2024-06-01","B DIVISION","FS","2","1,261","1,272","99.13522012579%"
"2024-06-01","B DIVISION","G","1","5,344","5,970","89.51423785595%"
"2024-06-01","B DIVISION","G","2","2,216","2,474","89.57154405821%"
"2024-06-01","B DIVISION","H","1","3,245","3,360","96.57738095238%"
"2024-06-01","B DIVISION","H","2","1,495","1,565","95.52715654952%"
"2024-06-01","B DIVISION","J","1","4,722","5,582","84.59333572196%"
"2024-06-01","B DIVISION","J","2","2,121","2,460","86.21951219512%"
"2024-06-01","B DIVISION","L","1","10,271","10,914","94.1084845153%"
"2024-06-01","B DIVISION","L","2","3,441","3,730","92.25201072386%"
"2024-06-01","B DIVISION","M","1","4,473","5,402","82.80266567938%"
"2024-06-01","B DIVISION","M","2","2,140","2,384","89.76510067114%"
"2024-06-01","B DIVISION","N","1","7,507","9,487","79.12933487931%"
"2024-06-01","B DIVISION","N","2","1,918","2,600","73.76923076923%"
"2024-06-01","B DIVISION","Q","1","5,115","6,293","81.28078817734%"
"2024-06-01","B DIVISION","Q","2","1,913","2,552","74.96081504702%"
"2024-06-01","B DIVISION","R","1","4,795","6,035","79.45318972659%"
"2024-06-01","B DIVISION","R","2","1,686","2,078","81.13570741097%"
"2024-07-01","A DIVISION","1","1","7,828","10,152","77.10795902285%"
"2024-07-01","A DIVISION","1","2","2,528","2,706","93.42202512934%"
"2024-07-01","A DIVISION","2","1","5,447","7,269","74.93465401018%"
"2024-07-01","A DIVISION","2","2","1,302","1,972","66.02434077079%"
"2024-07-01","A DIVISION","3","1","5,513","6,549","84.18079096045%"
"2024-07-01","A DIVISION","3","2","1,298","1,662","78.09867629362%"
"2024-07-01","A DIVISION","4","1","6,813","8,146","83.63614043702%"
"2024-07-01","A DIVISION","4","2","1,748","2,416","72.35099337748%"
"2024-07-01","A DIVISION","5","1","5,973","7,110","84.00843881857%"
"2024-07-01","A DIVISION","5","2","1,827","2,012","90.80516898608%"
"2024-07-01","A DIVISION","6","1","10,071","12,444","80.93056894889%"
"2024-07-01","A DIVISION","6","2","2,565","3,086","83.11730395334%"
"2024-07-01","A DIVISION","7","1","13,144","14,118","93.10100580819%"
"2024-07-01","A DIVISION","7","2","3,397","3,529","96.25956361576%"
"2024-07-01","A DIVISION","GS","1","11,480","11,508","99.75669099757%"
"2024-07-01","A DIVISION","GS","2","3,081","3,090","99.70873786408%"
"2024-07-01","B DIVISION","A","1","6,306","8,251","76.42709974549%"
"2024-07-01","B DIVISION","A","2","1,371","2,530","54.18972332016%"
"2024-07-01","B DIVISION","B","1","2,875","4,553","63.14517900286%"
"2024-07-01","B DIVISION","C","1","3,051","4,662","65.44401544402%"
"2024-07-01","B DIVISION","C","2","664","1,410","47.09219858156%"
"2024-07-01","B DIVISION","D","1","4,496","6,436","69.85705407085%"
"2024-07-01","B DIVISION","D","2","1,309","1,947","67.23163841808%"
"2024-07-01","B DIVISION","E","1","7,143","9,020","79.19068736142%"
"2024-07-01","B DIVISION","E","2","1,689","1,896","89.08227848101%"
"2024-07-01","B DIVISION","F","1","5,810","8,238","70.52682689973%"
"2024-07-01","B DIVISION","F","2","1,430","1,896","75.42194092827%"
"2024-07-01","B DIVISION","FS","1","4,912","4,929","99.65510245486%"
"2024-07-01","B DIVISION","FS","2","1,491","1,492","99.93297587131%"
"2024-07-01","B DIVISION","G","1","5,194","5,649","91.94547707559%"
"2024-07-01","B DIVISION","G","2","1,966","2,100","93.61904761905%"
"2024-07-01","B DIVISION","H","1","3,560","3,697","96.29429266973%"
"2024-07-01","B DIVISION","H","2","1,278","1,419","90.06342494715%"
"2024-07-01","B DIVISION","J","1","4,963","6,281","79.016080242%"
"2024-07-01","B DIVISION","J","2","2,011","2,228","90.26032315978%"
"2024-07-01","B DIVISION","L","1","10,379","11,985","86.59991656237%"
"2024-07-01","B DIVISION","L","2","3,740","3,942","94.87569761542%"
"2024-07-01","B DIVISION","M","1","4,672","6,130","76.21533442088%"
"2024-07-01","B DIVISION","M","2","2,233","2,290","97.51091703057%"
"2024-07-01","B DIVISION","N","1","7,690","9,908","77.61404925313%"
"2024-07-01","B DIVISION","N","2","1,472","1,944","75.72016460905%"
"2024-07-01","B DIVISION","Q","1","5,288","6,612","79.9758015729%"
"2024-07-01","B DIVISION","Q","2","2,010","2,400","83.75%"
"2024-07-01","B DIVISION","R","1","4,820","6,317","76.3020421086%"
"2024-07-01","B DIVISION","R","2","1,589","1,864","85.24678111588%"
"2024-08-01","A DIVISION","1","1","8,380","10,152","82.54531126872%"
"2024-08-01","A DIVISION","1","2","2,615","2,934","89.12747102931%"
"2024-08-01","A DIVISION","2","1","5,378","7,537","71.3546503914%"
"2024-08-01","A DIVISION","2","2","1,687","2,430","69.42386831276%"
"2024-08-01","A DIVISION","3","1","5,244","6,172","84.9643551523%"
"2024-08-01","A DIVISION","3","2","1,323","1,781","74.28411005053%"
"2024-08-01","A DIVISION","4","1","6,906","8,146","84.7778050577%"
"2024-08-01","A DIVISION","4","2","1,961","2,416","81.16721854305%"
"2024-08-01","A DIVISION","5","1","5,806","7,102","81.75161926218%"
"2024-08-01","A DIVISION","5","2","1,211","1,324","91.46525679758%"
"2024-08-01","A DIVISION","6","1","9,539","12,230","77.99672935405%"
"2024-08-01","A DIVISION","6","2","2,278","2,818","80.83747338538%"
"2024-08-01","A DIVISION","7","1","12,607","14,128","89.23414496036%"
"2024-08-01","A DIVISION","7","2","3,378","3,784","89.27061310782%"
"2024-08-01","A DIVISION","GS","1","11,108","11,402","97.42150499912%"
"2024-08-01","A DIVISION","GS","2","3,223","3,304","97.54842615012%"
"2024-08-01","B DIVISION","A","1","6,426","8,345","77.00419412822%"
"2024-08-01","B DIVISION","A","2","1,640","2,530","64.82213438735%"
"2024-08-01","B DIVISION","B","1","2,528","4,667","54.16755946004%"
"2024-08-01","B DIVISION","C","1","3,274","4,820","67.92531120332%"
"2024-08-01","B DIVISION","C","2","737","1,410","52.2695035461%"
