"month","division","line","day_type","num_on_time_trips","num_sched_trips","terminal_on_time_performance"
"2019-03-01","A DIVISION","2","1","4,878","6,780","71.9469027%"
"2019-03-01","A DIVISION","3","1","4,970","6,240","79.6474359%"
"2019-03-01","A DIVISION","4","1","5,934","8,034","73.8610904%"
"2019-03-01","A DIVISION","5","1","5,435","6,894","78.8366696%"
"2019-03-01","A DIVISION","6","1","8,951","11,862","75.4594503%"
"2019-03-01","A DIVISION","7","1","12,046","13,237","91.002493%"
"2019-03-01","A DIVISION","S 42nd","1","12,802","12,844","99.6729991%"
"2019-03-01","B DIVISION","A","1","4,975","7,897","62.9986071%"
"2019-03-01","B DIVISION","B","1","2,440","4,016","60.7569721%"
"2019-03-01","B DIVISION","C","1","2,800","4,088","68.4931507%"
"2019-03-01","B DIVISION","D","1","3,524","5,754","61.2443518%"
"2019-03-01","B DIVISION","E","1","6,011","8,609","69.822279%"
"2019-03-01","B DIVISION","F","1","4,610","8,226","56.0418186%"
"2019-03-01","B DIVISION","G","1","4,585","5,873","78.0691299%"
"2019-03-01","B DIVISION","JZ","1","4,320","5,855","73.7830914%"
"2019-03-01","B DIVISION","L","1","9,883","10,890","90.7529844%"
"2019-03-01","B DIVISION","M","1","4,014","5,695","70.4828797%"
"2019-03-01","B DIVISION","N","1","4,067","5,637","72.1483058%"
"2019-03-01","B DIVISION","Q","1","5,425","6,633","81.7880295%"
"2019-03-01","B DIVISION","R","1","4,027","5,943","67.7603904%"
"2019-03-01","B DIVISION","S Fkln","1","4,935","4,956","99.5762712%"
"2019-03-01","B DIVISION","S Rock","1","3,444","3,528","97.6190476%"
"2019-04-01","A DIVISION","1","1","8,830","10,143","87.0551119%"
"2019-04-01","A DIVISION","1","2","2,138","2,336","91.5239726%"
"2019-04-01","A DIVISION","2","1","5,420","7,128","76.0381594%"
"2019-04-01","A DIVISION","2","2","1,022","1,900","53.7894737%"
"2019-04-01","A DIVISION","3","1","5,335","6,208","85.9375%"
"2019-04-01","A DIVISION","3","2","913","1,580","57.7848101%"
"2019-04-01","A DIVISION","4","1","6,163","8,139","75.7218331%"
"2019-04-01","A DIVISION","4","2","1,589","2,140","74.2523364%"
"2019-04-01","A DIVISION","5","1","5,887","7,229","81.4358832%"
"2019-04-01","A DIVISION","5","2","1,288","1,549","83.1504196%"
"2019-04-01","A DIVISION","6","1","9,401","12,512","75.1358696%"
"2019-04-01","A DIVISION","6","2","2,360","3,101","76.1044824%"
"2019-04-01","A DIVISION","7","1","12,444","13,919","89.4029744%"
"2019-04-01","A DIVISION","7","2","2,600","2,840","91.5492958%"
"2019-04-01","A DIVISION","S 42nd","1","13,430","13,454","99.8216144%"
"2019-04-01","A DIVISION","S 42nd","2","2,727","2,728","99.9633431%"
"2019-04-01","B DIVISION","A","1","5,432","8,158","66.5849473%"
"2019-04-01","B DIVISION","A","2","1,985","2,488","79.7829582%"
"2019-04-01","B DIVISION","B","1","2,813","4,344","64.7559853%"
"2019-04-01","B DIVISION","C","1","3,205","4,288","74.7434701%"
"2019-04-01","B DIVISION","C","2","965","1,314","73.4398782%"
"2019-04-01","B DIVISION","D","1","3,798","6,029","62.9955216%"
"2019-04-01","B DIVISION","D","2","1,120","1,680","66.6666667%"
"2019-04-01","B DIVISION","E","1","6,933","9,023","76.8369722%"
"2019-04-01","B DIVISION","E","2","1,432","1,695","84.4837758%"
"2019-04-01","B DIVISION","F","1","5,624","8,904","63.1626235%"
"2019-04-01","B DIVISION","F","2","1,301","1,674","77.7180406%"
"2019-04-01","B DIVISION","G","1","5,251","6,439","81.5499301%"
"2019-04-01","B DIVISION","G","2","1,241","1,446","85.8229599%"
"2019-04-01","B DIVISION","JZ","1","4,701","6,143","76.5261273%"
"2019-04-01","B DIVISION","JZ","2","1,627","1,800","90.3888889%"
"2019-04-01","B DIVISION","L","1","10,109","11,094","91.1213268%"
"2019-04-01","B DIVISION","L","2","2,618","2,862","91.4744934%"
"2019-04-01","B DIVISION","M","1","4,411","5,965","73.9480302%"
"2019-04-01","B DIVISION","M","2","1,231","1,353","90.9830007%"
"2019-04-01","B DIVISION","N","1","6,462","9,432","68.5114504%"
"2019-04-01","B DIVISION","N","2","1,229","1,692","72.6359338%"
"2019-04-01","B DIVISION","Q","1","5,724","6,934","82.5497548%"
"2019-04-01","B DIVISION","Q","2","1,685","2,008","83.9143426%"
"2019-04-01","B DIVISION","R","1","3,907","6,224","62.7731362%"
"2019-04-01","B DIVISION","R","2","1,337","1,720","77.7325581%"
"2019-04-01","B DIVISION","S Fkln","1","5,184","5,192","99.8459168%"
"2019-04-01","B DIVISION","S Fkln","2","1,682","1,696","99.1745283%"
"2019-04-01","B DIVISION","S Rock","1","3,579","3,696","96.8344156%"
"2019-04-01","B DIVISION","S Rock","2","1,183","1,200","98.5833333%"
"2019-05-01","A DIVISION","1","1","8,510","10,157","83.7845821%"
"2019-05-01","A DIVISION","1","2","2,353","2,610","90.1532567%"
"2019-05-01","A DIVISION","2","1","5,249","7,128","73.6391695%"
"2019-05-01","A DIVISION","2","2","974","2,146","45.3867661%"
"2019-05-01","A DIVISION","3","1","5,190","6,326","82.0423648%"
"2019-05-01","A DIVISION","3","2","831","1,254","66.2679426%"
"2019-05-01","A DIVISION","4","1","6,006","8,120","73.9655172%"
"2019-05-01","A DIVISION","4","2","1,543","2,388","64.6147404%"
"2019-05-01","A DIVISION","5","1","5,722","7,184","79.6492205%"
"2019-05-01","A DIVISION","5","2","1,569","1,857","84.4911147%"
"2019-05-01","A DIVISION","6","1","9,579","12,575","76.1749503%"
"2019-05-01","A DIVISION","6","2","2,893","3,372","85.7947805%"
"2019-05-01","A DIVISION","7","1","13,046","14,423","90.4527491%"
"2019-05-01","A DIVISION","7","2","2,749","3,208","85.69202%"
"2019-05-01","A DIVISION","S 42nd","1","13,420","13,454","99.7472871%"
"2019-05-01","A DIVISION","S 42nd","2","3,252","3,253","99.9692591%"
"2019-05-01","B DIVISION","A","1","5,529","8,373","66.0336797%"
"2019-05-01","B DIVISION","A","2","2,407","2,742","87.7826404%"
"2019-05-01","B DIVISION","B","1","2,726","4,292","63.5135135%"
"2019-05-01","B DIVISION","C","1","3,292","4,400","74.8181818%"
"2019-05-01","B DIVISION","C","2","1,337","1,548","86.369509%"
"2019-05-01","B DIVISION","D","1","3,804","6,028","63.1055076%"
"2019-05-01","B DIVISION","D","2","1,599","1,886","84.7826087%"
"2019-05-01","B DIVISION","E","1","7,059","9,020","78.2594235%"
"2019-05-01","B DIVISION","E","2","1,754","1,894","92.6082365%"
"2019-05-01","B DIVISION","F","1","5,573","8,621","64.6444728%"
"2019-05-01","B DIVISION","F","2","1,687","1,874","90.0213447%"
"2019-05-01","B DIVISION","G","1","4,719","6,380","73.9655172%"
"2019-05-01","B DIVISION","G","2","1,816","2,318","78.3433995%"
"2019-05-01","B DIVISION","JZ","1","4,268","6,138","69.5340502%"
"2019-05-01","B DIVISION","JZ","2","1,849","2,004","92.2654691%"
"2019-05-01","B DIVISION","L","1","9,777","10,670","91.6307404%"
"2019-05-01","B DIVISION","L","2","2,319","2,358","98.346056%"
"2019-05-01","B DIVISION","M","1","4,232","6,087","69.5252177%"
"2019-05-01","B DIVISION","M","2","2,197","2,479","88.6244453%"
"2019-05-01","B DIVISION","N","1","7,133","9,911","71.9705378%"
"2019-05-01","B DIVISION","N","2","1,453","1,889","76.9190048%"
"2019-05-01","B DIVISION","Q","1","5,968","6,930","86.1183261%"
"2019-05-01","B DIVISION","Q","2","2,023","2,328","86.8986254%"
"2019-05-01","B DIVISION","R","1","4,328","6,219","69.5931822%"
"2019-05-01","B DIVISION","R","2","1,535","1,944","78.9609053%"
"2019-05-01","B DIVISION","S Fkln","1","4,907","4,920","99.7357724%"
"2019-05-01","B DIVISION","S Fkln","2","1,668","1,668","100%"
"2019-05-01","B DIVISION","S Rock","1","3,106","3,256","95.3931204%"
"2019-05-01","B DIVISION","S Rock","2","1,423","1,467","97.0006817%"
"2019-06-01","A DIVISION","1","1","7,841","9,489","82.6325219%"
"2019-06-01","A DIVISION","1","2","2,801","2,976","94.1196237%"
"2019-06-01","A DIVISION","2","1","4,901","6,480","75.632716%"
"2019-06-01","A DIVISION","2","2","1,209","2,456","49.2263844%"
"2019-06-01","A DIVISION","3","1","4,831","5,896","81.9369064%"
"2019-06-01","A DIVISION","3","2","1,372","2,090","65.645933%"
"2019-06-01","A DIVISION","4","1","5,510","7,451","73.9498054%"
"2019-06-01","A DIVISION","4","2","1,801","2,670","67.4531835%"
"2019-06-01","A DIVISION","5","1","5,321","6,527","81.5229049%"
"2019-06-01","A DIVISION","5","2","1,347","1,647","81.7850638%"
"2019-06-01","A DIVISION","6","1","8,911","11,235","79.3146417%"
"2019-06-01","A DIVISION","6","2","2,672","3,282","81.4137721%"
"2019-06-01","A DIVISION","7","1","11,826","13,113","90.1853123%"
"2019-06-01","A DIVISION","7","2","3,385","3,799","89.1023954%"
"2019-06-01","A DIVISION","S 42nd","1","12,222","12,234","99.9019127%"
"2019-06-01","A DIVISION","S 42nd","2","3,468","3,470","99.9423631%"
"2019-06-01","B DIVISION","A","1","4,935","7,524","65.5901116%"
"2019-06-01","B DIVISION","A","2","2,339","2,885","81.0745234%"
"2019-06-01","B DIVISION","B","1","2,705","3,848","70.2962578%"
"2019-06-01","B DIVISION","C","1","2,968","4,000","74.2%"
"2019-06-01","B DIVISION","C","2","1,377","1,659","83.0018083%"
"2019-06-01","B DIVISION","D","1","3,688","5,479","67.3115532%"
"2019-06-01","B DIVISION","D","2","1,707","2,100","81.2857143%"
"2019-06-01","B DIVISION","E","1","6,499","8,194","79.3141323%"
"2019-06-01","B DIVISION","E","2","1,841","2,100","87.6666667%"
"2019-06-01","B DIVISION","F","1","5,346","7,838","68.206175%"
"2019-06-01","B DIVISION","F","2","1,721","2,090","82.3444976%"
"2019-06-01","B DIVISION","G","1","4,700","5,790","81.1744387%"
"2019-06-01","B DIVISION","G","2","2,167","2,544","85.1808176%"
"2019-06-01","B DIVISION","JZ","1","4,546","5,579","81.4841369%"
"2019-06-01","B DIVISION","JZ","2","1,922","2,240","85.8035714%"
"2019-06-01","B DIVISION","L","1","9,121","9,670","94.3226474%"
"2019-06-01","B DIVISION","L","2","2,905","3,040","95.5592105%"
"2019-06-01","B DIVISION","M","1","4,105","5,518","74.392896%"
"2019-06-01","B DIVISION","M","2","2,461","2,676","91.9656203%"
"2019-06-01","B DIVISION","N","1","6,944","8,877","78.2246254%"
"2019-06-01","B DIVISION","N","2","1,571","2,227","70.5433318%"
"2019-06-01","B DIVISION","Q","1","5,547","6,300","88.047619%"
"2019-06-01","B DIVISION","Q","2","2,337","2,664","87.7252252%"
"2019-06-01","B DIVISION","R","1","3,889","5,590","69.5706619%"
"2019-06-01","B DIVISION","R","2","1,462","2,080","70.2884615%"
"2019-06-01","B DIVISION","S Fkln","1","4,674","4,720","99.0254237%"
"2019-06-01","B DIVISION","S Fkln","2","1,857","1,868","99.4111349%"
"2019-06-01","B DIVISION","S Rock","1","3,243","3,360","96.5178571%"
"2019-06-01","B DIVISION","S Rock","2","1,386","1,519","91.2442396%"
"2019-07-01","A DIVISION","1","1","8,878","10,412","85.2669996%"
"2019-07-01","A DIVISION","1","2","4,065","4,398","92.4283765%"
"2019-07-01","A DIVISION","2","1","5,193","7,310","71.0396717%"
"2019-07-01","A DIVISION","2","2","969","2,178","44.4903581%"
"2019-07-01","A DIVISION","3","1","4,898","6,076","80.6122449%"
"2019-07-01","A DIVISION","3","2","743","1,050","70.7619048%"
"2019-07-01","A DIVISION","4","1","6,046","8,124","74.4214673%"
"2019-07-01","A DIVISION","4","2","1,665","2,458","67.7379984%"
"2019-07-01","A DIVISION","5","1","5,387","7,158","75.2584521%"
"2019-07-01","A DIVISION","5","2","1,260","1,458","86.4197531%"
"2019-07-01","A DIVISION","6","1","9,923","12,264","80.9116112%"
"2019-07-01","A DIVISION","6","2","2,074","2,558","81.0789679%"
"2019-07-01","A DIVISION","7","1","13,190","14,370","91.7884482%"
"2019-07-01","A DIVISION","7","2","2,743","3,300","83.1212121%"
"2019-07-01","A DIVISION","S 42nd","1","13,743","13,828","99.3853052%"
"2019-07-01","A DIVISION","S 42nd","2","3,106","3,145","98.7599364%"
"2019-07-01","B DIVISION","A","1","5,358","8,304","64.5231214%"
"2019-07-01","B DIVISION","A","2","1,879","2,570","73.1128405%"
"2019-07-01","B DIVISION","B","1","2,952","4,300","68.6511628%"
"2019-07-01","B DIVISION","C","1","3,082","4,400","70.0454545%"
"2019-07-01","B DIVISION","C","2","1,109","1,435","77.28223%"
"2019-07-01","B DIVISION","D","1","4,210","6,103","68.9824676%"
"2019-07-01","B DIVISION","D","2","1,679","1,988","84.4567404%"
"2019-07-01","B DIVISION","E","1","7,147","9,020","79.2350333%"
"2019-07-01","B DIVISION","E","2","1,727","1,896","91.0864979%"
"2019-07-01","B DIVISION","F","1","5,504","8,624","63.8218924%"
"2019-07-01","B DIVISION","F","2","1,587","1,902","83.4384858%"
"2019-07-01","B DIVISION","G","1","5,072","6,381","79.485974%"
"2019-07-01","B DIVISION","G","2","2,105","2,414","87.1996686%"
"2019-07-01","B DIVISION","JZ","1","5,199","6,138","84.7018573%"
"2019-07-01","B DIVISION","JZ","2","1,636","2,028","80.6706114%"
"2019-07-01","B DIVISION","L","1","10,005","10,738","93.1737754%"
"2019-07-01","B DIVISION","L","2","2,731","3,112","87.7570694%"
"2019-07-01","B DIVISION","M","1","4,561","6,077","75.0534803%"
"2019-07-01","B DIVISION","M","2","2,061","2,468","83.5089141%"
"2019-07-01","B DIVISION","N","1","7,421","9,529","77.8780565%"
"2019-07-01","B DIVISION","N","2","1,198","1,943","61.6572311%"
"2019-07-01","B DIVISION","Q","1","5,978","6,931","86.2501803%"
"2019-07-01","B DIVISION","Q","2","1,701","2,344","72.5682594%"
"2019-07-01","B DIVISION","R","1","4,534","6,180","73.3656958%"
"2019-07-01","B DIVISION","R","2","1,354","1,860","72.7956989%"
"2019-07-01","B DIVISION","S Fkln","1","5,079","5,120","99.1992188%"
"2019-07-01","B DIVISION","S Fkln","2","1,901","1,922","98.9073881%"
"2019-07-01","B DIVISION","S Rock","1","3,540","3,699","95.701541%"
"2019-07-01","B DIVISION","S Rock","2","1,180","1,351","87.3427091%"
"2019-08-01","A DIVISION","1","1","9,051","10,264","88.1819953%"
"2019-08-01","A DIVISION","1","2","2,161","2,478","87.2074253%"
"2019-08-01","A DIVISION","2","1","5,680","7,462","76.1190029%"
"2019-08-01","A DIVISION","2","2","1,587","2,506","63.3280128%"
"2019-08-01","A DIVISION","3","1","4,826","5,626","85.7803057%"
"2019-08-01","A DIVISION","3","2","172","214","80.3738318%"
"2019-08-01","A DIVISION","4","1","6,490","8,136","79.7689282%"
"2019-08-01","A DIVISION","4","2","1,574","2,418","65.0951199%"
"2019-08-01","A DIVISION","5","1","5,932","7,256","81.753032%"
"2019-08-01","A DIVISION","5","2","2,599","2,860","90.8741259%"
"2019-08-01","A DIVISION","6","1","10,673","12,239","87.204837%"
"2019-08-01","A DIVISION","6","2","2,240","2,558","87.5684128%"
"2019-08-01","A DIVISION","7","1","13,279","14,422","92.0746082%"
"2019-08-01","A DIVISION","7","2","3,233","3,498","92.4242424%"
"2019-08-01","A DIVISION","S 42nd","1","13,216","13,284","99.488106%"
"2019-08-01","A DIVISION","S 42nd","2","3,648","3,659","99.6993714%"
"2019-08-01","B DIVISION","A","1","6,039","8,245","73.2443905%"
"2019-08-01","B DIVISION","A","2","2,162","2,650","81.5849057%"
"2019-08-01","B DIVISION","B","1","3,266","4,392","74.3624772%"
"2019-08-01","B DIVISION","C","1","3,440","4,400","78.1818182%"
"2019-08-01","B DIVISION","C","2","1,107","1,512","73.2142857%"
"2019-08-01","B DIVISION","D","1","4,585","6,091","75.2749959%"
"2019-08-01","B DIVISION","D","2","1,578","1,894","83.3157339%"
"2019-08-01","B DIVISION","E","1","7,508","9,004","83.3851622%"
"2019-08-01","B DIVISION","E","2","1,771","1,900","93.2105263%"
"2019-08-01","B DIVISION","F","1","5,323","8,622","61.7374159%"
"2019-08-01","B DIVISION","F","2","1,633","1,888","86.4936441%"
"2019-08-01","B DIVISION","G","1","5,318","6,380","83.354232%"
"2019-08-01","B DIVISION","G","2","2,151","2,362","91.0668925%"
"2019-08-01","B DIVISION","JZ","1","5,115","6,129","83.4557024%"
"2019-08-01","B DIVISION","JZ","2","1,789","2,028","88.2149901%"
"2019-08-01","B DIVISION","L","1","9,956","10,850","91.7603687%"
"2019-08-01","B DIVISION","L","2","2,484","2,632","94.3768997%"
"2019-08-01","B DIVISION","M","1","4,409","6,070","72.6359143%"
"2019-08-01","B DIVISION","M","2","1,733","2,507","69.126446%"
"2019-08-01","B DIVISION","N","1","8,036","9,625","83.4909091%"
"2019-08-01","B DIVISION","N","2","1,636","2,002","81.7182817%"
"2019-08-01","B DIVISION","Q","1","6,090","6,930","87.8787879%"
"2019-08-01","B DIVISION","Q","2","2,105","2,340","89.957265%"
"2019-08-01","B DIVISION","R","1","4,700","6,174","76.1256884%"
"2019-08-01","B DIVISION","R","2","1,611","1,864","86.4270386%"
"2019-08-01","B DIVISION","S Fkln","1","5,175","5,192","99.6725732%"
"2019-08-01","B DIVISION","S Fkln","2","1,869","1,922","97.2424558%"
"2019-08-01","B DIVISION","S Rock","1","3,515","3,696","95.1028139%"
"2019-08-01","B DIVISION","S Rock","2","1,257","1,419","88.5835095%"
"2019-09-01","A DIVISION","1","1","8,458","9,343","90.5276678%"
"2019-09-01","A DIVISION","1","2","2,755","2,884","95.5270458%"
"2019-09-01","A DIVISION","2","1","5,146","6,580","78.2066869%"
"2019-09-01","A DIVISION","2","2","1,473","2,358","62.4681934%"
"2019-09-01","A DIVISION","3","1","5,070","5,727","88.5280251%"
"2019-09-01","A DIVISION","3","2","1,510","2,080","72.5961538%"
"2019-09-01","A DIVISION","4","1","5,711","7,504","76.1060768%"
"2019-09-01","A DIVISION","4","2","1,900","3,135","60.6060606%"
"2019-09-01","A DIVISION","5","1","5,144","6,541","78.6424094%"
"2019-09-01","A DIVISION","5","2","1,793","2,048","87.5488281%"
"2019-09-01","A DIVISION","6","1","8,834","11,261","78.44774%"
"2019-09-01","A DIVISION","6","2","3,004","3,698","81.233099%"
"2019-09-01","A DIVISION","7","1","12,592","13,113","96.0268436%"
"2019-09-01","A DIVISION","7","2","3,776","3,974","95.0176145%"
"2019-09-01","A DIVISION","S 42nd","1","10,280","10,329","99.5256075%"
"2019-09-01","A DIVISION","S 42nd","2","3,356","3,356","100%"
"2019-09-01","B DIVISION","A","1","4,953","7,511","65.9432832%"
"2019-09-01","B DIVISION","A","2","2,589","3,023","85.6434006%"
"2019-09-01","B DIVISION","B","1","2,746","3,928","69.9083503%"
"2019-09-01","B DIVISION","C","1","2,999","4,000","74.975%"
"2019-09-01","B DIVISION","C","2","1,273","1,544","82.4481865%"
"2019-09-01","B DIVISION","D","1","3,729","5,480","68.0474453%"
"2019-09-01","B DIVISION","D","2","1,753","2,092","83.7954111%"
"2019-09-01","B DIVISION","E","1","6,534","8,213","79.5568002%"
"2019-09-01","B DIVISION","E","2","1,932","2,086","92.6174497%"
"2019-09-01","B DIVISION","F","1","5,230","7,829","66.8029122%"
"2019-09-01","B DIVISION","F","2","1,770","2,077","85.219066%"
"2019-09-01","B DIVISION","G","1","4,581","5,799","78.9963787%"
"2019-09-01","B DIVISION","G","2","2,181","2,556","85.3286385%"
"2019-09-01","B DIVISION","JZ","1","4,726","5,580","84.6953405%"
"2019-09-01","B DIVISION","JZ","2","1,923","2,216","86.7779783%"
"2019-09-01","B DIVISION","L","1","9,137","10,066","90.770912%"
"2019-09-01","B DIVISION","L","2","2,709","2,876","94.1933241%"
"2019-09-01","B DIVISION","M","1","4,344","5,594","77.65463%"
"2019-09-01","B DIVISION","M","2","2,424","2,742","88.4026258%"
"2019-09-01","B DIVISION","N","1","7,410","9,233","80.2556049%"
"2019-09-01","B DIVISION","N","2","1,787","2,107","84.8125297%"
"2019-09-01","B DIVISION","Q","1","5,470","6,300","86.8253968%"
"2019-09-01","B DIVISION","Q","2","2,121","2,484","85.3864734%"
"2019-09-01","B DIVISION","R","1","4,373","5,647","77.4393483%"
"2019-09-01","B DIVISION","R","2","1,873","2,160","86.712963%"
"2019-09-01","B DIVISION","S Fkln","1","4,708","4,720","99.7457627%"
"2019-09-01","B DIVISION","S Fkln","2","2,082","2,092","99.5219885%"
"2019-09-01","B DIVISION","S Rock","1","2,832","2,940","96.3265306%"
"2019-09-01","B DIVISION","S Rock","2","963","1,010","95.3465347%"
"2019-10-01","A DIVISION","1","1","9,140","10,626","86.0154338%"
"2019-10-01","A DIVISION","1","2","2,159","2,328","92.7405498%"
"2019-10-01","A DIVISION","2","1","5,981","7,571","78.9988113%"
"2019-10-01","A DIVISION","2","2","1,096","1,900","57.6842105%"
"2019-10-01","A DIVISION","3","1","5,899","6,638","88.8671287%"
"2019-10-01","A DIVISION","3","2","1,355","1,668","81.235012%"
"2019-10-01","A DIVISION","4","1","6,583","8,507","77.3833314%"
"2019-10-01","A DIVISION","4","2","1,497","2,136","70.0842697%"
"2019-10-01","A DIVISION","5","1","6,088","7,543","80.7105926%"
"2019-10-01","A DIVISION","5","2","1,661","1,978","83.9737108%"
"2019-10-01","A DIVISION","6","1","9,878","12,821","77.0454723%"
"2019-10-01","A DIVISION","6","2","2,392","2,680","89.2537313%"
"2019-10-01","A DIVISION","7","1","13,228","15,062","87.8236622%"
"2019-10-01","A DIVISION","7","2","2,431","2,914","83.4248456%"
"2019-10-01","A DIVISION","S 42nd","1","11,616","11,816","98.3073798%"
"2019-10-01","A DIVISION","S 42nd","2","2,859","2,864","99.825419%"
"2019-10-01","B DIVISION","A","1","5,693","8,670","65.6632065%"
"2019-10-01","B DIVISION","A","2","1,965","2,324","84.5524957%"
"2019-10-01","B DIVISION","B","1","2,973","4,486","66.2728489%"
"2019-10-01","B DIVISION","C","1","3,449","4,600","74.9782609%"
"2019-10-01","B DIVISION","C","2","1,135","1,316","86.2462006%"
"2019-10-01","B DIVISION","D","1","3,950","6,302","62.6785148%"
"2019-10-01","B DIVISION","D","2","1,214","1,680","72.2619048%"
"2019-10-01","B DIVISION","E","1","7,398","9,430","78.4517497%"
"2019-10-01","B DIVISION","E","2","1,553","1,680","92.4404762%"
"2019-10-01","B DIVISION","F","1","6,097","8,990","67.8197998%"
"2019-10-01","B DIVISION","F","2","1,443","1,673","86.2522415%"
"2019-10-01","B DIVISION","G","1","5,285","6,670","79.2353823%"
"2019-10-01","B DIVISION","G","2","1,780","2,080","85.5769231%"
"2019-10-01","B DIVISION","JZ","1","5,284","6,413","82.3951349%"
"2019-10-01","B DIVISION","JZ","2","1,497","1,792","83.5379464%"
"2019-10-01","B DIVISION","L","1","10,568","11,280","93.6879433%"
"2019-10-01","B DIVISION","L","2","2,249","2,370","94.8945148%"
"2019-10-01","B DIVISION","M","1","5,217","6,512","80.1136364%"
"2019-10-01","B DIVISION","M","2","1,844","2,212","83.363472%"
"2019-10-01","B DIVISION","N","1","8,622","11,003","78.3604472%"
"2019-10-01","B DIVISION","N","2","1,278","1,743","73.3218589%"
"2019-10-01","B DIVISION","Q","1","6,089","7,324","83.1376297%"
"2019-10-01","B DIVISION","Q","2","1,608","2,008","80.0796813%"
"2019-10-01","B DIVISION","R","1","4,988","6,487","76.892246%"
"2019-10-01","B DIVISION","R","2","1,516","1,728","87.7314815%"
"2019-10-01","B DIVISION","S Fkln","1","5,412","5,428","99.7052321%"
"2019-10-01","B DIVISION","S Fkln","2","1,694","1,696","99.8820755%"
"2019-10-01","B DIVISION","S Rock","1","3,652","3,744","97.542735%"
"2019-10-01","B DIVISION","S Rock","2","1,149","1,177","97.6210705%"
"2019-11-01","A DIVISION","1","1","7,736","9,192","84.1601393%"
"2019-11-01","A DIVISION","1","2","2,600","2,926","88.8585099%"
"2019-11-01","A DIVISION","2","1","5,524","6,805","81.1756062%"
"2019-11-01","A DIVISION","2","2","2,140","3,271","65.4234179%"
"2019-11-01","A DIVISION","3","1","5,243","5,874","89.257746%"
"2019-11-01","A DIVISION","3","2","1,101","1,460","75.4109589%"
"2019-11-01","A DIVISION","4","1","5,669","7,400","76.6081081%"
"2019-11-01","A DIVISION","4","2","1,896","2,676","70.8520179%"
"2019-11-01","A DIVISION","5","1","5,215","6,559","79.5090715%"
"2019-11-01","A DIVISION","5","2","1,874","2,259","82.9570606%"
"2019-11-01","A DIVISION","6","1","8,596","11,088","77.5252525%"
"2019-11-01","A DIVISION","6","2","2,459","2,826","87.0134466%"
"2019-11-01","A DIVISION","7","1","12,081","13,081","92.3553245%"
"2019-11-01","A DIVISION","7","2","3,563","3,792","93.9609705%"
"2019-11-01","A DIVISION","S 42nd","1","10,353","10,556","98.0769231%"
"2019-11-01","A DIVISION","S 42nd","2","3,674","3,674","100%"
"2019-11-01","B DIVISION","A","1","5,001","7,495","66.724483%"
"2019-11-01","B DIVISION","A","2","2,301","2,811","81.8569904%"
"2019-11-01","B DIVISION","B","1","2,426","3,859","62.8660275%"
"2019-11-01","B DIVISION","C","1","2,948","3,860","76.373057%"
"2019-11-01","B DIVISION","C","2","1,189","1,570","75.7324841%"
"2019-11-01","B DIVISION","D","1","3,990","5,916","67.4442191%"
"2019-11-01","B DIVISION","D","2","2,234","2,544","87.8144654%"
"2019-11-01","B DIVISION","E","1","6,425","8,200","78.3536585%"
"2019-11-01","B DIVISION","E","2","1,851","2,103","88.0171184%"
"2019-11-01","B DIVISION","F","1","5,593","7,838","71.3574892%"
"2019-11-01","B DIVISION","F","2","1,666","2,097","79.4468288%"
"2019-11-01","B DIVISION","G","1","4,443","5,804","76.5506547%"
"2019-11-01","B DIVISION","G","2","2,052","2,571","79.8133022%"
"2019-11-01","B DIVISION","JZ","1","4,597","5,580","82.3835125%"
"2019-11-01","B DIVISION","JZ","2","2,050","2,246","91.2733749%"
"2019-11-01","B DIVISION","L","1","9,482","9,956","95.2390518%"
"2019-11-01","B DIVISION","L","2","2,615","2,816","92.8622159%"
"2019-11-01","B DIVISION","M","1","4,555","5,630","80.9058615%"
"2019-11-01","B DIVISION","M","2","2,393","2,712","88.2374631%"
"2019-11-01","B DIVISION","N","1","6,886","9,213","74.7422121%"
"2019-11-01","B DIVISION","N","2","1,531","2,366","64.7083686%"
"2019-11-01","B DIVISION","Q","1","5,181","6,346","81.6419792%"
"2019-11-01","B DIVISION","Q","2","2,388","2,526","94.5368171%"
"2019-11-01","B DIVISION","R","1","4,263","5,622","75.8271078%"
"2019-11-01","B DIVISION","R","2","1,509","2,082","72.4783862%"
"2019-11-01","B DIVISION","S Fkln","1","4,676","4,720","99.0677966%"
"2019-11-01","B DIVISION","S Fkln","2","2,091","2,126","98.3537159%"
"2019-11-01","B DIVISION","S Rock","1","3,085","3,240","95.2160494%"
"2019-11-01","B DIVISION","S Rock","2","1,497","1,521","98.4220907%"
"2019-12-01","A DIVISION","1","1","8,224","9,752","84.3314192%"
"2019-12-01","A DIVISION","1","2","2,673","2,884","92.6837725%"
"2019-12-01","A DIVISION","2","1","5,268","6,833","77.0964437%"
"2019-12-01","A DIVISION","2","2","1,813","2,796","64.8426323%"
"2019-12-01","A DIVISION","3","1","5,435","6,304","86.2151015%"
"2019-12-01","A DIVISION","3","2","1,056","1,390","75.971223%"
"2019-12-01","A DIVISION","4","1","6,137","7,771","78.9731051%"
"2019-12-01","A DIVISION","4","2","2,046","2,640","77.5%"
"2019-12-01","A DIVISION","5","1","5,555","6,886","80.6709265%"
"2019-12-01","A DIVISION","5","2","2,224","2,485","89.4969819%"
"2019-12-01","A DIVISION","6","1","8,998","11,696","76.9322845%"
"2019-12-01","A DIVISION","6","2","2,485","2,780","89.3884892%"
